rid,eu_name,authorid,match_type,host_id
2114,Hans Jakob Wörner,A5003050424,alias,I35440088
2513,Maria Elisabeth Oswald,A5040494476,alias,I4210166741
3910,Béla Vilmos Mihalik,A5001430221,alias,I4210131266
3409,Marie Rosenkrantz Lindegaard,A5042695244,exact,I865915315
2703,Marco Peccianti,A5009176490,alias,I143804889
2344,Olivier Pierre Renaudet,A5081579199,fuzzy,I899635006
1493,Ana Godinho Ferreira,A5037563280,fuzzy,I45129253
2079,Kasper Dyrberg Rand,A5102632027,fuzzy,I124055696
358,Direna Alonso-Curbelo,A5065536002,exact,I4210122345
1401,Pierre Henri Alexandre Raphael,A5109371196,fuzzy,I241749
2872,Salvador Pané Vidal,A5112508875,alias,I35440088
949,Lorraine Brennan,A5108665883,exact,I100930933
1045,Johan Decelle,A5064893017,exact,I1294671590
50,Robert Ernst,A5043813423,alias,I91712215
3930,Helle Jensen,A5076005249,alias,I204337017
1578,Diego Perugini,A5104002320,exact,I27483092
387,Carmine Settembre,A5110727060,exact,I71267560
193,Martin Beck,A5028999855,exact,I149899117
1033,Laszlo Nagy,A5047717254,exact,I2800351701
463,Rami Aqeilan,A5022363393,exact,I197251160
3932,Tomos Proffitt,A5021639420,alias,I71503853
1657,Karoline Schäffner,A5026083116,alias,I149899117
3986,Erin Thomas Dailey,A5033712687,alias,I153648349
930,Unnur Valdimarsdóttir,A5104666605,fuzzy,I165368041
1350,Xin Li,A5100353894,alias,I7882870
2386,Sebastian Stich,A5045519627,alias,I4210128801
1220,Abel Garcia Pino,A5045177732,exact,I132053463
2001,Alexander Grueneis,A5084866187,alias,I180923762
4106,Elisabetta De Cao,A5049203811,alias,I9360294
2620,Carlos Alonso Ramos,A5113245649,exact,I1294671590
1949,Alexander Hoegele,A5110509198,alias,I8204097
1545,Philip Stier,A5059695975,exact,I40120149
994,Emilia Santos,A5109535194,alias,I241749
2921,Dongsheng Wen,A5103968406,fuzzy,I130828816
2902,Guillaume Loïc Haiat,A5081941524,fuzzy,I1294671590
387,Carmine Settembre,A5056795266,alias,I71267560
2018,Francesco De Angelis,A5102237761,alias,I30771326
101,Vincenzo Costanzo,A5083078779,alias,I189158943
1539,Daniel Roy Parsons,A5113897978,fuzzy,I191240316
250,Maya Bar,A5029142860,alias,I124227911
3355,Sven Aron Oskarsson,A5107484783,fuzzy,I123387679
4100,Emanuele Campiglio,A5107430607,alias,I9360294
2850,Edgardo Ademar Saucedo Silva,A5026009141,fuzzy,I9617848
2471,Ugo Dal Lago,A5099583032,exact,I9360294
132,Jeroen De Ridder,A5113874229,alias,I3018483916
3275,Kevin Koehler,A5075209032,exact,I162290304
2637,Yonina Eldar,A5109257227,fuzzy,I53964585
1467,Mustafa Yucel,A5103901341,fuzzy,I201799495
4151,Nabil Ahmed,A5101602446,alias,I204778367
537,Miriam Melis,A5114904822,alias,I172446870
1313,Benjamin Gess,A5107892054,alias,I4577782
2468,Julien Jérôme Tierny,A5095607338,fuzzy,I1294671590
995,Susan Johnston,A5020633089,alias,I98677209
2101,Giovanni Maria Pavan,A5104123179,alias,I177477856
3687,Kenneth Smith,A5078756552,alias,I98677209
2667,Matthias Althoff,A5109375322,alias,I62916508
2517,Albrecht Schmidt,A5107174608,exact,I8204097
3358,Marieke De Goede,A5042484381,exact,I887064364
836,Rachela Popovtzer,A5039004884,alias,I13955877
1916,Nicolas Roch,A5008465282,exact,I1294671590
2667,Matthias Althoff,A5005383495,exact,I62916508
1728,Simon Gröblacher,A5112342934,alias,I98358874
2396,Gerhard Neumann,A5088394978,alias,I102335020
82,Mariusz Nowacki,A5044820964,exact,I118564535
940,Daniel Razansky,A5082319905,exact,I202697423
1938,Binghai Yan,A5046399891,exact,I53964585
1264,Frank Hollmann,A5039285985,alias,I98358874
3671,Meike Bartels,A5029768836,alias,I865915315
2707,Francesco Poletti,A5068700158,exact,I43439940
1630,Johanna Rosen,A5077791406,exact,I102134673
3534,Inga Dora Sigfusdottir,A5067846824,alias,I123185442
2464,Jian-Jia Chen,A5000417436,exact,I200332995
2051,Michal Leskes,A5043746490,exact,I53964585
2070,Csaba Janaky,A5075233752,alias,I227486990
2740,Sophia Haussener,A5041466191,alias,I5124864
2983,Lena Noack,A5050798999,exact,I75951250
594,Ragnhildur Thora Karadottir,A5044032139,alias,I241749
2107,Yuval Ebenstein,A5089836860,alias,I16391192
597,Amir Amedi,A5034713252,alias,I138898306
419,Ruben Van Boxtel,A5019020568,exact,I4210127118
1440,Sander Nijdam,A5028449814,exact,I83019370
3548,Marina Kalashnikova,A5043494058,alias,I4210104355
2662,Andrea Di Falco,A5009045834,exact,I16835326
2466,Stefan Roth,A5056098625,alias,I31512782
635,Aldo Genovesio,A5005245127,alias,I861853513
2495,Yaron Lipman,A5039995559,alias,I53964585
169,Paul Wilmes,A5076512847,exact,I186903577
1544,Athanasios Nenes,A5001150915,alias,I8901234
2617,Christian Kirches,A5053623605,alias,I94509681
1449,Florent Gimbert,A5066809808,alias,I1294671590
3150,Camille Landais,A5078514269,exact,I909854389
1944,Frank Pollmann,A5049927722,exact,I62916508
1420,Gabriele Messori,A5061617752,exact,I123387679
1505,Angela Gallego-Sala,A5011579501,alias,I23923803
1444,Romain Jolivet,A5052546409,alias,I29607241
1286,Bozhidar Velichkov,A5087382359,exact,I108290504
1404,Martin Hairer,A5016315238,alias,I47508984
2429,Barbara Plank,A5088832285,alias,I8204097
205,Rotem Sorek,A5024718393,alias,I53964585
3163,Stephen Hansen,A5044176523,alias,I45129253
1168,Li Tang,A5065125027,exact,I5124864
4114,Lucy Anne Parker,A5047448066,exact,I111262870
3767,Hubert Feiglstorfer,A5068769793,exact,I138211613
4055,Stefano Benazzi,A5024472507,exact,I9360294
3287,David Kosar,A5058353802,exact,I21449261
1632,Jaime Martin,A5103086995,exact,I11019714
3064,Emilia Kilpua,A5020163516,alias,I133731052
1388,Christian Liedtke,A5102713593,alias,I62916508
2521,Mauro Birattari,A5061782786,exact,I132053463
2650,Fabrizio De Vico Fallani,A5089157446,exact,I1326498283
969,Jonas Larsson,A5112464570,alias,I187531555
321,Mohamed Lamkanfi,A5102796633,alias,I32597200
2936,Jürgen Groll,A5017257466,alias,I4210126310
1063,Mathieu Lihoreau,A5067924606,alias,I1294671590
973,Massimiliano Pagani,A5075506116,alias,I189158943
1295,David Holmes,A5000435759,alias,I121797337
3670,Simone Pika,A5002820090,alias,I170658231
3274,Charles Butcher,A5066118007,exact,I204778367
3928,Katerina Douka,A5009770538,alias,I129774422
4176,Daniel Li Chen,A5017324980,fuzzy,I4210092408
1020,Sophie Sanchez,A5030613963,alias,I123387679
2494,Natasa Przulj,A5069984203,exact,I2799803557
2763,Andreas Carlson,A5051560174,alias,I184942183
1474,Cathy Quantin-Nataf,A5029307055,exact,I100532134
1350,Xin Li,A5100353820,exact,I7882870
775,Sophia Stoecklein,A5027583465,alias,I8204097
1018,Shuqing Xu,A5042368523,exact,I197323543
2947,Iair Arcavi,A5107883936,alias,I16391192
619,Thomas Nevian,A5077686493,exact,I118564535
58,Michael Hothorn,A5089590993,exact,I114457229
267,Andrea Pauli,A5058477479,exact,I195525897
996,Roberto Salguero-Gómez,A5048557703,alias,I40120149
562,Federico De Martino,A5090734850,alias,I34352273
2065,Nicolas Plumere,A5037500147,exact,I62916508
2950,Johan Mazoyer,A5103289951,alias,I1294671590
3020,Benoit Cerutti,A5041456096,alias,I1294671590
1893,Thomas Salez,A5062740465,exact,I1294671590
2935,Timon Rabczuk,A5108421192,alias,I51441396
960,Dan Peer,A5103097324,exact,I16391192
2544,Stephan Kreutzer,A5062011497,alias,I4577782
3956,Giedre Motuzaite Matuzeviciute,A5024379219,exact,I173212132
3292,Rutgerd Boelens,A5003945663,exact,I913481162
3441,Tali Kristal,A5060541841,exact,I91203450
993,Cecilia Nilsson,A5054084621,exact,I187531555
1717,Lorenzo Bianchini,A5013310906,exact,I108290504
4157,Tamara Bjažić Klarin,A5029718785,exact,I4210097228
3105,Jan Stuhler,A5071390181,alias,I50357001
1216,Kathrin Lang,A5074271707,exact,I35440088
2604,Lucia Caspani,A5022909078,exact,I115752224
3596,Judith Domínguez Borràs,A5027718334,exact,I71999127
1710,Mikko Voutilainen,A5015158727,exact,I133731052
2018,Francesco De Angelis,A5102893395,exact,I30771326
1523,Carlos Perez Garcia-Pando,A5034402083,alias,I2799803557
248,Peter Walentek,A5017701359,alias,I2801240073
1378,Alessandro Giuliani,A5013428460,exact,I861853513
3186,Kalina Manova,A5113264418,alias,I45129253
1821,Lucio Cerrito,A5114643364,alias,I116067653
1289,James Maynard,A5074725717,exact,I40120149
95,Philipp Selenko,A5047530888,exact,I53964585
3285,Charles Wilson,A5033157082,exact,I40120149
3329,Jean-Benoit Pilet,A5113458719,exact,I132053463
3735,Samuli Reijula,A5049206353,alias,I133731052
3615,Stefano Palminteri,A5102498111,exact,I154526488
1040,Stéphane Hacquard,A5024362734,exact,I149899117
3219,Daniel Li Chen,A5060190552,fuzzy,I4210092408
777,Katja Van Den Hurk,A5111227808,exact,I3020210244
3997,Damien Tricoire,A5048954359,alias,I89864525
3910,Béla Vilmos Mihalik,A5001430221,exact,I4210131266
3409,Marie Rosenkrantz Lindegaard,A5042695244,alias,I865915315
2703,Marco Peccianti,A5009176490,exact,I143804889
358,Direna Alonso-Curbelo,A5065536002,alias,I4210122345
949,Lorraine Brennan,A5108665883,alias,I100930933
1045,Johan Decelle,A5064893017,alias,I1294671590
1578,Diego Perugini,A5104002320,alias,I27483092
387,Carmine Settembre,A5110727060,alias,I71267560
193,Martin Beck,A5028999855,alias,I149899117
1033,Laszlo Nagy,A5047717254,alias,I2800351701
463,Rami Aqeilan,A5022363393,alias,I197251160
3932,Tomos Proffitt,A5021639420,exact,I71503853
1350,Xin Li,A5100353894,exact,I7882870
1220,Abel Garcia Pino,A5045177732,alias,I132053463
4106,Elisabetta De Cao,A5049203811,exact,I9360294
2620,Carlos Alonso Ramos,A5113245649,alias,I1294671590
1949,Alexander Hoegele,A5110509198,exact,I8204097
1545,Philip Stier,A5059695975,alias,I40120149
994,Emilia Santos,A5109535194,exact,I241749
387,Carmine Settembre,A5056795266,exact,I71267560
2018,Francesco De Angelis,A5102237761,exact,I30771326
101,Vincenzo Costanzo,A5083078779,exact,I189158943
250,Maya Bar,A5029142860,exact,I124227911
4100,Emanuele Campiglio,A5107430607,exact,I9360294
2471,Ugo Dal Lago,A5099583032,alias,I9360294
132,Jeroen De Ridder,A5113874229,exact,I3018483916
3275,Kevin Koehler,A5075209032,alias,I162290304
2713,Yonina Eldar,A5109257227,fuzzy,I53964585
4151,Nabil Ahmed,A5101602446,exact,I204778367
1313,Benjamin Gess,A5107892054,exact,I4577782
995,Susan Johnston,A5020633089,exact,I98677209
2517,Albrecht Schmidt,A5107174608,alias,I8204097
3706,Denny Borsboom,A5029100305,exact,I887064364
1481,Chloe Michaut,A5029449490,exact,I113428412
2364,Liberato Manna,A5025956413,exact,I30771326
3712,Tom René Beckers,A5087334854,fuzzy,I99464096
4099,Oded Cats,A5058766860,alias,I98358874
749,Veit Helmut Hornung,A5016667606,fuzzy,I8204097
1821,Lucio Cerrito,A5110312454,alias,I116067653
2929,Jordi Sort Vinas,A5021308810,alias,I123044942
1075,Tanja Stadler,A5055449742,alias,I35440088
2671,Pietro Valdastri,A5035357710,alias,I130828816
2101,Giovanni Maria Pavan,A5061158708,alias,I177477856
1776,Alexander Schmidt,A5067866874,alias,I887968799
130,Yonatan Stelzer,A5028804644,alias,I53964585
1911,Giovanni Volpe,A5010589630,exact,I881427289
2114,Hans Jakob Wörner,A5011676219,exact,I35440088
2688,Francesco Paolo Andriulli,A5002273642,alias,I177477856
2320,Paolo Melchiorre,A5088465399,alias,I4210088955
3007,Silvia Galli,A5106453768,alias,I1294671590
3192,Bård Gjul Harstad,A5112601992,alias,I184942183
2855,Raul Bermejo,A5072317279,alias,I182712176
2280,Sara Bals,A5013888065,exact,I149213910
4128,Willem Jan Wouter Botzen,A5065319988,alias,I865915315
834,Dario Greco,A5028682033,exact,I166825849
2708,Abu Sebastian,A5017236774,alias,I4210126328
4003,Kristiina Mannermaa,A5023287364,alias,I133731052
2660,Niels Gregersen,A5028150151,exact,I96673099
2614,Kris Myny,A5044710002,exact,I99464096
3583,Wouter Van Den Bos,A5054947147,exact,I887064364
2444,Robert Wille,A5004214923,alias,I62916508
1530,Richard Katz,A5084321199,alias,I40120149
1472,Emma Tomlinson,A5014876044,alias,I205274468
1540,Stephanie Anne Henson,A5075890093,alias,I197940685
2456,Stefan Schmid,A5066080641,exact,I4577782
1385,Peter Karl Friz,A5085656370,fuzzy,I4577782
1954,Sandra Van Aert,A5085957218,alias,I149213910
3056,Avishay Gal-Yam,A5107954008,exact,I53964585
239,Hanna Hõrak,A5076099596,exact,I56085075
1986,Jasper Van Der Gucht,A5074132674,exact,I913481162
1110,Joseph Schacherer,A5091722749,alias,I68947357
308,Aurelio Teleman,A5052778454,alias,I17937529
629,Adrian Michael Isaacs,A5068723908,fuzzy,I45129253
2237,Daniela Wilson,A5042895917,alias,I145872427
1161,Oliver Pybus,A5061658598,alias,I40120149
2903,Chiara Silvia Vitale Brovarone,A5108657387,fuzzy,I177477856
1379,Gianluigi Rozza,A5061558433,exact,I138549579
2230,Timothy Noel,A5058411581,alias,I887064364
2682,Gianluca Fiori,A5061426001,exact,I108290504
2882,Christian Greiner,A5067374965,exact,I102335020
1053,Nicola Segata,A5068576885,alias,I193223587
1116,Alexei Maklakov,A5047986658,alias,I1118541
1559,Hendrik Fuchs,A5057217648,alias,I171892758
2258,Katharina Schröder,A5090183844,alias,I145847075
574,Camilla Bellone,A5002276509,alias,I114457229
1064,Yossi Yovel,A5016325693,alias,I16391192
2418,Nicolas Benoit P Gillis,A5040368041,fuzzy,I130929987
818,Claudia Denkinger,A5022367224,alias,I2802164966
426,Christian Frezza,A5013887971,alias,I4210153755
2238,Shigeyoshi Inoue,A5067961961,alias,I62916508
1744,Dmitry Abanin,A5018660847,alias,I114457229
3038,Ian Mccarthy,A5033973593,alias,I63098007
1507,Stijn De Schepper,A5002139453,alias,I4210107808
1045,Johan Decelle,A5057021217,alias,I1294671590
242,Edouard Hannezo,A5027982101,exact,I157556583
347,Francesco Paneni,A5050799541,alias,I202697423
3035,Maarit Käpylä,A5112379716,alias,I9927081
2079,Kasper Dyrberg Rand,A5052615670,alias,I124055696
1044,Marie Semon,A5091156775,exact,I113428412
3452,Marta Bucholc,A5027000197,exact,I4654613
3619,Martijn Pieter Van Den Heuvel,A5009949271,alias,I865915315
2647,Venkata Kamalakar Mutta,A5079352140,alias,I123387679
407,Nicola Aceto,A5084595779,exact,I35440088
3868,Christian Robert Lange,A5037024448,alias,I193662353
3653,Aikaterini Fotopoulou,A5000736540,exact,I45129253
1614,Jose Lado,A5026208796,alias,I9927081
233,Johan Elf,A5049367949,alias,I123387679
1918,Robert Prevedel,A5062597899,alias,I4210138560
2804,Daniel Tam,A5044795314,alias,I98358874
2272,Nuno Silva,A5100451492,alias,I60858718
2326,Christelle Nathalie Prinz,A5070114252,fuzzy,I187531555
2452,Torsten Hoefler,A5026990786,alias,I35440088
1550,Eric Douglas Galbraith,A5019280918,alias,I123044942
1455,Jeffrey Carpenter,A5083535915,alias,I4210139239
1005,Katherine Helliwell,A5031382933,alias,I23923803
563,Ana Joao Gomes Rodrigues,A5045634165,fuzzy,I99682543
1026,Zuzana Musilová,A5008296954,exact,I21250087
85,Gunter Jurgen Andreas Meister,A5058056443,fuzzy,I60668342
2996,Josquin Errard,A5082065179,exact,I1294671590
1776,Alexander Schmidt,A5062357332,alias,I887968799
43,Sebastian Glatt,A5012531471,alias,I126596746
687,Neta Regev-Rudzki,A5087526855,exact,I53964585
4074,Carolina Mallol Duque,A5040106724,alias,I158438070
3090,Alexander Westphal,A5084197990,exact,I2801876189
2758,Carlos Mota,A5058979303,alias,I34352273
821,Lars Maegdefessel,A5033406476,alias,I2802619606
2403,Fabrizio Montesi,A5000566520,alias,I177969490
1335,David Loeffler,A5070725114,alias,I39555362
1770,Harvey Byron Meyer,A5054527590,fuzzy,I197323543
125,Davide Risso,A5088632823,exact,I138689650
2325,Marijn Arnout Van Huis,A5003407724,fuzzy,I193662353
1021,Suvi Ruuskanen,A5048415511,alias,I94722563
2390,Michal Feldman,A5103282352,alias,I16391192
503,Peter Kok,A5016715765,alias,I45129253
563,Ana Joao Gomes Rodrigues,A5056695245,fuzzy,I99682543
655,Rui Manuel Marques Fernandes Da Costa,A5060965799,fuzzy,I113358080
1506,Corrado Cimarelli,A5025118057,exact,I8204097
2966,Boon Kok Tan,A5037572044,alias,I40120149
3319,Dawn Watkins,A5078266473,alias,I91136226
3581,Tamás Faragó,A5017726486,exact,I106118109
859,Vered Karavani,A5049437339,fuzzy,I16391192
2076,Tuomas Pertti Jonathan Knowles,A5103025659,fuzzy,I241749
2188,Fernanda Duarte,A5080148464,exact,I40120149
215,Petra Hajkova,A5008085628,alias,I47508984
557,Claire Wyart,A5030843888,alias,I154526488
2540,Kasper Anders Soren Hornbæk,A5015615908,fuzzy,I124055696
33,Markus Weingarth,A5024449996,alias,I193662353
343,Thorsten Hoppe,A5079367986,exact,I180923762
1146,Ivana Gudelj,A5048675389,exact,I23923803
784,Philipp Vollmuth,A5038487968,alias,I2799391451
757,Fotini Nina Papavasiliou,A5086882857,alias,I17937529
3778,Marieke Van Erp,A5072750611,alias,I1322597698
1951,John Julian Larrarte Morton,A5050828444,fuzzy,I45129253
2060,An Ghysels,A5015471372,alias,I32597200
1538,Christoph Karl Thomas,A5063333223,fuzzy,I54009628
577,Francesca Cacucci,A5028099121,alias,I45129253
1903,Pablo Alonso Gonzalez,A5109465263,alias,I165339363
249,Kurt Schmoller,A5080584860,alias,I3018134672
2848,Tobias Manuel Schneider,A5082232920,fuzzy,I5124864
693,María Mittelbrunn,A5032075495,alias,I134820265
3836,Alena Rettová,A5034997266,alias,I54009628
2408,Katrina Ligett,A5076701535,exact,I197251160
973,Massimiliano Pagani,A5022465722,alias,I189158943
3943,Andrea Acri,A5017763271,exact,I159885104
235,Michaël Philippe Weber,A5010500477,fuzzy,I1294671590
1139,Ignacio González Bravo,A5074079969,fuzzy,I1294671590
2314,Guillermo Minguez Espallargas,A5042054674,exact,I16097986
2889,Nicolas Ranc,A5021060446,exact,I1294671590
3630,Bernhard Staresina,A5087500318,alias,I40120149
153,Felix Meissner,A5073970595,alias,I2799391451
418,Matthew Campbell,A5042245860,alias,I205274468
2296,Nathalie Hélène Katsonis,A5057724218,fuzzy,I169381384
3371,Philip Howard,A5079636968,alias,I40120149
3434,Sahana Udupa,A5089986506,alias,I8204097
2197,Stephen Wallace,A5038831116,alias,I98677209
2178,Serena Debeer,A5053491539,exact,I149899117
870,Ruben Christiaan Hartkoorn,A5048322980,alias,I154526488
1629,Sergio Fernandez Garrido,A5053351691,exact,I88060688
943,Weimin Ye,A5067181901,alias,I28166907
306,Ana Martin-Villalba,A5065448559,fuzzy,I17937529
3821,Michael Butter,A5069616116,exact,I8087733
1973,Christian Reinhard Ast,A5027387996,alias,I149899117
572,Pascale Bomont,A5108106520,alias,I154526488
240,Lucas Tilmann Jae,A5020434531,fuzzy,I8204097
2100,Alfonso De Simone,A5078520379,exact,I71267560
1362,Gabor Zoltan Pete,A5063213545,fuzzy,I127817813
665,Alexander Clarke,A5028030494,alias,I40120149
1546,Hagit Pnina Affek,A5046887717,fuzzy,I197251160
120,Tineke Lenstra,A5033153166,alias,I2898336195
3961,Emmanuel Nantet,A5004989019,alias,I91203450
3960,Carlos Tornero,A5109471488,exact,I123044942
3315,Katherine Browne,A5042835035,alias,I100930933
326,Magali Aude Emmanuelle Suzanne,A5104581616,fuzzy,I1294671590
479,Susana Gonzalez,A5041586028,alias,I2809107791
1846,Gilad Perez,A5061126453,alias,I53964585
3424,Sabina Cehajic-Clancy,A5023810719,exact,I161593684
3445,Joris Mulder,A5068435789,alias,I193700539
869,Mathilde Touvier,A5114020421,alias,I154526488
2184,Anat Milo,A5052386381,alias,I124227911
3847,Silvia Ferrara,A5020915273,alias,I9360294
176,Maude Audrey Guillier,A5082917219,fuzzy,I1294671590
1625,Kunal Masania,A5082870560,exact,I98358874
1068,Mederic Diard,A5048213818,alias,I1850255
3921,Haakon Andreas Ikonomou,A5040009970,alias,I124055696
2984,Michal Drahus,A5006704814,alias,I126596746
3110,Alessia Russo,A5103922083,exact,I138689650
1299,Sepideh Mirrahimi,A5085283703,exact,I1294671590
280,Nadine Vastenhouw,A5061865787,alias,I97565354
3918,Brigitte Le Normand,A5018178559,alias,I34352273
4030,Maria De Lurdes Pereira Rosa,A5103261909,alias,I83558840
2734,Chun Huang,A5100544905,alias,I47508984
258,Elvan Boke,A5033091736,exact,I4210137962
3687,Kenneth Smith,A5101943875,exact,I98677209
624,Ileana Livia Opatz,A5036675615,fuzzy,I4210108711
2392,Ambrus Kaposi,A5026618450,alias,I106118109
3110,Alessia Russo,A5034747043,alias,I138689650
3916,Agnieszka Sobocinska,A5057586581,exact,I183935753
266,Ulrika Marklund,A5042146774,alias,I28166907
3117,Arash Nekoei,A5000949705,exact,I161593684
3808,David O'Shaughnessy,A5112152246,alias,I188760350
3808,David O'Shaughnessy,A5025302523,alias,I188760350
1075,Tanja Stadler,A5108711246,exact,I35440088
