rid,eu_name,authorid,match_type,host_id
2033,Nikolay Kosinov,A5052823556,alias,I83019370
3817,Valentina Arena,A5112826247,exact,I45129253
3879,Katarzyna Marciniak,A5101508914,alias,I4654613
1983,Massimiliano Gennaro Esposito,A5073912490,fuzzy,I186903577
670,Noam Stern-Ginossar,A5110853855,alias,I53964585
735,Catherine Jill Merrick,A5021262946,alias,I241749
3858,Oliver Paul Scharbrodt,A5011853445,fuzzy,I187531555
3080,Haley Louise Gomez,A5105927634,alias,I79510175
2829,Agnese Seminara,A5094339403,alias,I83816512
986,Charlotte Grossiord,A5075690626,exact,I5124864
2164,Jianting Ye,A5063444087,exact,I169381384
4019,Victor Corneliu Ghica,A5071667091,fuzzy,I77901215
265,Yaniv Elkouby,A5006316405,alias,I197251160
1311,Xavier Ros-Oton,A5005248507,alias,I71999127
3128,Luigi Iovino,A5051884508,alias,I71209653
1841,Silvia Pascoli,A5104492238,exact,I190082696
4045,Matthieu Husson,A5110927911,alias,I1294671590
2048,Stefan Weber,A5074880525,alias,I100066346
1910,Jens Hjorleifur Bardarson,A5040754934,fuzzy,I86987016
558,María Llorens-Martín,A5068800327,exact,I134820265
50,Robert Ernst,A5027385934,exact,I91712215
3219,Daniel Li Chen,A5100696404,fuzzy,I4210092408
1515,Bruno Dhuime,A5086220526,alias,I1294671590
2046,Cristobal Perez Cuadrado,A5074818598,alias,I108103353
2070,Csaba Janaky,A5108807329,alias,I227486990
2861,Antonio Ambrosio,A5075909802,alias,I30771326
2006,Nicolas Mordant,A5052897496,alias,I899635006
514,Amaia Arranz,A5088411067,alias,I4210100306
1798,Sameer Venkatesha Murthy,A5025106432,fuzzy,I183935753
2564,Patrick Thomas Eugster,A5024420075,fuzzy,I57201433
1864,Joshua D. Mcgraw,A5000839932,alias,I1294671590
3547,Lars Meyer,A5021814093,alias,I149899117
3498,Torkild Hovde Lyngstad,A5025154429,alias,I184942183
4032,Monica Brinzei,A5036589621,exact,I1294671590
1662,Dermot Green,A5053884884,alias,I126231945
1738,Matthias Schott,A5105709076,exact,I197323543
3488,Jennifer Gabrys,A5030599574,exact,I241749
2620,Carlos Alonso Ramos,A5107906752,alias,I1294671590
955,Vincent Wilfred Vishal-Kapoor Jaddoe,A5103780141,fuzzy,I2801952686
2570,Anastasia Ailamaki,A5050528177,exact,I5124864
2556,Yee Whye Teh,A5103835353,exact,I40120149
618,Petra Ritter,A5059814273,exact,I7877124
3874,Livia Holden,A5108870876,exact,I1294671590
3089,Stephane Frédéric Noël Paul Mathis,A5113930515,fuzzy,I2738703131
1221,Miriam Rosenbaum,A5109590665,fuzzy,I4210162077
497,Jonas-Frederic Sauer,A5102854350,fuzzy,I91712215
3952,Dennis Lehmkuhl,A5072424030,alias,I135140700
3537,Basile Georges Paul Chaix,A5058805856,fuzzy,I154526488
1920,Vincent Jacques,A5007606099,alias,I1294671590
3813,Catherine Anne Bradley,A5101797306,alias,I184942183
3853,Dragos Gheorghe Calma,A5093418434,fuzzy,I100930933
187,Theodore Alexandrov,A5112562474,alias,I4210138560
84,Helen Walden,A5098661476,exact,I7882870
2524,Philippe Cudre-Mauroux,A5030787107,exact,I154338468
2620,Carlos Alonso Ramos,A5103870028,exact,I1294671590
2270,Thomas Poulsen,A5024030481,fuzzy,I204337017
2758,Carlos Mota,A5109748084,exact,I34352273
218,Marta Radman-Livaja,A5056530950,alias,I1294671590
3813,Catherine Anne Bradley,A5013118838,fuzzy,I184942183
3073,Frantz Martinache,A5107431268,alias,I4210126779
1131,Graham Keith Taylor,A5034466911,fuzzy,I40120149
477,Massimo Santoro,A5076139638,exact,I138689650
81,Maria Falkenberg Gustafsson,A5028737721,fuzzy,I881427289
3337,Victoria Reyes-García,A5084385330,exact,I123044942
863,Lena Maier-Hein,A5108683547,alias,I17937529
3761,Christian Vassallo,A5102901245,alias,I55143463
1201,David Bikard,A5111227275,exact,I157536573
418,Matthew Campbell,A5105690936,exact,I205274468
932,Kathryn Mary Francis Abel,A5110630601,fuzzy,I28407311
1764,Ronald Hanson,A5039442806,alias,I98358874
2197,Stephen Wallace,A5102950388,alias,I98677209
246,Marie-Cécile Caillaud,A5033198976,fuzzy,I1294671590
1757,Reinhild Fatima Yvonne Peters,A5107448738,fuzzy,I28407311
1523,Carlos Perez Garcia-Pando,A5109491073,fuzzy,I2799803557
419,Ruben Van Boxtel,A5112587887,exact,I4210127118
1692,Tetiana Hryn'Ova,A5105708208,alias,I1294671590
4099,Oded Cats,A5109447135,alias,I98358874
2410,Maria Naya Plasencia,A5045303245,exact,I1326498283
1387,Thomas Henry Coates,A5077729374,fuzzy,I47508984
3050,Pierre Beck,A5103876076,exact,I899635006
2305,Stephan Sieber,A5107856452,fuzzy,I62916508
2381,Michał Pilipczuk,A5114026909,exact,I4654613
2451,Piotr Faliszewski,A5097068410,alias,I686019
2405,Carola Doerr,A5094306518,alias,I1294671590
1903,Pablo Alonso Gonzalez,A5099073980,exact,I165339363
213,Petr Svoboda,A5063809380,alias,I4210138103
2405,Carola Doerr,A5113223493,alias,I1294671590
3534,Inga Dora Sigfusdottir,A5105754321,alias,I123185442
951,Marju Orho-Melander,A5077037910,alias,I187531555
167,Tomas Marques Bonet,A5076185839,alias,I170486558
969,Jonas Larsson,A5101436699,alias,I187531555
1408,Giancarlo Sangalli,A5059485119,exact,I25217355
2692,Osvaldo Simeone,A5017736224,alias,I183935753
1568,Guillaume Dupont-Nivet,A5006751458,alias,I1294671590
2381,Michał Pilipczuk,A5000479623,exact,I4654613
4177,Jörn Fischer,A5024359289,alias,I113456305
822,Valentina Bollati,A5007836073,exact,I189158943
2587,Nikos Deligiannis,A5043511500,exact,I13469542
1955,Gregor Koblmueller,A5108259248,exact,I62916508
1921,Ingmar Swart,A5006317862,alias,I193662353
2634,David Marpaung,A5057021040,alias,I94624287
3042,Kevin Heng,A5019327228,exact,I118564535
941,Henrik Zetterberg,A5111750310,alias,I881427289
1987,Tobias Kampfrath,A5024467226,alias,I75951250
393,Harry Sokol,A5083701333,alias,I39804081
651,Olivier David,A5009848505,exact,I154526488
3050,Pierre Beck,A5082819947,alias,I899635006
786,Gustaf Edgren,A5075852201,alias,I28166907
2729,Peter Schelkens,A5034083500,alias,I13469542
2861,Antonio Ambrosio,A5014616438,alias,I30771326
2409,Thomas Schneider,A5100724917,alias,I31512782
1046,Petr Keil,A5055421718,exact,I205984670
2461,Andrea Arcuri,A5052735480,alias,I2800207870
1200,Moussa Benhamed,A5070486620,alias,I204730241
914,Claudia Allemani,A5107970561,alias,I4210089966
543,Olivier Marre,A5048550613,exact,I154526488
3352,Clionadh Raleigh,A5041513832,alias,I162608824
2087,Kevin Pagel,A5007527719,alias,I75951250
236,Yitzhak Pilpel,A5005581639,exact,I53964585
2173,Alessandro Troisi,A5089848606,alias,I146655781
3224,Michael Becher,A5062885607,alias,I125068653
741,Marc Lecuit,A5066356842,alias,I157536573
2337,Alejandro Gaita Ariño,A5084326714,exact,I16097986
126,Alejandro Burga,A5082494880,alias,I125523173
3129,Christoph Trebesch,A5060997583,exact,I1308524038
3948,Jesper Larsson,A5073379232,exact,I298625061
2045,Noelia Barrabes,A5048108617,exact,I145847075
1133,Mariangela Bonizzoni,A5089901991,alias,I25217355
3721,Lisa Bortolotti,A5067972057,exact,I79619799
403,Aline Bozec,A5072082129,exact,I4210088053
3159,Ramana Nanda,A5050841292,alias,I47508984
2620,Carlos Alonso Ramos,A5011803299,alias,I1294671590
830,Thomas Bocklitz,A5034502482,exact,I2801349226
555,Yaniv Ziv,A5010287804,alias,I53964585
303,Manuel Thery,A5023275493,alias,I2738703131
2720,Bernd Rieger,A5048898725,alias,I98358874
309,Renata Basto,A5058396316,alias,I80043
3270,Dave De Ruysscher,A5040701845,exact,I193700539
1277,Kris Verheyen,A5037447010,exact,I32597200
3833,Ljiljana Radonić,A5010244430,alias,I138211613
2526,Antoine Miné,A5069148908,exact,I39804081
206,Julius Brennecke,A5044585155,exact,I125523173
140,Doug Speed,A5042359312,alias,I204337017
2203,Nir London,A5044428734,alias,I53964585
4136,Sergi Vidal,A5027289201,alias,I123044942
2832,Michael Wilczek,A5038196934,exact,I54009628
226,Antonin Morillon,A5061414099,exact,I80043
2414,Maud Marchal,A5006521642,exact,I28221208
2052,Jean-Nicolas Dumez,A5014310932,exact,I1294671590
1067,Martin Pilhofer,A5087426368,exact,I35440088
255,Alba Diz-Muñoz,A5082228969,alias,I4210138560
3212,Yann Algan,A5051037471,alias,I205092303
4050,Pietro Daniel Omodeo,A5102369157,exact,I149461666
2088,Oren Tal,A5061253584,exact,I53964585
3641,James Bonaiuto,A5039504387,alias,I1294671590
2979,Lucile Turc,A5046677391,alias,I133731052
4046,Maria Fusaro,A5031068846,alias,I23923803
1374,Clement Mouhot,A5060848970,alias,I241749
1448,Andreas Nilsson,A5100918219,alias,I187531555
1109,Michael Cunliffe,A5028117910,alias,I114472154
3220,Mariacristina De Nardi,A5051392110,exact,I45129253
527,Nicolas Renier,A5034783300,exact,I154526488
3440,Pablo Gracia,A5020662752,alias,I123044942
4041,Per Högselius,A5078799679,exact,I86987016
3811,Jasenka Gudelj,A5061012289,exact,I149461666
740,Marc Schmidt-Supprian,A5089219567,exact,I2802619606
1594,Stefan Guldin,A5006811097,exact,I62916508
3656,Bahador Bahrami,A5084334220,exact,I8204097
1435,Pablo Ortega,A5033121109,exact,I2799803557
2033,Nikolay Kosinov,A5052823556,exact,I83019370
3817,Valentina Arena,A5112826247,alias,I45129253
3879,Katarzyna Marciniak,A5101508914,exact,I4654613
705,Noam Stern-Ginossar,A5110853855,alias,I53964585
986,Charlotte Grossiord,A5075690626,alias,I5124864
2164,Jianting Ye,A5063444087,alias,I169381384
1311,Xavier Ros-Oton,A5005248507,exact,I71999127
3128,Luigi Iovino,A5051884508,exact,I71209653
1841,Silvia Pascoli,A5104492238,alias,I190082696
4045,Matthieu Husson,A5110927911,exact,I1294671590
558,María Llorens-Martín,A5068800327,alias,I134820265
4176,Daniel Li Chen,A5100696404,fuzzy,I4210092408
1515,Bruno Dhuime,A5086220526,exact,I1294671590
2006,Nicolas Mordant,A5052897496,exact,I899635006
1864,Joshua D. Mcgraw,A5000839932,exact,I1294671590
3498,Torkild Hovde Lyngstad,A5025154429,exact,I184942183
4032,Monica Brinzei,A5036589621,alias,I1294671590
1738,Matthias Schott,A5105709076,alias,I197323543
2620,Carlos Alonso Ramos,A5107906752,exact,I1294671590
2570,Anastasia Ailamaki,A5050528177,alias,I5124864
2556,Yee Whye Teh,A5103835353,alias,I40120149
618,Petra Ritter,A5059814273,alias,I7877124
3874,Livia Holden,A5108870876,alias,I1294671590
187,Theodore Alexandrov,A5112562474,exact,I4210138560
84,Helen Walden,A5098661476,alias,I7882870
2524,Philippe Cudre-Mauroux,A5030787107,alias,I154338468
2620,Carlos Alonso Ramos,A5103870028,alias,I1294671590
2758,Carlos Mota,A5109748084,alias,I34352273
218,Marta Radman-Livaja,A5056530950,exact,I1294671590
3073,Frantz Martinache,A5107431268,exact,I4210126779
477,Massimo Santoro,A5076139638,alias,I138689650
3337,Victoria Reyes-García,A5084385330,alias,I123044942
3761,Christian Vassallo,A5102901245,exact,I55143463
1201,David Bikard,A5111227275,alias,I157536573
418,Matthew Campbell,A5105690936,alias,I205274468
419,Ruben Van Boxtel,A5112587887,alias,I4210127118
4099,Oded Cats,A5109447135,exact,I98358874
2410,Maria Naya Plasencia,A5045303245,alias,I1326498283
3050,Pierre Beck,A5103876076,alias,I899635006
2381,Michał Pilipczuk,A5114026909,alias,I4654613
1903,Pablo Alonso Gonzalez,A5099073980,alias,I165339363
213,Petr Svoboda,A5063809380,exact,I4210138103
2405,Carola Doerr,A5113223493,exact,I1294671590
3534,Inga Dora Sigfusdottir,A5105754321,exact,I123185442
670,Noam Stern-Ginossar,A5110853855,exact,I53964585
705,Noam Stern-Ginossar,A5110853855,exact,I53964585
1990,Ulrich Felix Keyser,A5053044199,alias,I241749
327,Guillaume Thomas Charras,A5044372884,alias,I45129253
228,Eran Segal,A5012450539,exact,I53964585
1964,Philipp Werner,A5086215751,alias,I154338468
1318,Annika Lang,A5013038827,alias,I66862912
761,Maria Rescigno,A5085944050,exact,I1339471597
2314,Guillermo Minguez Espallargas,A5031949580,alias,I16097986
1825,Markus Aspelmeyer,A5073463154,exact,I129774422
214,Chuna Ram Choudhary,A5016136160,alias,I124055696
2388,Ekaterina Viktorovna Shutova,A5016184654,fuzzy,I887064364
1342,Penka Georgieva,A5089738866,alias,I39804081
2636,Kristof Cools,A5001461967,exact,I32597200
2412,Kasper Green Larsen,A5013551063,exact,I204337017
953,Frederic Amant,A5023783658,alias,I99464096
1941,Alexander Khajetoorians,A5008550693,alias,I145872427
578,Mehmet Fatih Yanik,A5032212627,exact,I35440088
2635,Michail Matthaiou,A5035876091,exact,I126231945
2014,Pietro Cicuta,A5045269326,exact,I241749
1108,Gentile Francesco Ficetola,A5012749425,exact,I189158943
2204,Wolfgang Zeier,A5052900478,alias,I22465464
3111,Martin Schmalz,A5088570401,alias,I40120149
3194,Debopam Bhattacharya,A5039352694,alias,I241749
1089,Thomas Richards,A5005492049,alias,I40120149
2594,Coen De Visser,A5008760854,alias,I98358874
1793,Yann Mairesse,A5063348099,alias,I1294671590
1010,Andreas Nord,A5023368062,alias,I187531555
2546,Anna-Leena Korhonen,A5081393566,fuzzy,I241749
3861,Ingrid Alfonsine M. Robeyns,A5050270181,fuzzy,I193662353
1574,Thomas Ingo Rafael Walter,A5084104212,fuzzy,I4210152878
688,Francis Impens,A5040383692,exact,I2802017950
3088,Jes Kristian Jørgensen,A5105405721,alias,I124055696
1182,Oren Ram,A5065279883,alias,I197251160
2452,Torsten Hoefler,A5102875426,alias,I35440088
2881,Daniel Kiener,A5025664616,exact,I182712176
1457,Diego Miralles,A5030207043,alias,I32597200
2370,Ori Lahav,A5102734862,alias,I16391192
3493,Henrik Zachrisson,A5050079971,alias,I184942183
3719,Julia Claire Simner,A5049914689,fuzzy,I162608824
1906,Silvia Vignolini,A5050782114,exact,I241749
2681,Thomas Burg,A5010860767,alias,I31512782
2091,Fredrik Westerlund,A5090791975,exact,I66862912
3637,Bhismadev Chakrabarti,A5007803639,exact,I71052956
2395,Alexandru Ioan Tomescu,A5063897224,alias,I133731052
1117,Claire Noelle Spottiswoode,A5038587209,fuzzy,I241749
2524,Philippe Cudre-Mauroux,A5028454093,exact,I154338468
3145,Ingvild Almås,A5013143506,exact,I161593684
2290,Daniel Brandell,A5041676312,exact,I123387679
710,Emma Wetter Slack,A5064708056,alias,I35440088
3198,Alp Enver Atakan,A5043934998,alias,I1351752
3213,Barbara Rossi,A5101804566,alias,I170486558
1930,Christoph Stampfer,A5001060363,alias,I887968799
1947,Georg Fantner,A5077783881,alias,I5124864
3694,Eveline Adriana Maria Crone,A5064580768,fuzzy,I913958620
904,Matthias Meier,A5053507788,alias,I3018134672
3047,Konstantinos Tassis,A5071427523,alias,I8901234
832,Karim Lekadir,A5078391768,alias,I71999127
1322,Arnulf Jentzen,A5074382323,alias,I22465464
1852,Beatriz Seoane Bartolomé,A5011613939,alias,I121748325
3957,Anne Valerie Pont Boulay,A5010632648,fuzzy,I39804081
4132,Massimo Tavoni,A5062402898,alias,I93860229
2846,Irene Vignon-Clementel,A5090379866,exact,I1326498283
384,Sarah Doyle,A5067053382,exact,I205274468
1082,Thomas Couvreur,A5041691419,alias,I4210166444
2076,Tuomas Pertti Jonathan Knowles,A5041530719,fuzzy,I241749
1903,Pablo Alonso Gonzalez,A5090637560,fuzzy,I165339363
1808,Reinhard Kienberger,A5085130425,alias,I62916508
2263,Davide Audisio,A5003049034,alias,I2738703131
2677,Victor Torres Company,A5021864307,alias,I66862912
1945,Suchitra Sebastian,A5025591471,alias,I241749
2896,David Fairen-Jimenez,A5081651773,exact,I241749
3665,Andrew J Koontz-Garboden,A5061522229,fuzzy,I28407311
747,Andrew Edwin Firth,A5007404143,alias,I241749
1946,Guillaume Frédéric Marcel Baffou,A5036617739,fuzzy,I1294671590
2255,Laura Fabris,A5058963090,exact,I177477856
3037,Andrea Miglio,A5051016037,alias,I9360294
1523,Carlos Perez Garcia-Pando,A5040545550,alias,I2799803557
1811,Malcolm Douglas Stephen Fairbairn,A5061681290,fuzzy,I183935753
2543,James Arthur Robert Marshall,A5010593676,fuzzy,I91136226
1520,Christopher Finlay,A5034040026,alias,I96673099
991,Lucie Etienne,A5048275896,exact,I1294671590
1795,Cesar Domingo Pardo,A5060529555,alias,I134820265
64,Cyril Boris Zipfel,A5055236444,fuzzy,I202697423
3428,Anna Harris,A5031049095,exact,I34352273
138,Arnaud Krebs,A5020051043,alias,I4210138560
3284,Inger Skjelsbaek,A5089894308,alias,I184942183
3390,Moniek Adrienne Buijzen,A5035909713,fuzzy,I145872427
1694,Michal Heller,A5030304574,alias,I32597200
1860,Christian Schneider,A5007701157,alias,I129877168
2678,Aloyse Marie Charles Degiron,A5004659389,fuzzy,I1294671590
3470,Jennifer Beam Dowd,A5009798144,alias,I40120149
2976,Riku Järvinen,A5054315248,alias,I1285790362
3636,Lauren Brent,A5005475843,alias,I23923803
448,Paolo Giacobini,A5058705393,alias,I154526488
2468,Julien Jérôme Tierny,A5074734666,fuzzy,I1294671590
844,An Hendrix,A5075264102,exact,I32597200
679,Joan Yuan,A5077900379,exact,I187531555
1024,Antoine Wystrach,A5108976295,exact,I1294671590
2206,Anis Tlili,A5031284484,alias,I1294671590
2945,Angelo Simone,A5080054157,alias,I138689650
2968,Kate Maguire,A5004662021,alias,I205274468
2457,Andreas Vlachos,A5067943980,alias,I241749
2563,Michal Koucky,A5040922782,alias,I21250087
988,Cornelia Welte,A5035182754,alias,I145872427
1476,Marie Spohn,A5015497931,alias,I298625061
2367,Andreas Geiger,A5016606943,exact,I8087733
4089,Davide Luca,A5026638628,exact,I241749
3405,Juliane Lischka,A5031084511,alias,I159176309
3592,Ellen De Bruijn,A5018617932,exact,I121797337
491,Edgar Rodrigues Almeida Gomes,A5035043270,fuzzy,I141596103
3887,Sandra Ponzanesi,A5063365715,alias,I193662353
2452,Torsten Hoefler,A5112753114,alias,I35440088
3950,Artur Obluski,A5054915891,alias,I4654613
654,Davide Franco Zoccolan,A5023025526,alias,I138549579
3491,Shanshan Lan,A5047905663,alias,I887064364
506,Isabel Beets,A5070285020,alias,I99464096
941,Henrik Zetterberg,A5111354912,alias,I881427289
3776,Nicola Carpentieri,A5059225496,exact,I138689650
2303,Oren Alexander Scherman,A5112049018,fuzzy,I241749
783,Thomas Dorlo,A5054194543,alias,I123387679
3897,Alexander Fidora,A5033704417,alias,I123044942
2935,Timon Rabczuk,A5112866070,alias,I51441396
3946,Marieke Hendriksen,A5015461352,alias,I1322597698
664,Barbara Susanne Sixt,A5016800306,alias,I90267481
2504,David Atienza Alonso,A5041778119,alias,I5124864
798,Michael White,A5102658212,exact,I157536573
52,Stefan Ameres,A5051413908,alias,I129774422
1132,Stephanie Bedhomme,A5024965499,alias,I1294671590
3559,Christiaan Vinkers,A5032982998,alias,I911458345
2218,Pedro Leão,A5051018229,alias,I4387153601
4176,Daniel Li Chen,A5018904107,fuzzy,I4210092408
3485,Eran Halperin,A5107999727,alias,I197251160
3828,Charlotte Ribeyrol,A5084489102,alias,I39804081
1237,Kevin Chalut,A5082249024,alias,I241749
2319,Stephen Patrick Fletcher,A5028647836,fuzzy,I40120149
2438,Thorsten Holz,A5056790702,exact,I4210128801
1961,Hendrik Dietz,A5057940153,exact,I62916508
4000,Sireen El Zaatari,A5079881496,alias,I8087733
1452,Jia Chen,A5100416039,exact,I62916508
1131,Graham Keith Taylor,A5048693285,fuzzy,I40120149
3719,Julia Claire Simner,A5107940725,fuzzy,I162608824
1579,Sonia Isabelle Seneviratne,A5112572775,fuzzy,I35440088
2161,Alexey Alexandrovich Popov,A5101909494,fuzzy,I3018417779
3715,Morten Lindtner Kringelbach,A5110937167,fuzzy,I40120149
3197,Ricardo Augusto Marcos Rocha Reis,A5002822219,fuzzy,I909854389
3282,Raluca Cornelia Grosescu,A5088116558,fuzzy,I135790613
3863,Cristina Grasseni,A5011040038,alias,I121797337
3238,Eldar Haber,A5066026585,alias,I91203450
2650,Fabrizio De Vico Fallani,A5105840687,alias,I1326498283
3437,Jeanine Dagyeli,A5093796153,fuzzy,I129774422
3615,Stefano Palminteri,A5019123940,alias,I154526488
1366,Chris M Wendl,A5004713685,fuzzy,I39343248
1958,Virginie Chamard,A5110490996,alias,I1294671590
529,Ayal Ben-Zvi,A5066671374,alias,I197251160
2365,Stephen Taylor Liddle,A5110331680,fuzzy,I28407311
118,Miao-Ping Chien,A5027154794,fuzzy,I2801952686
737,Stefania Spano,A5056203171,alias,I195460627
3909,Rebekah Clements,A5008441228,alias,I123044942
3651,John Robert Gareth Williams,A5040243886,fuzzy,I130828816
2770,Daniel Nieto,A5011125576,alias,I11019714
314,Sara Cristiana Barbara Buonomo,A5010645043,fuzzy,I98677209
186,Yardena Rachel Samuels,A5112267345,fuzzy,I53964585
3830,Isabelle Torrance,A5109332237,alias,I204337017
3331,Christian Enemark,A5046189272,alias,I43439940
1911,Giovanni Volpe,A5053795821,exact,I881427289
1379,Gianluigi Rozza,A5076664451,fuzzy,I138549579
546,Silvia Cappello,A5056811679,exact,I8204097
3473,Maria Melchior,A5111252103,alias,I154526488
4027,Giulia Giannini,A5001465618,exact,I189158943
3930,Helle Jensen,A5086366376,alias,I204337017
563,Ana Joao Gomes Rodrigues,A5100608736,fuzzy,I99682543
1394,David Perez Garcia,A5114050683,exact,I121748325
1043,Alvaro San Millan,A5000337643,alias,I134820265
2448,Viktor Vafeiadis,A5023359178,alias,I149899117
13,Olivier Duss,A5072324762,exact,I4210138560
2274,David Mills,A5021404805,exact,I28407311
1981,Fernando Moreno-Herrero,A5103727917,fuzzy,I134820265
3676,Christian Fritz Andreas Doeller,A5106514178,fuzzy,I204778367
4176,Daniel Li Chen,A5054909248,fuzzy,I4210092408
3213,Barbara Rossi,A5059374703,alias,I170486558
1553,Alejandro Luque Estepa,A5003540136,alias,I134820265
2620,Carlos Alonso Ramos,A5112647248,alias,I1294671590
881,Steven Alexander Niederer,A5069258667,fuzzy,I183935753
2473,Pascal Schweitzer,A5017685495,exact,I31512782
36,Marvin Tanenbaum,A5050072827,alias,I1322597698
3878,Erik Bähre,A5109593213,alias,I121797337
563,Ana Joao Gomes Rodrigues,A5007385769,fuzzy,I99682543
1668,Tim Schröder,A5102074841,alias,I39343248
1133,Mariangela Bonizzoni,A5093357706,alias,I25217355
3970,Umberto Lombardo,A5059864669,alias,I123044942
3152,Eduardo Perez,A5012825870,alias,I205092303
2092,David Glowacki,A5001229826,alias,I200284239
1654,Stefan Schoppmann,A5019969240,alias,I197323543
3463,Rosana Pinheiro Machado,A5033421040,exact,I100930933
2521,Mauro Birattari,A5105933440,alias,I132053463
1448,Andreas Nilsson,A5110264816,alias,I187531555
983,Ronit Satchi-Fainaro,A5026654271,alias,I16391192
1641,Feng Gao,A5031926000,exact,I102134673
3278,Maria Malksoo,A5024396954,alias,I124055696
2456,Stefan Schmid,A5019006329,alias,I4577782
3069,Sarah Louise Bridle,A5104087059,fuzzy,I28407311
2541,Carsten Lutz,A5111447491,alias,I180437899
419,Ruben Van Boxtel,A5092645449,alias,I4210127118
3994,John-Paul Ghobrial,A5075681746,alias,I40120149
3438,Maya Benish-Weisman,A5088721569,alias,I197251160
1145,Andrea Manica,A5051634777,exact,I241749
857,Christoph Bock,A5113261346,alias,I4210127611
1277,Kris Verheyen,A5112842104,alias,I32597200
955,Vincent Wilfred Vishal-Kapoor Jaddoe,A5106486158,fuzzy,I2801952686
2446,Assia Selma Mahboubi,A5034173374,fuzzy,I1326498283
877,Jean-Baptiste Pingault,A5108942339,alias,I45129253
3947,Valentina Fusari,A5020024952,exact,I55143463
2256,Martín Fañanás-Mastral,A5091781818,exact,I200284239
4019,Victor Corneliu Ghica,A5104509061,fuzzy,I77901215
4123,Carlos Dionisio Pérez-Blanco,A5084439316,alias,I4210139941
3923,Pascal Warnking,A5065577078,alias,I89864525
1903,Pablo Alonso Gonzalez,A5046619694,alias,I165339363
174,Paola Picotti,A5109553288,alias,I35440088
347,Francesco Paneni,A5092821669,alias,I202697423
2452,Torsten Hoefler,A5102459643,exact,I35440088
195,Ido Amit,A5108005028,exact,I53964585
3726,Elena Spangenberg Yanes,A5001334699,exact,I861853513
3486,Sonja Zmerli,A5113982199,alias,I899635006
1163,Iñaki Ruiz Trillo,A5011520143,exact,I170486558
3632,Daniel Margulies,A5006201680,exact,I1294671590
2529,Derek Dreyer,A5088697951,exact,I149899117
228,Eran Segal,A5012450539,alias,I53964585
1964,Philipp Werner,A5086215751,exact,I154338468
1318,Annika Lang,A5013038827,exact,I66862912
761,Maria Rescigno,A5085944050,alias,I1339471597
1825,Markus Aspelmeyer,A5073463154,alias,I129774422
1342,Penka Georgieva,A5089738866,exact,I39804081
2636,Kristof Cools,A5001461967,alias,I32597200
2412,Kasper Green Larsen,A5013551063,alias,I204337017
953,Frederic Amant,A5023783658,exact,I99464096
578,Mehmet Fatih Yanik,A5032212627,alias,I35440088
2635,Michail Matthaiou,A5035876091,alias,I126231945
2014,Pietro Cicuta,A5045269326,alias,I241749
1108,Gentile Francesco Ficetola,A5012749425,alias,I189158943
3194,Debopam Bhattacharya,A5039352694,exact,I241749
1010,Andreas Nord,A5023368062,exact,I187531555
688,Francis Impens,A5040383692,alias,I2802017950
1182,Oren Ram,A5065279883,exact,I197251160
2452,Torsten Hoefler,A5102875426,exact,I35440088
2881,Daniel Kiener,A5025664616,alias,I182712176
2370,Ori Lahav,A5102734862,exact,I16391192
1906,Silvia Vignolini,A5050782114,alias,I241749
2091,Fredrik Westerlund,A5090791975,alias,I66862912
3637,Bhismadev Chakrabarti,A5007803639,alias,I71052956
2524,Philippe Cudre-Mauroux,A5028454093,alias,I154338468
3145,Ingvild Almås,A5013143506,alias,I161593684
2290,Daniel Brandell,A5041676312,alias,I123387679
3213,Barbara Rossi,A5101804566,exact,I170486558
1930,Christoph Stampfer,A5001060363,exact,I887968799
904,Matthias Meier,A5053507788,exact,I3018134672
3047,Konstantinos Tassis,A5071427523,exact,I8901234
832,Karim Lekadir,A5078391768,exact,I71999127
1322,Arnulf Jentzen,A5074382323,exact,I22465464
4132,Massimo Tavoni,A5062402898,exact,I93860229
2846,Irene Vignon-Clementel,A5090379866,alias,I1326498283
384,Sarah Doyle,A5067053382,alias,I205274468
1808,Reinhard Kienberger,A5085130425,exact,I62916508
2263,Davide Audisio,A5003049034,exact,I2738703131
2677,Victor Torres Company,A5021864307,exact,I66862912
2896,David Fairen-Jimenez,A5081651773,alias,I241749
2255,Laura Fabris,A5058963090,alias,I177477856
1523,Carlos Perez Garcia-Pando,A5040545550,exact,I2799803557
991,Lucie Etienne,A5048275896,alias,I1294671590
3428,Anna Harris,A5031049095,alias,I34352273
1860,Christian Schneider,A5007701157,exact,I129877168
448,Paolo Giacobini,A5058705393,exact,I154526488
844,An Hendrix,A5075264102,alias,I32597200
679,Joan Yuan,A5077900379,alias,I187531555
1024,Antoine Wystrach,A5108976295,alias,I1294671590
2206,Anis Tlili,A5031284484,exact,I1294671590
2457,Andreas Vlachos,A5067943980,exact,I241749
2563,Michal Koucky,A5040922782,exact,I21250087
1476,Marie Spohn,A5015497931,exact,I298625061
2367,Andreas Geiger,A5016606943,alias,I8087733
4089,Davide Luca,A5026638628,alias,I241749
3592,Ellen De Bruijn,A5018617932,alias,I121797337
4210,Edgar Rodrigues Almeida Gomes,A5035043270,fuzzy,I141596103
3887,Sandra Ponzanesi,A5063365715,exact,I193662353
2452,Torsten Hoefler,A5112753114,exact,I35440088
3491,Shanshan Lan,A5047905663,exact,I887064364
