rid,eu_name,authorid,sci_name,match_type
1168,Li Tang,A5101704935,Li Tang,exact
3110,Alessia Russo,A5112672857,Alessia Russo,exact
2274,David Mills,A5105870930,David Mills,exact
101,Vincenzo Costanzo,A5075275545,Vincenzo Costanzo,exact
1066,Fredrik Jutfelt,A5005103518,Fredrik Jutfelt,exact
3792,Marijn Van Putten,A5097578662,Marijn van Putten,exact
4073,Tijana Krstic,A5103303769,Tijana Krstić,exact
2645,Ori Katz,A5067477187,Ori Katz,exact
2574,Ori Katz,A5067477187,Ori Katz,exact
1275,Marja Tiirola,A5028528748,Marja Tiirola,exact
3500,Jacob Copeman,A5104843776,Jacob Copeman,exact
2389,Sayan Bhattacharya,A5103184637,Sayan Bhattacharya,exact
969,Jonas Larsson,A5100806027,Jonas Larsson,exact
1460,Wei-Li Hong,A5067691112,Wei Li-hong,exact
1350,Xin Li,A5100314058,Xin Li,exact
1859,Shelly Conroy,A5114197664,Shelly Conroy,exact
4155,Minh Nguyen,A5084318067,Minh Nguyen,exact
1114,Yin Chen,A5102667864,Yin Chen,exact
3152,Eduardo Perez,A5113916929,Eduardo Perez,exact
3456,Tobias Stark,A5097263802,Tobias Stark,exact
3522,Judi Mesman,A5099552192,Judi Mesman,exact
555,Yaniv Ziv,A5010287804,Yaniv Ziv,exact
2989,Jacqueline Hodge,A5103893540,Jacqueline Hodge,exact
1470,Alexander Robinson,A5083919011,Alexander Robinson,exact
2880,Aleksandr Ovsianikov,A5091349126,Aleksandr Ovsianikov,exact
3314,Zaili Yang,A5102242693,Zaili Yang,exact
1609,Samuel Jones,A5047896341,Samuel Jones,exact
3048,Olena Khomenko,A5058310484,Olena Khomenko,exact
3687,Kenneth Smith,A5106652393,Kenneth Smith,exact
3315,Katherine Browne,A5112788480,Katherine Browne,exact
1390,Sofia Olhede,A5094375484,Sofia Olhede,exact
1350,Xin Li,A5049745343,Xin Li,exact
3687,Kenneth Smith,A5079641573,Kenneth Smith,exact
3290,Marcus Collier,A5041902167,Marcus Collier,exact
2414,Maud Marchal,A5006521642,Maud Marchal,exact
1637,Christian Müller,A5101869442,Christian Müller,exact
1350,Xin Li,A5107335903,Xin Li,exact
1637,Christian Müller,A5016781451,Christian MÜLLER,exact
2467,Nils Thuerey,A5047248117,Nils Thuerey,exact
3491,Shanshan Lan,A5115010132,Shanshan Lan,exact
481,Jan Cools,A5060184481,Jan Cools,exact
3934,M. Talha Cicek,A5040438074,M. Talha Çiçek,exact
3828,Charlotte Ribeyrol,A5097125079,Charlotte Ribeyrol,exact
2807,Andreas Fischer,A5104371362,Andreas Fischer,exact
283,Patrick Müller,A5109485939,Patrick Müller,exact
1452,Jia Chen,A5030532638,Jia Chen,exact
1145,Andrea Manica,A5095020790,Andrea Manica,exact
1350,Xin Li,A5109769546,Xin Li,exact
1350,Xin Li,A5052270362,Xin Li,exact
2792,Wiebe De Vos,A5007320100,Wiebe De Vos,exact
535,Hiroshi Ito,A5111857707,Hiroshi Ito,exact
3462,Ana Cristina Santos,A5104438397,Ana Cristina Santos,exact
3508,Man Yee Kan,A5012209144,Man‐Yee Kan,exact
686,Caroline Goujon,A5050404728,Caroline Goujon,exact
424,Karina Yaniv,A5084645917,Karina Yaniv,exact
1830,Dario Polli,A5039440957,Dario Polli,exact
3278,Maria Malksoo,A5029193606,Maria Mälksoo,exact
1168,Li Tang,A5100725459,Li Tang,exact
2006,Nicolas Mordant,A5052897496,Nicolas Mordant,exact
3920,Małgorzata Kot,A5067820946,Małgorzata Kot,exact
1641,Feng Gao,A5101965029,Feng Gao,exact
2800,Elie Hachem,A5005367331,Elie Hachem,exact
1462,Catherine Larose,A5037232032,Catherine Larose,exact
167,Tomas Marques Bonet,A5076185839,Tomás Marquès‐Bonet,exact
1622,Tong Li,A5100359035,Tong Li,exact
4153,Elise Pape,A5112854181,Elise Pape,exact
4155,Minh Nguyen,A5102587169,Minh Nguyen,exact
2825,Simon Kuhn,A5066634472,Simon Kuhn,exact
2990,Paola Popesso,A5104977953,Paola Popesso,exact
2589,David Phillips,A5103072085,David Phillips,exact
798,Michael White,A5114000793,Michael White,exact
943,Weimin Ye,A5100601151,Weimin Ye,exact
535,Hiroshi Ito,A5048567866,Hiroshi Ito,exact
2565,Eran Yahav,A5061044883,Eran Yahav,exact
3435,Philipp Lersch,A5099143914,Philipp Lersch,exact
1350,Xin Li,A5100353999,Xin Li,exact
1102,Anna Kuparinen,A5058555514,Anna Kuparinen,exact
2671,Pietro Valdastri,A5035357710,Pietro Valdastri,exact
3432,Judith Bovensiepen,A5011659010,Judith Bovensiepen,exact
1609,Samuel Jones,A5109885746,Samuel Jones,exact
3428,Anna Harris,A5038426580,Anna Harris,exact
3433,Roberta Sinatra,A5056242621,Roberta Sinatra,exact
2906,Lucia Nicola,A5111962218,Lucia Nicola,exact
511,Meital Oren-Suissa,A5025592013,Meital Oren‐Suissa,exact
3300,Delia Ferri,A5025276430,Delia Ferri,exact
1622,Tong Li,A5100359030,Tong Li,exact
1717,Lorenzo Bianchini,A5113683838,Lorenzo Bianchini,exact
2759,Xiaodong Liang,A5019967920,Xiaodong Liang,exact
2808,Jerome Noailly,A5003051512,Jérôme Noailly,exact
1350,Xin Li,A5100543087,Xin Li,exact
3392,Edward Simpson,A5099702582,Edward Simpson,exact
651,Olivier David,A5080653472,Olivier David,exact
1350,Xin Li,A5101560865,Xin Li,exact
2409,Thomas Schneider,A5091510344,Thomas Schneider,exact
1301,Pierre Jacob,A5101453650,Pierre Jacob,exact
1641,Feng Gao,A5101586366,Feng Gao,exact
2057,Alexander Buell,A5109473024,Alexander Buell,exact
4046,Maria Fusaro,A5102471918,Maria Fusaro,exact
216,Alexander Stark,A5029051887,Alexander Stärk,exact
3543,Maarten Van Ham,A5060637918,Maarten van Ham,exact
1350,Xin Li,A5089269414,Xin Li,exact
4104,Mara Ferreri,A5110524607,Mara Ferreri,exact
1632,Jaime Martin,A5014051805,Jaime Martín,exact
1622,Tong Li,A5100643144,Tong Li,exact
2813,Wei Cao,A5110689821,Wei Cao,exact
638,Rosa Cossart,A5044511856,Rosa Cossart,exact
1906,Silvia Vignolini,A5050782114,Silvia Vignolini,exact
1622,Tong Li,A5002977165,Tong Li,exact
283,Patrick Müller,A5018488273,Patrick Müller,exact
213,Petr Svoboda,A5057325120,Petr Svoboda,exact
1304,Gabor Szabo,A5054049660,Gábor Szabó,exact
1378,Alessandro Giuliani,A5029873045,Alessandro Giuliani,exact
1114,Yin Chen,A5109345236,Yin Chen,exact
2676,Ming Cao,A5110533591,Ming Cao,exact
2935,Timon Rabczuk,A5029974008,Timon Rabczuk,exact
1350,Xin Li,A5091943574,Xin Li,exact
752,Mark Wilson,A5051974600,Mark Wilson,exact
841,Katleen De Preter,A5034282785,Katleen De Preter,exact
1349,Rico Zenklusen,A5033406324,Rico Zenklusen,exact
4156,Jaroslav Švelch,A5037686951,Jaroslav Švelch,exact
947,Mette Marie Rosenkilde,A5112586642,Mette Marie Rosenkilde,exact
1132,Stephanie Bedhomme,A5052774658,Stéphanie Bedhomme,exact
2,Clemens Plaschka,A5112598398,Clemens Plaschka,exact
2141,Leo Gross,A5109283749,Leo Gross,exact
2271,Benjamin Abécassis,A5102342872,Benjamin Abecassis,exact
1289,James Maynard,A5099347596,James Maynard,exact
3706,Denny Borsboom,A5078412875,Denny Borsboom,exact
2265,Matthew Gibson,A5108273838,Matthew Gibson,exact
1350,Xin Li,A5067573243,Xin Li,exact
3880,Ellen Harlizius-Klück,A5018163458,Ellen Harlizius‐Klück,exact
1622,Tong Li,A5100359001,Tong Li,exact
3529,Martin Sokol,A5091287858,Martin Sokol,exact
4155,Minh Nguyen,A5039895263,Minh Nguyen,exact
4233,Eduardo Moreno Lampaya,A5045348873,Eduardo Moreno Lampaya,exact
337,Eduardo Moreno Lampaya,A5045348873,Eduardo Moreno Lampaya,exact
1622,Tong Li,A5111173544,Tong Li,exact
1350,Xin Li,A5100354020,Xin Li,exact
1350,Xin Li,A5075967277,Xin Li,exact
2409,Thomas Schneider,A5006086282,Thomas Schneider,exact
3822,Olga Tribulato,A5051893344,Olga Tribulato,exact
2807,Andreas Fischer,A5025995027,Andreas Fischer,exact
2715,Robert Huber,A5067902608,Robert Huber,exact
2173,Alessandro Troisi,A5054007445,Alessandro Troisi,exact
3107,Vladimir Asriyan,A5061091114,Vladimir Asriyan,exact
3152,Eduardo Perez,A5104093892,Eduardo Pérez,exact
1350,Xin Li,A5100354050,Xin Li,exact
4221,Benjamin Lehner,A5108979206,Benjamin Lehner,exact
230,Benjamin Lehner,A5108979206,Benjamin Lehner,exact
2274,David Mills,A5097891567,David Mills,exact
1204,Rosa Lozano-Duran,A5086118399,Rosa Lozano Duran,exact
2218,Pedro Leão,A5029853756,Pedro Leão,exact
3549,Tobias Hauser,A5022033449,Tobias Hauser,exact
1860,Christian Schneider,A5064693908,Christian Schneider,exact
428,George Vassiliou,A5062844200,George Vassiliou,exact
1476,Marie Spohn,A5015497931,Marie Spohn,exact
2048,Stefan Weber,A5037590981,Stefan Weber,exact
1168,Li Tang,A5029337989,Li Tang,exact
428,George Vassiliou,A5066843249,George Vassiliou,exact
897,Ayelet Erez,A5058704729,Ayelet Erez,exact
105,Ayelet Erez,A5058704729,Ayelet Erez,exact
1054,Amelia-Elena Rotaru,A5050995136,Amelia‐Elena Rotaru,exact
436,Massimiliano Mazzone,A5005112202,Massimiliano Mazzone,exact
173,Bernd Bodenmiller,A5010642463,Bernd Bodenmiller,exact
1560,Eva Isabel Cacho Lascorz,A5078361408,Eva Isabel Cacho Lascorz,exact
267,Andrea Pauli,A5058477479,Andrea Pauli,exact
4071,Constanta Vintila-Ghitulescu,A5031207896,Constanţa Vintilă‐Ghițulescu,exact
904,Matthias Meier,A5026904683,Matthias Meier,exact
558,María Llorens-Martín,A5102575820,María Llorens Martín,exact
1723,Evgeny Skvortsov,A5051781219,Evgeny Skvortsov,exact
1622,Tong Li,A5008230176,Tong Li,exact
1641,Feng Gao,A5101638878,Feng Gao,exact
3910,Béla Vilmos Mihalik,A5001430221,Béla Vilmos Mihalik,exact
1439,Zoyne Pedrero Zayas,A5049918410,ZOYNE PEDRERO ZAYAS,exact
3601,Michaël Peyrot,A5098400294,Michaël Peyrot,exact
3345,Roland Erne,A5014907329,Roland Erne,exact
4048,Jordi Tejel Gorgas,A5112472658,Jordi Tejel Gorgas,exact
1168,Li Tang,A5101844053,Li Tang,exact
4099,Oded Cats,A5102070299,Oded Cats,exact
1843,Florian Schreck,A5090734364,Florian Schreck,exact
2295,Lapo Bogani,A5082077111,Lapo Bogani,exact
1350,Xin Li,A5100353966,Xin Li,exact
2882,Christian Greiner,A5114626175,Christian Greiner,exact
1693,Marius De Leeuw,A5051810823,Marius de Leeuw,exact
3941,Wei Chu,A5055732061,Wei Chu,exact
55,Martin Jinek,A5106513148,Martin Jinek,exact
1114,Yin Chen,A5102222549,Yin Chen,exact
4065,Soultana Maria Valamoti,A5110613272,Soultana-Maria Valamoti,exact
1622,Tong Li,A5100358993,Tong Li,exact
3832,Massimo Leone,A5066364864,Massimo Leone,exact
3954,Ere Nokkala,A5094184966,Ere Nokkala,exact
1350,Xin Li,A5102987493,Xin Li,exact
3305,Benjamin Straumann,A5035554697,Benjamin Straumann,exact
1250,Roland Ludwig,A5044352119,Roland Ludwig,exact
1622,Tong Li,A5100680964,Tong Li,exact
418,Matthew Campbell,A5009631835,Matthew Campbell,exact
1637,Christian Müller,A5099306560,Christian Müller,exact
3305,Benjamin Straumann,A5097334400,Benjamin Straumann,exact
1033,Laszlo Nagy,A5042918567,László Nagy,exact
1776,Alexander Schmidt,A5099209392,Alexander Schmidt,exact
567,Gilles Huberfeld,A5077630349,Gilles Huberfeld,exact
2812,Baptiste Sirjean,A5025630197,Baptiste Sirjean,exact
3100,Mark Sullivan,A5058865544,mark sullivan,exact
1637,Christian Müller,A5109598644,Christian Müller,exact
3345,Roland Erne,A5056505437,Roland Erne,exact
2750,Benjamin Sanderse,A5001549702,Benjamin Sanderse,exact
1887,Janine Splettstoesser,A5059725737,Janine Splettstoesser,exact
1350,Xin Li,A5100353757,Xin Li,exact
187,Theodore Alexandrov,A5112562474,Theodore Alexandrov,exact
1045,Johan Decelle,A5057021217,Johan Decelle,exact
2517,Albrecht Schmidt,A5009197548,Albrecht Schmidt,exact
3656,Bahador Bahrami,A5084334220,Bahador Bahrami,exact
2367,Andreas Geiger,A5029125770,Andreas Geiger,exact
3141,Koen Jochmans,A5028673677,Koen Jochmans,exact
3144,Ghazala Azmat,A5087433849,Ghazala Azmat,exact
3607,Kristian Tylén,A5023034161,Kristian Tylén,exact
646,Oren Schuldiner,A5016916532,Oren Schuldiner,exact
3156,Paolo Pinotti,A5053536821,Paolo Pinotti,exact
1350,Xin Li,A5078785070,Xin Li,exact
1622,Tong Li,A5034974153,Tong Li,exact
3258,Sarah Eaton,A5055375505,Sarah Eaton,exact
4155,Minh Nguyen,A5110198165,Minh Nguyen,exact
1350,Xin Li,A5100661248,Xin Li,exact
2649,Davide Scaramuzza,A5049458436,Davide Scaramuzza,exact
535,Hiroshi Ito,A5109706809,Hiroshi Ito,exact
874,Ali Ertürk,A5050828185,Ali Ertürk,exact
2018,Francesco De Angelis,A5102237761,Francesco de Angelis,exact
2980,Dedong Wang,A5037547489,Dedong Wang,exact
3252,Jorge Fernandes,A5103406129,Jorge Fernandes,exact
1545,Philip Stier,A5087616218,Philip Stier,exact
4093,Mark Ward,A5026958133,Mark Ward,exact
3229,Mary Rogan,A5048723929,Mary Rogan,exact
1350,Xin Li,A5100354066,Xin Li,exact
2274,David Mills,A5005391777,David Mills,exact
2486,Damien Woods,A5029275026,Damien Woods,exact
2589,David Phillips,A5097097945,David Phillips,exact
3143,Clement De Chaisemartin,A5114653303,Clément de Chaisemartin,exact
2807,Andreas Fischer,A5109004650,Andreas Fischer,exact
1637,Christian Müller,A5056386043,Christian Müller,exact
3659,Judit Gervain,A5013942773,Judit Gervain,exact
153,Felix Meissner,A5073970595,Felix Meissner,exact
1043,Alvaro San Millan,A5000337643,Álvaro San Millán,exact
1956,Sebastian Huber,A5052224892,Sebastian Huber,exact
3135,Gabriel Zucman,A5098526141,Gabriel Zucman,exact
1641,Feng Gao,A5010213529,Feng Gao,exact
2516,Dániel Marx,A5097131801,Daniel Marx,exact
904,Matthias Meier,A5051905377,Matthias Meier,exact
2807,Andreas Fischer,A5102129248,Andreas Fischer,exact
3378,Michal Alberstein,A5061589101,Michal Alberstein,exact
605,Simon Hippenmeyer,A5110924729,Simon Hippenmeyer,exact
1168,Li Tang,A5060524828,Li Tang,exact
1637,Christian Müller,A5104719037,Christian Müller,exact
2272,Nuno Silva,A5074716018,Nuno Silva,exact
3909,Rebekah Clements,A5008441228,Rebekah Clements,exact
1077,Yehu Moran,A5054870832,Yehu Moran,exact
1350,Xin Li,A5101967530,Xin Li,exact
2213,Daniele Leonori,A5050256902,Daniele Leonori,exact
873,Ioannis Sechopoulos,A5079270012,Ioannis Sechopoulos,exact
897,Ayelet Erez,A5033344261,Ayelet Erez,exact
105,Ayelet Erez,A5033344261,Ayelet Erez,exact
3918,Brigitte Le Normand,A5018178559,Brigitte Le Normand,exact
1632,Jaime Martin,A5096231174,Jaime Martin,exact
4232, ,A5020284407,— —,exact
4224, ,A5020284407,— —,exact
1282, ,A5020284407,— —,exact
979, ,A5020284407,— —,exact
4000,Sireen El Zaatari,A5071063019,Sireen El‐Zaatari,exact
1621,Simone Fabiano,A5072746455,Simone Fabiano,exact
2488,Matteo Maffei,A5106662510,Matteo Maffei,exact
2187,Benjamin Palmer,A5103297533,Benjamin Palmer,exact
3004,Stefan Kraus,A5060530617,Stefan Kraus,exact
3732,Suganya Anandakichenin,A5104591550,Suganya Anandakichenin,exact
2806,Luisa De Marco,A5073676149,Luisa De Marco,exact
2813,Wei Cao,A5100694033,Wei Cao,exact
2998,Akira Endo,A5067182659,Akira Endo,exact
3745,Michele Cammarosano,A5055342600,Michele Cammarosano,exact
1863,Dominik Kraus,A5029104997,Dominik Kraus,exact
960,Dan Peer,A5038855686,Dan Peer,exact
1596,Juan Pellico Saez,A5005397793,Juan Pellico Sáez,exact
798,Michael White,A5100922595,Michael White,exact
2967,Adam Ingram,A5028280845,Adam Ingram,exact
3734,Libera Pisano,A5115586998,Libera Pisano,exact
1908,Alexey Chernikov,A5088371748,Alexey Chernikov,exact
1344,Vincent Calvez,A5026234029,Vincent Cálvez,exact
1024,Antoine Wystrach,A5061323512,Antoine Wystrach,exact
3018,Denis Defrere,A5107522492,Denis Defrère,exact
2148,Erwin Reisner,A5099404701,Erwin Reisner,exact
2417,Andre Martins,A5040623668,Andre Martins,exact
2813,Wei Cao,A5108757118,Wei Cao,exact
2380,Rayna Dimitrova,A5082571151,Rayna Dimitrova,exact
1311,Xavier Ros-Oton,A5005248507,Xavier Ros‐Oton,exact
375,Nicolas Gaudenzio,A5003492206,Nicolas Gaudenzio,exact
2051,Michal Leskes,A5043746490,Michal Leskes,exact
440,Tom Luedde,A5000874547,Tom Luedde,exact
228,Eran Segal,A5110168584,Eran Segal,exact
3961,Emmanuel Nantet,A5115665197,Emmanuel Nantet,exact
2154,Gaël De Paëpe,A5090063965,Gaël De Paëpe,exact
508,Zhenyu Gao,A5108856967,Zhenyu GAO,exact
2734,Chun Huang,A5110402105,Chun Huang,exact
2167,Michele Ceotto,A5024054901,Michele Ceotto,exact
4232, ,A5099740572,— —,exact
4224, ,A5099740572,— —,exact
1282, ,A5099740572,— —,exact
979, ,A5099740572,— —,exact
2813,Wei Cao,A5010689255,Wei Cao,exact
514,Amaia Arranz,A5110970846,Amaia Arranz,exact
3750,Sanjukta Sunderason,A5104836369,Sanjukta Sunderason,exact
1622,Tong Li,A5114643596,Tong Li,exact
2991,Andreu Font Ribera,A5028921959,Andreu Font-Ribera,exact
1350,Xin Li,A5040249681,Xin Li,exact
1907,Marco Schiro,A5006823740,Marco Schirò,exact
1114,Yin Chen,A5114147928,Yin Chen,exact
3270,Dave De Ruysscher,A5040701845,Dave De ruysscher,exact
3365,Nicola Mai,A5076782577,Nicola Mai,exact
2959,Harm Schoorlemmer,A5106742969,Harm Schoorlemmer,exact
3007,Silvia Galli,A5102003836,Silvia Galli,exact
1622,Tong Li,A5068610507,Tong Li,exact
2407,Søren Hauberg,A5072186051,Søren Hauberg,exact
1350,Xin Li,A5100353779,Xin Li,exact
1339,Alberto Enciso,A5021895389,Alberto Enciso,exact
516,Robert Fledrich,A5036637334,Robert Fledrich,exact
2895,Shahzada Ahmad,A5081850594,Shahzada Ahmad,exact
1710,Mikko Voutilainen,A5106575824,Mikko Voutilainen,exact
71,Stephan Gruber,A5007805763,Stephan Gruber,exact
3982,Lucia Raggetti,A5100093816,Lucia Raggetti,exact
3736,Elisa Coda,A5114669366,Elisa Coda,exact
4133,Floortje Alkemade,A5011958104,Floortje Alkemade,exact
1882,Andreas Grüneis,A5106426860,Andreas Grüneis,exact
2364,Liberato Manna,A5025956413,Liberato Manna,exact
2851,Maria Clelia Righi,A5064500027,Maria Clelia Righi,exact
2033,Nikolay Kosinov,A5052823556,Nikolay Kosinov,exact
89,Irina Gutsche,A5067733403,Irina Gutsche,exact
3801,Andrea Cuomo,A5002254624,Andrea Cuomo,exact
4115,Anna Oksuzyan,A5072977333,Anna Oksuzyan,exact
2813,Wei Cao,A5037768707,Wei Cao,exact
3629,Alexander Schütz,A5113525989,Alexander Schütz,exact
752,Mark Wilson,A5109605282,Mark Wilson,exact
4132,Massimo Tavoni,A5062402898,Massimo Tavoni,exact
1650,Jordy De Vries,A5060367702,Jordy De Vries,exact
2234,Jiayin Yuan,A5018283976,Jiayin Yuan,exact
2181,Edvardas Narevicius,A5009082239,Edvardas Narevicius,exact
3960,Carlos Tornero,A5102304858,Carlos Tornero,exact
1622,Tong Li,A5002093965,Tong-li,exact
1350,Xin Li,A5100353826,Xin Li,exact
1350,Xin Li,A5100353696,Xin Li,exact
1641,Feng Gao,A5101184550,Feng Gao,exact
3181,Christoph Rothe,A5110481205,Christoph Rothe,exact
2508,Michael Bronstein,A5112271693,Michael Bronstein,exact
1641,Feng Gao,A5101614412,Feng Gao,exact
827,Ritse Mann,A5071961858,Ritse Mann,exact
4052,Julien Loiseau,A5078680462,Julien Loiseau,exact
1732,John Travers,A5035704606,John Travers,exact
1316,Tuomas Orponen,A5091472615,Tuomas Orponen,exact
3244,Matthew Canfield,A5045057091,Matthew Canfield,exact
479,Susana Gonzalez,A5111784124,Susana González,exact
1536,Alfonso Saiz Lopez,A5034553326,Alfonso Saiz‐Lopez,exact
2807,Andreas Fischer,A5104676118,Andreas Fischer,exact
1622,Tong Li,A5100359005,Tong Li,exact
3982,Lucia Raggetti,A5100093557,Lucia Raggetti,exact
2322,Axel Jacobi Von Wangelin,A5046541409,Axel Jacobi von Wangelin,exact
1276,Günter Mayer,A5104757789,Günter Mayer,exact
1359,Mikko Salo,A5104854690,Mikko Salo,exact
1350,Xin Li,A5100354076,Xin Li,exact
1350,Xin Li,A5100354031,Xin Li,exact
132,Jeroen De Ridder,A5102481988,Jeroen de Ridder,exact
1737,Pierre Brun,A5105815785,Pierre Brun,exact
3263,Cosmin Cercel,A5110893652,Cosmin Cercel,exact
3874,Livia Holden,A5075562490,Livia Holden,exact
2476,Saket Saurabh,A5069936557,Saket Saurabh,exact
3320,James Woodcock,A5053134866,James Woodcock,exact
93,John Briggs,A5106001752,John Briggs,exact
72,Naoko Mizuno,A5040407149,Naoko Mizuno,exact
2620,Carlos Alonso Ramos,A5011803299,Carlos Alonso‐Ramos,exact
1350,Xin Li,A5082780206,Xin Li,exact
383,Maria Ermolaeva,A5020945421,Maria Ermolaeva,exact
2387,Manuel Gomez Rodriguez,A5081594050,Manuel Gómez Rodríguez,exact
861,Matthijs Brouwer,A5048436451,Matthijs Brouwer,exact
2337,Alejandro Gaita Ariño,A5084326714,Alejandro Gaita‐Ariño,exact
2889,Nicolas Ranc,A5012023317,Nicolas Ranc,exact
1350,Xin Li,A5093094259,Xin Li,exact
3385,Jane Calvert,A5052833354,Jane Calvert,exact
1435,Pablo Ortega,A5039729237,Pablo Ortega,exact
3943,Andrea Acri,A5099764372,Andrea Acri,exact
1679,Gergely Endrödi,A5044985948,Gergely Endrődi,exact
1668,Tim Schröder,A5029645305,Tim Schröder,exact
1099,Marie Dacke,A5049267273,Marie Dacke,exact
1452,Jia Chen,A5059390575,Jia Chen,exact
3948,Jesper Larsson,A5073379232,Jesper Larsson,exact
3104,Julia Cagé,A5106964706,Julia Cagé,exact
2097,Ian Sharp,A5014408943,Ian Sharp,exact
1350,Xin Li,A5045004411,Xin Li,exact
622,Nachum Ulanovsky,A5086304017,Nachum Ulanovsky,exact
1641,Feng Gao,A5101698416,Feng Gao,exact
3224,Michael Becher,A5098825180,Michael Becher,exact
1634,Matthew Baker,A5074911428,Matthew Baker,exact
2506,Lior Wolf,A5078102229,Lior Wolf,exact
3251,Maebh Harding,A5106661788,Maebh Harding,exact
3488,Jennifer Gabrys,A5105147345,Jennifer Gabrys,exact
1939,Suliana Manley,A5014389184,Suliana Manley,exact
999,Jan De Vries,A5104789446,Jan de Vries,exact
1829,Shuang Zhang,A5101612636,Shuang Zhang,exact
384,Sarah Doyle,A5084622136,Sarah Doyle,exact
549,Frederic Gambino,A5114813256,Frederic Gambino,exact
370,José Pedro Friedmann Angeli,A5065710911,José Pedro Friedmann Angeli,exact
1452,Jia Chen,A5102317768,Jia Chen,exact
806,Daniel Bexell,A5017470355,Daniel Bexell,exact
1350,Xin Li,A5015027836,Xin Li,exact
1641,Feng Gao,A5066528658,Feng Gao,exact
3152,Eduardo Perez,A5054579051,Eduardo Perez,exact
2072,Andrew Baldwin,A5106209723,Andrew Baldwin,exact
1452,Jia Chen,A5101502311,Jia Chen,exact
1717,Lorenzo Bianchini,A5105689194,Lorenzo Bianchini,exact
2517,Albrecht Schmidt,A5103880284,Albrecht Schmidt,exact
1956,Sebastian Huber,A5101596341,Sebastián Huber,exact
2346,Sven Schneider,A5101625792,Sven Schneider,exact
1301,Pierre Jacob,A5111484373,Pierre Jacob,exact
2813,Wei Cao,A5012403315,Wei Cao,exact
3239,Frederik Dhondt,A5098033763,Frederik Dhondt,exact
1972,Ralf Seidel,A5092736404,Ralf Seidel,exact
2397,Soren Pirk,A5065911487,Sören Pirk,exact
1350,Xin Li,A5105295451,Xin Li,exact
349,Andreas Moor,A5001912325,Andreas Moor,exact
2788,Camilla Colombo,A5062668990,Camilla Colombo,exact
3979,Gabor Karman,A5099212922,Gábor Kármán,exact
1776,Alexander Schmidt,A5017358666,Alexander Schmidt,exact
1447,Martin Schiller,A5000441098,Martin Schiller,exact
2413,Zvika Brakerski,A5023852532,Zvika Brakerski,exact
1334,Anton Mellit,A5055419764,Anton Mellit,exact
1829,Shuang Zhang,A5065929582,Shuang-zhang,exact
2098,Benjamin Rotenberg,A5077004852,Benjamin Rotenberg,exact
1230,Anna Rising,A5064378135,Anna Rising,exact
1641,Feng Gao,A5047700014,Feng Gao,exact
765,Ron Dzikowski,A5023420108,Ron Dzikowski,exact
1105,Patrik Nosil,A5030592051,Patrik Nosil,exact
798,Michael White,A5102185605,Michael White,exact
1350,Xin Li,A5100726213,Xin Li,exact
2402,Bart Bogaerts,A5089527287,Bart Bogaerts,exact
2734,Chun Huang,A5058248080,Chun Huang,exact
3579,Ilanit Gordon,A5049276949,Ilanit Gordon,exact
283,Patrick Müller,A5087884094,Patrick Müller,exact
570,Martin Fuhrmann,A5110475727,Martin Fuhrmann,exact
1622,Tong Li,A5100359007,Tong Li,exact
3442,David Reimer,A5096128455,David Reimer,exact
2447,Olga Sorkine Hornung,A5064927253,Olga Sorkine‐Hornung,exact
1114,Yin Chen,A5046399868,Yin Chen,exact
3629,Alexander Schütz,A5111981437,Alexander Schütz,exact
335,James Turner,A5005592915,James Turner,exact
153,Felix Meissner,A5031371790,Felix Meissner,exact
962,Caroline Klaver,A5062316395,Caroline Klaver,exact
3529,Martin Sokol,A5103449447,Martin Sokol,exact
2559,Eike Kiltz,A5002016815,Eike Kiltz,exact
1350,Xin Li,A5101931207,Xin Li,exact
1350,Xin Li,A5101549984,Xin Li,exact
1829,Shuang Zhang,A5102836840,Shuang Zhang,exact
860,Lars Forsberg,A5102182662,Lars Forsberg,exact
2589,David Phillips,A5056492473,David Phillips,exact
2516,Dániel Marx,A5055125646,Daniel Marx,exact
289,Maya Schuldiner,A5086426687,Maya Schuldiner,exact
2245,Joseph Moran,A5109069115,Joseph Moran,exact
689,Nadine Laguette,A5004396985,Nadine Laguette,exact
671,Matthieu Mahevas,A5039798351,Matthieu Mahévas,exact
1622,Tong Li,A5014877615,Tong Li,exact
1096,Christina Kaiser,A5016630284,Christina Kaiser,exact
1075,Tanja Stadler,A5055449742,Tanja Stadler,exact
1641,Feng Gao,A5101906501,Feng Gao,exact
1018,Shuqing Xu,A5042368523,Shuqing Xu,exact
2627,Eitan Yaakobi,A5021586372,Eitan Yaakobi,exact
27,Tzviya Zeev-Ben-Mordehai,A5000022218,Tzviya Zeev‐Ben‐Mordehai,exact
3677,Jelte Wicherts,A5074438694,Jelte Wicherts,exact
3090,Alexander Westphal,A5040629393,Alexander Westphal,exact
2020,Jacobus Hendrikus Snoeijer,A5046945682,Jacobus Hendrikus Snoeijer,exact
3780,Banu Karaca,A5107650046,Banu Karaca,exact
2153,Stefano Corni,A5078141074,Stefano Corni,exact
1177,Emma Andersson,A5102899191,Emma Andersson,exact
3285,Charles Wilson,A5113491772,Charles Wilson,exact
1114,Yin Chen,A5101026261,Yin Chen,exact
215,Petra Hajkova,A5087563089,Petra Hájková,exact
703,Amy Buck,A5110328425,Amy Buck,exact
