rid,us_name,authorid,match_type,host_id
2966,Meredith Kupinski,A5110917847,alias,I138006243
2979,Qian Zhang,A5100401582,alias,I103163165
164,Yuan Liu,A5020246614,alias,I137902535
155,Ziyuan Guo,A5114184823,alias,I1285204247
2477,Xin Zhang,A5100647626,alias,I111088046
1953,Weiwen Jiang,A5019027088,alias,I162714631
490,Gabrielle Gaustad,A5015444230,exact,I49502546
301,Weilu Gao,A5001678605,exact,I223532165
1828,Maryam Rahnemoonfar,A5010792548,exact,I186143895
1873,Jose Pablo Vazquez-Medina,A5027325862,alias,I95457486
1320,Yan Wang,A5100322823,exact,I33213144
1607,Yorie Nakahira,A5084147009,exact,I74973139
1585,Tingjun Chen,A5034818470,exact,I170897317
1523,Harry Arnold,A5043551823,exact,I145311948
255,Aobo Li,A5020186567,alias,I36258959
1898,Adriana Rocha Lima,A5068524877,exact,I79272384
2632,Jacqueline Urla,A5049190402,exact,I24603500
26,Lan Zhang,A5100322308,alias,I8078737
2638,Jeffrey Ross-Ibarra,A5083430943,exact,I84218800
2439,Ka Un Lao,A5058617942,alias,I184840846
1014,Ethan Bueno de Mesquita,A5056063783,alias,I40347166
2260,Vivishek Sudhir,A5048486979,alias,I63966007
1097,Shan Li,A5040192831,exact,I186143895
2443,Xuan Zhang,A5010392575,exact,I12912129
1549,Wenjie Xiong,A5008550066,alias,I859038795
142,Tianjun Lu,A5035331464,alias,I143302722
286,Jeong Joon Park,A5073988659,alias,I27837315
686,Narges Norouzi,A5082852383,exact,I95457486
2696,Karen A High,A5043514708,fuzzy,I8078737
1867,Songling Shan,A5015238599,exact,I82497590
1298,Bin Zhang,A5100392884,exact,I63966007
1634,Elizabeth Roberto,A5027128329,alias,I74775410
1848,Elena Agapie,A5015415555,alias,I204250578
2602,Peng Wang,A5100396017,alias,I58956616
1459,Chicheng Zhang,A5066555678,exact,I138006243
1288,Boya Xiong,A5065915537,exact,I130238516
1320,Yan Wang,A5089191258,exact,I33213144
981,Xingyu Zhou,A5067378652,exact,I185443292
1534,Kathryn Mann,A5083634119,exact,I205783295
1232,Akshay Venkatesh,A5114444440,exact,I40036882
1547,Eric Larson,A5047115153,exact,I27804330
381,Mingzhe Chen,A5101892812,exact,I145608581
175,Peipei Zhou,A5063866156,alias,I27804330
2311,Zhichao Cao,A5038377797,alias,I55732556
1796,Xiaojing Wang,A5100411597,alias,I140172145
1917,Ruobing Bai,A5004334120,exact,I12912129
35,Daniel Fried,A5003637850,alias,I74973139
2565,Woochul Lee,A5040830494,exact,I1331384533
2129,Lina Quan,A5033964677,exact,I859038795
533,Joon-Ho Choi,A5074609712,alias,I1174212
2409,Yang Wang,A5035193524,exact,I145608581
1298,Bin Zhang,A5100392799,alias,I63966007
2443,Xuan Zhang,A5100342935,exact,I12912129
1525,Lixin Wang,A5100331165,alias,I592451
160,Xiaomei Wang,A5101509274,alias,I142740786
2065,Jing Li,A5100337131,alias,I368840534
1833,Samuel Carton,A5086610894,exact,I161057412
68,Yuxin Chen,A5100416079,exact,I40347166
968,Beth Frankel-Merenstein,A5081411342,exact,I154264771
1298,Bin Zhang,A5100392923,exact,I63966007
545,Connie Wu,A5063885457,exact,I27837315
2979,Qian Zhang,A5100401582,exact,I103163165
164,Yuan Liu,A5020246614,exact,I137902535
155,Ziyuan Guo,A5114184823,exact,I1285204247
2477,Xin Zhang,A5100647626,exact,I111088046
2409,Yang Wang,A5035193524,alias,I145608581
1121,Yang Wang,A5035193524,alias,I145608581
68,Yuxin Chen,A5070894907,exact,I40347166
2863,Chi-Wang Shu,A5107943655,alias,I27804330
631,Lars Hansen,A5112678936,exact,I130238516
1213,Julie A Peterson,A5064344192,fuzzy,I157417397
1537,Anuradha Gupta,A5030114388,alias,I368840534
2251,Wen Chen,A5009339011,alias,I1174212
2476,Emma Pierson,A5067807487,exact,I95457486
1350,Min Zhang,A5100402851,alias,I47500952
17,Pan Xu,A5102200505,alias,I118118575
1320,Yan Wang,A5100357614,alias,I33213144
2378,Gage Hills,A5003214642,alias,I136199984
2597,Ziming Zhao,A5073603754,alias,I12912129
1121,Yang Wang,A5100714578,alias,I145608581
1227,Sara Warix,A5074170532,alias,I223532165
375,Mohamed I Ibrahim,A5102213733,fuzzy,I205783295
68,Yuxin Chen,A5070894907,alias,I40347166
631,Lars Hansen,A5112678936,alias,I130238516
2251,Wen Chen,A5009339011,exact,I1174212
2476,Emma Pierson,A5067807487,alias,I95457486
1350,Min Zhang,A5100402851,exact,I47500952
17,Pan Xu,A5102200505,exact,I118118575
2378,Gage Hills,A5003214642,exact,I136199984
2597,Ziming Zhao,A5073603754,exact,I12912129
2409,Yang Wang,A5100714578,alias,I145608581
1121,Yang Wang,A5100714578,exact,I145608581
2409,Yang Wang,A5100714578,exact,I145608581
160,Xiaomei Wang,A5100457091,alias,I142740786
1724,Leilani H Gilpin,A5013309687,fuzzy,I185103710
2691,Mohammed A Qazi,A5022161643,fuzzy,I6026837
2113,Tal G Malkin,A5058081649,fuzzy,I78577930
1175,John W Williams,A5075824722,fuzzy,I135310074
831,Anand K Gramopadhye,A5038503495,fuzzy,I8078737
2840,Rui Bo,A5073578061,alias,I20382870
1664,Raul E Curto,A5070954786,fuzzy,I126307644
309,Todd M Holden,A5048324575,fuzzy,I47807954
1304,Siamak Nejati,A5027405483,alias,I114395901
2707,James T Randerson,A5057159878,fuzzy,I204250578
868,Kimberly E Kurtis,A5054530597,fuzzy,I130701444
1576,Meng Lu,A5027856369,alias,I173911158
998,Charles P Baylis,A5025640305,fuzzy,I157394403
1993,Olufemi M Olorode,A5032921989,fuzzy,I121820613
569,Michael F Howland,A5064818110,fuzzy,I63966007
2342,An Wang,A5100419959,exact,I58956616
2204,Bella Bose,A5108277072,exact,I131249849
716,Goli Nossoni,A5035519649,alias,I40253897
1115,Niccolo M Fiorentino,A5082463471,fuzzy,I111236770
2248,Joerg Bewersdorf,A5037258583,alias,I32971472
2417,Xiaohui Yuan,A5021355100,alias,I123534392
2964,Teresa J Cutright,A5068406850,fuzzy,I110152177
409,Richard D Canary,A5025951431,fuzzy,I27837315
583,Sonia M Tiquia-Arashiro,A5074550587,fuzzy,I4210130704
892,Sankha Banerjee,A5082113851,exact,I67328108
1628,Ashok Litwin-Kumar,A5020551914,alias,I78577930
2630,Steve Smith,A5011759109,alias,I184647316
2629,Raj K Vinnakota,A5016725310,fuzzy,I149292303
1748,Matthew R Walter,A5103153703,fuzzy,I160992636
1783,Sarah E Fox,A5038768773,fuzzy,I74973139
473,Bala Krishnamoorthy,A5102955818,alias,I72951846
2213,Faez Ahmed,A5040705509,exact,I63966007
295,Daniel N Congreve,A5064878604,fuzzy,I97018004
758,Diane L Peters,A5055565398,fuzzy,I39965400
1706,Tolga Karsili,A5043670906,alias,I79516672
2527,Caroline Terry,A5024872274,alias,I39422238
1870,Susan E Clark,A5001902542,fuzzy,I97018004
2331,Susanna M Thon,A5064910080,fuzzy,I145311948
270,Roy R Gal,A5064953454,alias,I1331384533
1602,Shuya Wei,A5017212107,exact,I169521973
2659,Adalbert Gerald Soosai Raj,A5016629484,exact,I36258959
2126,Arpit Gupta,A5046100948,exact,I154570441
1537,Anuradha Gupta,A5107987768,alias,I368840534
388,Charles B Dhong,A5033824331,fuzzy,I86501945
912,Abas Sabouni,A5090617284,alias,I160003610
1229,Lorraine Lisiecki,A5091455900,alias,I154570441
46,SeungYeon Kang,A5041192714,exact,I140172145
327,Tianqi Chen,A5101471083,alias,I74973139
2792,Jamesina J Simpson,A5014638745,fuzzy,I223532165
1401,Srikanthan Ramesh,A5031047373,alias,I115475287
1539,Kevin M McPeak,A5090250124,fuzzy,I121820613
443,John W Bennewitz,A5057043012,fuzzy,I82495205
1165,Yunan Luo,A5040139742,exact,I130701444
1658,Wenchao Ge,A5042192813,exact,I17626003
2905,Ming Liu,A5100347800,exact,I135310074
1649,Benjamin Woolston,A5083818064,alias,I12912129
2086,Shimon J Kolkowitz,A5049596670,fuzzy,I95457486
1752,JAMES WEIMER,A5054356243,alias,I200719446
2475,Chenchen Song,A5039107850,exact,I84218800
732,Chadia Affane Aji,A5003263087,alias,I6026837
1236,Tingying Xu,A5045044384,exact,I115475287
281,Michael I Baron,A5102863922,fuzzy,I181401687
1303,Nicholas C Butzin,A5067454023,fuzzy,I177156846
2477,Xin Zhang,A5077268127,fuzzy,I111088046
2046,Jiaoyang Li,A5101499733,alias,I74973139
1713,Matthew D Tyler,A5034347097,fuzzy,I74775410
2157,Hendrik Utzat,A5036365552,exact,I95457486
2387,Cheng Wang,A5100416981,alias,I173911158
2553,Alan J Kaufman,A5085525996,fuzzy,I66946132
458,Hang Yu,A5026394256,exact,I23732399
1485,Paul D Asimow,A5112805179,fuzzy,I122411786
1299,Sanjiban Choudhury,A5057995939,alias,I205783295
2065,Jing Li,A5100337133,alias,I368840534
106,Qian Zhang,A5011473115,alias,I103635307
1168,Meiyi Ma,A5114192481,exact,I200719446
2200,Andrea Bajcsy,A5050279893,alias,I74973139
2202,Hsien-Chih Chang,A5003923315,exact,I107672454
1063,Carlos F Moffat,A5044995325,fuzzy,I86501945
2094,Jun-Chau Chien,A5057902584,alias,I95457486
72,Emily D Sanders,A5063732592,fuzzy,I130701444
2477,Xin Zhang,A5100327336,alias,I111088046
2335,Kristi L McQuade,A5000972250,fuzzy,I24648388
1610,Yang Zhang,A5100354763,exact,I137902535
1311,Dessie L Clark,A5075882352,fuzzy,I135310074
2692,Xing Gao,A5100622641,alias,I86501945
530,Christina O Lee,A5104104909,fuzzy,I95457486
1348,Fenghai Guo,A5034050368,alias,I188405335
2065,Jing Li,A5100367188,exact,I368840534
2569,Xian Lu,A5007895377,alias,I8078737
302,Brendan M David-John,A5070114175,fuzzy,I859038795
2005,Juliet Y Davidow,A5089091112,exact,I12912129
463,Wei Zhang,A5100441671,exact,I63966007
2812,Sunita Chandrasekaran,A5085717278,alias,I86501945
457,Jacob Z Shapiro,A5089706733,alias,I127591826
2692,Xing Gao,A5100622643,exact,I86501945
2868,Corey Jones,A5023931973,alias,I137902535
1689,Suzanne Boyd,A5055432523,alias,I43579087
1107,Bin Sun,A5100641761,alias,I87216513
1100,Farid Ahmed,A5090334994,exact,I2802326326
971,Pamela K Kerrigan,A5084001296,fuzzy,I89580169
2758,Rui Zhang,A5100422092,alias,I86501945
2537,Joshua B Russell,A5071712019,fuzzy,I70983195
2036,Yizhi Xiang,A5085348062,alias,I76835614
2966,Meredith Kupinski,A5111222770,fuzzy,I138006243
916,Dan Li,A5100380736,alias,I201448701
1206,Jonathan D Nash,A5018477331,fuzzy,I131249849
233,Sung Jin Park,A5100323608,alias,I150468666
1350,Min Zhang,A5100403003,alias,I47500952
2496,Anthony R Cummings,A5050774796,fuzzy,I100538780
2591,Sarah A Wilson,A5101938338,fuzzy,I143302722
2692,Xing Gao,A5100622647,exact,I86501945
2969,Michael R Peterson,A5102926223,fuzzy,I59897056
358,Lei Fan,A5101802266,alias,I44461941
340,Max S New,A5050680882,fuzzy,I27837315
1528,Frank Li,A5102716978,fuzzy,I130701444
1581,Qi Zhang,A5100360282,alias,I107077323
1758,Karen Leung,A5071998024,exact,I201448701
550,Daniel E Parker,A5082530701,fuzzy,I36258959
2993,Charles D Brown,A5015566669,fuzzy,I32971472
463,Wei Zhang,A5109436583,fuzzy,I63966007
2362,Laurent P Saloff-Coste,A5106424443,fuzzy,I205783295
209,Maria M Coronel,A5065868161,fuzzy,I27837315
408,Ying Cui,A5025630034,alias,I95457486
849,Stephen C Brozina,A5107104514,fuzzy,I161203489
2679,Kai Shu,A5058670321,alias,I150468666
2602,Peng Wang,A5100396168,exact,I58956616
233,Sung Jin Park,A5032937707,exact,I150468666
2080,Rachel E Wilbur,A5007147671,fuzzy,I72951846
457,Jacob Z Shapiro,A5040981258,fuzzy,I127591826
2435,Ming Yang,A5108532590,alias,I8078737
415,Yi Wang,A5100364952,exact,I76835614
1799,Brian T Smith,A5065178123,fuzzy,I1338124936
2007,Peter Barry,A5103071019,alias,I66958751
655,Yan Li,A5100760069,alias,I107672454
160,Xiaomei Wang,A5100457091,exact,I142740786
2952,John W Williams,A5075824722,fuzzy,I135310074
2840,Rui Bo,A5073578061,exact,I20382870
1304,Siamak Nejati,A5027405483,exact,I114395901
1576,Meng Lu,A5027856369,exact,I173911158
2342,An Wang,A5100419959,alias,I58956616
2204,Bella Bose,A5108277072,alias,I131249849
716,Goli Nossoni,A5035519649,exact,I40253897
2248,Joerg Bewersdorf,A5037258583,exact,I32971472
2417,Xiaohui Yuan,A5021355100,exact,I123534392
892,Sankha Banerjee,A5082113851,alias,I67328108
1628,Ashok Litwin-Kumar,A5020551914,exact,I78577930
473,Bala Krishnamoorthy,A5102955818,exact,I72951846
2213,Faez Ahmed,A5040705509,alias,I63966007
2659,Adalbert Gerald Soosai Raj,A5016629484,alias,I36258959
2126,Arpit Gupta,A5046100948,alias,I154570441
1537,Anuradha Gupta,A5107987768,exact,I368840534
912,Abas Sabouni,A5090617284,exact,I160003610
46,SeungYeon Kang,A5041192714,alias,I140172145
327,Tianqi Chen,A5101471083,exact,I74973139
1401,Srikanthan Ramesh,A5031047373,exact,I115475287
1165,Yunan Luo,A5040139742,alias,I130701444
1658,Wenchao Ge,A5042192813,alias,I17626003
2905,Ming Liu,A5100347800,alias,I135310074
2982,Benjamin Woolston,A5083818064,alias,I12912129
1752,JAMES WEIMER,A5054356243,exact,I200719446
2475,Chenchen Song,A5039107850,alias,I84218800
1236,Tingying Xu,A5045044384,alias,I115475287
2046,Jiaoyang Li,A5101499733,exact,I74973139
2387,Cheng Wang,A5100416981,exact,I173911158
458,Hang Yu,A5026394256,alias,I23732399
1299,Sanjiban Choudhury,A5057995939,exact,I205783295
2065,Jing Li,A5100337133,exact,I368840534
106,Qian Zhang,A5011473115,exact,I103635307
1168,Meiyi Ma,A5114192481,alias,I200719446
2200,Andrea Bajcsy,A5050279893,exact,I74973139
2202,Hsien-Chih Chang,A5003923315,alias,I107672454
2094,Jun-Chau Chien,A5057902584,exact,I95457486
2477,Xin Zhang,A5100327336,exact,I111088046
1610,Yang Zhang,A5100354763,alias,I137902535
2692,Xing Gao,A5100622641,exact,I86501945
1348,Fenghai Guo,A5034050368,exact,I188405335
2065,Jing Li,A5100367188,alias,I368840534
2569,Xian Lu,A5007895377,exact,I8078737
2005,Juliet Y Davidow,A5089091112,alias,I12912129
463,Wei Zhang,A5100441671,alias,I63966007
2812,Sunita Chandrasekaran,A5085717278,exact,I86501945
2692,Xing Gao,A5100622643,alias,I86501945
2868,Corey Jones,A5023931973,exact,I137902535
1107,Bin Sun,A5100641761,exact,I87216513
1100,Farid Ahmed,A5090334994,alias,I2802326326
2758,Rui Zhang,A5100422092,exact,I86501945
2036,Yizhi Xiang,A5085348062,exact,I76835614
916,Dan Li,A5100380736,exact,I201448701
233,Sung Jin Park,A5100323608,exact,I150468666
1350,Min Zhang,A5100403003,exact,I47500952
2692,Xing Gao,A5100622647,alias,I86501945
358,Lei Fan,A5101802266,exact,I44461941
1581,Qi Zhang,A5100360282,exact,I107077323
1758,Karen Leung,A5071998024,alias,I201448701
408,Ying Cui,A5025630034,exact,I95457486
2679,Kai Shu,A5058670321,exact,I150468666
2602,Peng Wang,A5100396168,alias,I58956616
233,Sung Jin Park,A5032937707,alias,I150468666
415,Yi Wang,A5100364952,alias,I76835614
655,Yan Li,A5100760069,exact,I107672454
2477,Xin Zhang,A5100327624,exact,I111088046
1824,Yan Yan,A5100395059,alias,I72951846
846,Andrew D Steen,A5040578598,fuzzy,I1174212
1742,Jason Lee,A5100657726,alias,I95457486
216,Clemencia M Rojas,A5072214709,fuzzy,I114395901
2443,Xuan Zhang,A5100342892,alias,I12912129
877,Sarah A Wilson,A5029467172,fuzzy,I44265643
2925,Christos Athanasiou,A5106163625,fuzzy,I130701444
1320,Yan Wang,A5100322819,alias,I33213144
1682,Yuchen Liu,A5100373067,alias,I137902535
716,Goli Nossoni,A5034335594,alias,I40253897
2602,Peng Wang,A5044519513,alias,I58956616
2848,Aron Kamajaya,A5092419141,alias,I65453921
1320,Yan Wang,A5100322888,exact,I33213144
1212,Monique Borgerhoff Mulder,A5105465663,alias,I1308548392
181,Gong Chen,A5006022622,exact,I130701444
1452,Ge Gao,A5101779347,exact,I66946132
1073,Jorge J Rocca,A5067474334,alias,I92446798
2106,YANG YANG,A5100397762,alias,I26538001
2692,Xing Gao,A5100622642,exact,I86501945
1981,Li Zhang,A5056688285,exact,I2802326326
2477,Xin Zhang,A5100327624,alias,I111088046
1824,Yan Yan,A5100395059,exact,I72951846
1742,Jason Lee,A5100657726,exact,I95457486
2443,Xuan Zhang,A5100342892,exact,I12912129
1320,Yan Wang,A5100322819,exact,I33213144
1682,Yuchen Liu,A5100373067,exact,I137902535
716,Goli Nossoni,A5034335594,exact,I40253897
2602,Peng Wang,A5044519513,exact,I58956616
2848,Aron Kamajaya,A5092419141,exact,I65453921
1320,Yan Wang,A5100322888,alias,I33213144
1212,Monique Borgerhoff Mulder,A5105465663,exact,I1308548392
181,Gong Chen,A5006022622,alias,I130701444
1452,Ge Gao,A5101779347,alias,I66946132
2106,YANG YANG,A5100397762,exact,I26538001
2692,Xing Gao,A5100622642,alias,I86501945
1981,Li Zhang,A5056688285,alias,I2802326326
1812,Nancy Fulda,A5043661073,exact,I100005738
1512,Vidya A Chhabria,A5069179438,fuzzy,I55732556
495,Joseph A Gauthier,A5088579134,fuzzy,I12315562
381,Mingzhe Chen,A5072241033,alias,I145608581
1504,Mei Yang,A5029144194,exact,I133999245
1136,Pier Alexandre Champagne,A5027518220,exact,I118118575
2091,Ramon A Miranda Quintana,A5039322037,fuzzy,I33213144
154,Xueqing Liu,A5100775513,alias,I108468826
1768,Christopher E Hoffman,A5068889969,fuzzy,I201448701
1517,Ming C Hammond,A5033537158,fuzzy,I223532165
1121,Yang Wang,A5029040392,exact,I145608581
1177,Umesh Vaidya,A5050749492,alias,I8078737
2191,Bo Zhao,A5072625482,alias,I44461941
2291,Jacob A George,A5066449963,fuzzy,I223532165
786,Lin Lin,A5107195431,exact,I95457486
2838,Matthew V Tirrell,A5006465118,fuzzy,I40347166
2698,Meena M Balgopal,A5040956478,fuzzy,I92446798
718,Benjamin Nachman,A5107211715,alias,I97018004
508,Zhanqing Li,A5037950211,exact,I66946132
958,Mark O Riedl,A5061883150,fuzzy,I130701444
1834,Sergey V Kravtsov,A5052337472,fuzzy,I43579087
1347,Dina Verdin,A5020436365,alias,I55732556
841,Francois Primeau,A5088078785,exact,I204250578
1663,Amie M Gordon,A5064466983,fuzzy,I27837315
2137,Hangbo Zhao,A5038624492,alias,I1174212
1138,Mohammad H Malakooti,A5074703772,fuzzy,I201448701
2155,Wilma A Bainbridge,A5061047919,fuzzy,I40347166
1578,Bradley A Kramer,A5034350821,fuzzy,I189590672
17,Pan Xu,A5007399946,alias,I118118575
816,Michele Barbato,A5050816364,alias,I84218800
1708,Lingling Zhao,A5044291825,alias,I82495205
2079,Leah D Grant,A5090426744,fuzzy,I92446798
2143,Anita Raja,A5055430969,alias,I39694355
1966,Lu Cheng,A5040552536,alias,I39422238
223,Tessa M Burch-Smith,A5053128994,fuzzy,I2799511691
2742,Ruiguo Yang,A5041747112,exact,I87216513
2558,Eleny-Nicoleta Ionel,A5013638611,alias,I97018004
2477,Xin Zhang,A5100327436,exact,I111088046
1455,Allison H Moore,A5036989845,fuzzy,I184840846
2826,Tala Navab-Daneshmand,A5052100378,exact,I131249849
1055,Laura Desimone,A5065383411,alias,I86501945
197,Andrew Head,A5003473641,alias,I79576946
1054,Cristiano Fanelli,A5016435765,alias,I16285277
1504,Mei Yang,A5100438296,alias,I133999245
2985,Pengtao Xie,A5083884675,exact,I36258959
217,Lily Wang,A5020503630,exact,I162714631
425,Kun Wang,A5100366663,alias,I145608581
2042,Brian A Aguado,A5037165431,fuzzy,I36258959
1551,Yuanyuan Shi,A5100645756,exact,I36258959
2350,Megan M Butala,A5076597309,fuzzy,I33213144
2876,Peter Buston,A5001238421,alias,I111088046
1089,Laura K Rademacher,A5067643486,fuzzy,I119942576
2324,Stephanie S Ivey,A5014252342,fuzzy,I94658018
89,Megan E Holtz,A5003087423,fuzzy,I167576493
2817,Kasey D Fowler-Finn,A5089570524,fuzzy,I47838141
2699,STEFANO M BERTOZZI,A5063104847,fuzzy,I95457486
2943,Matthew Kleban,A5016762597,exact,I57206974
902,Woo Y Lee,A5058621365,fuzzy,I108468826
1124,Xuan Wang,A5100656414,alias,I859038795
719,Mengxue Hou,A5063884621,alias,I107639228
2936,Laura Rabin,A5083193407,alias,I83041322
1742,Jason Lee,A5015427831,alias,I95457486
200,Jiaqi Gu,A5090386129,exact,I55732556
1504,Mei Yang,A5100438307,alias,I133999245
2635,Na Zou,A5113068088,exact,I44461941
2327,Elizabeth M Lee,A5100786315,fuzzy,I204250578
1964,Stephen Archer,A5023499622,alias,I2800663845
1101,Kyle F Davis,A5081299715,fuzzy,I86501945
2030,Jeffrey D Rudolf,A5032968619,fuzzy,I33213144
2564,Ali A Ansari,A5063267124,fuzzy,I11786554
351,Fatemeh Ganji,A5017195195,exact,I107077323
2477,Xin Zhang,A5100327613,exact,I111088046
239,Sameer Deshpande,A5083253309,alias,I135310074
1716,Kiana Aran,A5055891950,exact,I36258959
2144,HaoSheng Sun,A5007601064,alias,I32389192
886,Brent A Nelson,A5110104317,fuzzy,I87216513
168,John King,A5109970239,alias,I169521973
1242,Meng Wang,A5100377130,exact,I44461941
518,William T Ross,A5073040180,fuzzy,I158012942
391,Dustin L Updike,A5082250718,fuzzy,I2800736356
2602,Peng Wang,A5100395960,alias,I58956616
754,Jessica D Boles,A5044794240,fuzzy,I95457486
1614,Xu Wang,A5100407889,alias,I27837315
1541,Si Jung Kim,A5008639790,exact,I133999245
2979,Qian Zhang,A5115603610,alias,I103163165
353,Zhengming Ding,A5054177926,alias,I114832834
2007,Peter Barry,A5080037227,alias,I66958751
2019,Dawn H Nagel,A5008414483,fuzzy,I103635307
167,Heather Feaga,A5021305940,alias,I205783295
2583,Ross K Maddox,A5031488938,fuzzy,I27837315
1435,Daniel Tannenbaum,A5061677943,alias,I114395901
431,Navid Azizan Ruhi,A5005748450,alias,I63966007
744,Robert B Rose,A5001919234,fuzzy,I137902535
2387,Cheng Wang,A5100416959,alias,I173911158
594,Shannon E Pittman,A5028946997,fuzzy,I72702400
2065,Jing Li,A5100336827,alias,I368840534
1438,Yulong Lu,A5080770658,alias,I130238516
2945,Kailong Jin,A5085684108,exact,I55732556
109,Yuyang Dong,A5021045482,exact,I92446798
2031,John W Hickey,A5058493443,fuzzy,I170897317
233,Sung Jin Park,A5017964507,fuzzy,I150468666
1421,Christin N Bibby,A5073017252,fuzzy,I121820613
1597,Tobin J Hammer,A5073474435,fuzzy,I204250578
2606,Felice J Levine,A5035871132,fuzzy,I168161088
2010,Fanxin Kong,A5007560139,alias,I107639228
1582,Andrew M Daw,A5062174312,fuzzy,I1174212
546,Qilei Zhu,A5085508143,alias,I223532165
1336,Mark Shoemaker,A5058423102,alias,I92446798
2395,Wenlin Zhang,A5100635260,exact,I107672454
2488,Stephanie Balzer,A5083850156,alias,I74973139
2422,Jonathan Dannatt,A5007193236,alias,I182980787
2589,Laura Morett,A5023030989,alias,I76835614
1096,Oana-Alexandra Dumitru,A5043922578,alias,I33213144
958,Mark O Riedl,A5094131177,fuzzy,I130701444
1796,Xiaojing Wang,A5100411598,alias,I140172145
283,Melissa L Emory,A5005191353,fuzzy,I115475287
357,Yang Lin,A5101766860,alias,I17626003
2051,Andrew B Davies,A5036710862,fuzzy,I136199984
189,MINGYU CAI,A5040493161,alias,I103635307
503,Yujie Xu,A5004851594,alias,I78577930
411,David A Butler,A5101978564,fuzzy,I1318687432
2489,Liu Liu,A5100324294,alias,I165799507
211,Xingcheng Lin,A5046672665,alias,I137902535
2065,Jing Li,A5100336985,exact,I368840534
2216,Kerry L Breno,A5067018479,fuzzy,I168046917
2849,Tuan D Nguyen,A5005095777,fuzzy,I76835614
1955,Jacob W Faber,A5093869855,fuzzy,I57206974
786,Lin Lin,A5100342044,exact,I95457486
2005,Juliet Y Davidow,A5061427957,fuzzy,I12912129
149,Andres R Vindas Melendez,A5065824597,fuzzy,I133543626
2106,YANG YANG,A5100397717,exact,I26538001
485,Jane L Lehr,A5099127641,alias,I149919469
1124,Xuan Wang,A5100329027,alias,I859038795
1052,Shih-Chun Lin,A5114377379,exact,I137902535
2106,YANG YANG,A5100397767,alias,I26538001
1701,Yin Li,A5100979407,alias,I135310074
1809,Md Mobashir H Shandhi,A5031102176,fuzzy,I55732556
2854,Hongchang Gao,A5112587596,exact,I84392919
1812,Nancy Fulda,A5043661073,alias,I100005738
381,Mingzhe Chen,A5072241033,exact,I145608581
1504,Mei Yang,A5029144194,alias,I133999245
1136,Pier Alexandre Champagne,A5027518220,alias,I118118575
154,Xueqing Liu,A5100775513,exact,I108468826
2409,Yang Wang,A5029040392,exact,I145608581
1177,Umesh Vaidya,A5050749492,exact,I8078737
2191,Bo Zhao,A5072625482,exact,I44461941
786,Lin Lin,A5107195431,alias,I95457486
508,Zhanqing Li,A5037950211,alias,I66946132
1347,Dina Verdin,A5020436365,exact,I55732556
841,Francois Primeau,A5088078785,alias,I204250578
2137,Hangbo Zhao,A5038624492,exact,I1174212
17,Pan Xu,A5007399946,exact,I118118575
816,Michele Barbato,A5050816364,exact,I84218800
1708,Lingling Zhao,A5044291825,exact,I82495205
2143,Anita Raja,A5055430969,exact,I39694355
1966,Lu Cheng,A5040552536,exact,I39422238
2264,Tessa M Burch-Smith,A5053128994,fuzzy,I2799511691
2742,Ruiguo Yang,A5041747112,alias,I87216513
2558,Eleny-Nicoleta Ionel,A5013638611,exact,I97018004
2477,Xin Zhang,A5100327436,alias,I111088046
2826,Tala Navab-Daneshmand,A5052100378,alias,I131249849
197,Andrew Head,A5003473641,exact,I79576946
1504,Mei Yang,A5100438296,exact,I133999245
217,Lily Wang,A5020503630,alias,I162714631
425,Kun Wang,A5100366663,exact,I145608581
1551,Yuanyuan Shi,A5100645756,alias,I36258959
2943,Matthew Kleban,A5016762597,alias,I57206974
719,Mengxue Hou,A5063884621,exact,I107639228
2936,Laura Rabin,A5083193407,exact,I83041322
200,Jiaqi Gu,A5090386129,alias,I55732556
1504,Mei Yang,A5100438307,exact,I133999245
2635,Na Zou,A5113068088,alias,I44461941
351,Fatemeh Ganji,A5017195195,alias,I107077323
2477,Xin Zhang,A5100327613,alias,I111088046
1716,Kiana Aran,A5055891950,alias,I36258959
2144,HaoSheng Sun,A5007601064,exact,I32389192
1242,Meng Wang,A5100377130,alias,I44461941
2602,Peng Wang,A5100395960,exact,I58956616
1614,Xu Wang,A5100407889,exact,I27837315
1541,Si Jung Kim,A5008639790,alias,I133999245
2979,Qian Zhang,A5115603610,exact,I103163165
1435,Daniel Tannenbaum,A5061677943,exact,I114395901
2387,Cheng Wang,A5100416959,exact,I173911158
2065,Jing Li,A5100336827,exact,I368840534
1438,Yulong Lu,A5080770658,exact,I130238516
2945,Kailong Jin,A5085684108,alias,I55732556
109,Yuyang Dong,A5021045482,alias,I92446798
2010,Fanxin Kong,A5007560139,exact,I107639228
546,Qilei Zhu,A5085508143,exact,I223532165
1336,Mark Shoemaker,A5058423102,exact,I92446798
2395,Wenlin Zhang,A5100635260,alias,I107672454
2488,Stephanie Balzer,A5083850156,exact,I74973139
1796,Xiaojing Wang,A5100411598,exact,I140172145
189,MINGYU CAI,A5040493161,exact,I103635307
503,Yujie Xu,A5004851594,exact,I78577930
927,David A Butler,A5101978564,fuzzy,I1318687432
2489,Liu Liu,A5100324294,exact,I165799507
211,Xingcheng Lin,A5046672665,exact,I137902535
2065,Jing Li,A5100336985,alias,I368840534
