row_id,AwardNumber,PrincipalInvestigator,OrganizationState,inst_name,host_openalex_id,matched_name,method,relevance,ror
221,"=""2543968""",Caroline B Turner,IL,Loyola University of Chicago,,,pending,,
222,"=""2544037""",Yu Huang,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,376721.0,https://ror.org/02vm5rt34
223,"=""2548086""",Tessa M Burch-Smith,MO,Donald Danforth Plant Science Center,I2799511691,Donald Danforth Plant Science Center,exact,114995.4,https://ror.org/000cyem11
224,"=""2543636""",Rongjie Liu,GA,University of Georgia Research Foundation Inc,I4387153128,University of Georgia Research Foundation,exact,94.51389,https://ror.org/04sqkw483
225,"=""2544071""",Nghia Hoang,WA,Washington State University,I72951846,Washington State University,exact,218613.55,https://ror.org/05dk0ce17
226,"=""2619256""",Kejie Zhao,IN,Purdue University,,,pending,,
227,"=""2543637""",Mrityunjay Kothari,NH,University of New Hampshire,I161057412,University of New Hampshire,exact,160973.88,https://ror.org/01rmh9n78
228,"=""2543611""",Milijana Surbatovich,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,517402.7,https://ror.org/047s2c258
229,"=""2547111""",Kimberly G Fluet,NY,University of Rochester,I5388228,University of Rochester,exact,308361.4,https://ror.org/022kthw22
230,"=""2546381""",Adam P Summers,WA,University of Washington,I201448701,University of Washington,exact,658461.0,https://ror.org/00cvxb145
231,"=""2601705""",Caterina Consani,MD,Johns Hopkins University,I145311948,Johns Hopkins University,exact,1070092.4,https://ror.org/00za53h95
232,"=""2543449""",Kaihang Shi,NY,SUNY at Buffalo,,,pending,,
233,"=""2540509""",Sung Jin Park,GA,Emory University,I150468666,Emory University,exact,392381.22,https://ror.org/03czfpz43
234,"=""2542385""",Samah M Saeed,NY,CUNY City College,I111455621,"Queens College, CUNY",weak,4025.7957,https://ror.org/03v8adn41
235,"=""2542224""",Ahmedullah Aziz,TN,University of Tennessee Knoxville,,,pending,,
236,"=""2539218""",Ningshi Yao,VA,George Mason University,I162714631,George Mason University,exact,214380.2,https://ror.org/02jqj7156
237,"=""2543660""",Syed M Billah,PA,Pennsylvania State Univ University Park,,,pending,,
238,"=""2543683""",Cesar A Torres,TX,University of Texas at Arlington,,,pending,,
239,"=""2602313""",Sameer Deshpande,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,732044.5,https://ror.org/01y2jtd41
240,"=""2540625""",Wesley R Legant,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,982622.25,https://ror.org/0130frc33
241,"=""2540180""",Kareem J El-Badry,CA,California Institute of Technology,I122411786,California Institute of Technology,exact,474766.3,https://ror.org/05dxps055
242,"=""2542272""",Yang Liu,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,525784.25,https://ror.org/05x2bcf33
243,"=""2609489""",Sean P Howe,UT,University of Utah,I223532165,University of Utah,exact,338540.44,https://ror.org/03r0ha626
244,"=""2555777""",Philip T Gressman,PA,University of Pennsylvania,I79576946,University of Pennsylvania,exact,533445.25,https://ror.org/00b30xv10
245,"=""2541981""",Kai Wu,TX,Texas Tech University,I12315562,Texas Tech University,exact,239228.25,https://ror.org/0405mnx93
246,"=""2606135""",Alan Chang,MO,Washington University,,,pending,,
247,"=""2607939""",David Futer,PA,Temple University,I84392919,Temple University,exact,199024.11,https://ror.org/00kx1jb78
248,"=""2543710""",Cyprian K Lewandowski,FL,Florida State University,I103163165,Florida State University,exact,225498.11,https://ror.org/05g3dte14
249,"=""2554814""",Bobby L Wilson,WA,University of Washington,I201448701,University of Washington,exact,658461.0,https://ror.org/00cvxb145
250,"=""2608376""",Duc D Nguyen,TN,University of Tennessee Knoxville,,,pending,,
251,"=""2544466""",Suhas S Jain,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,45429.36,https://ror.org/01zkghx44
252,"=""2611584""",Siobhan Brady,RI,Gordon Research Conferences,I2801189554,Gordon Research Conferences,exact,818.2173,https://ror.org/05rad4t93
253,"=""2541660""",James D Gaynor,IL,Northwestern University at Chicago,,,pending,,
254,"=""2543398""",Rohit Kannan,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,39947.05,https://ror.org/02smfhw86
255,"=""2542832""",Aobo Li,CA,University of California-San Diego,I36258959,University of California San Diego,exact,901744.5,https://ror.org/0168r3w48
256,"=""2541869""",Ioannis Liagouris,MA,Trustees of Boston University,I111088046,Boston University,exact,331720.62,https://ror.org/05qwgg493
257,"=""2620717""",Sarah Bryant,RI,American Mathematical Society,I55545905,American Mathematical Society,exact,12483.543,https://ror.org/05vy1kj95
258,"=""2622299""",Azadeh Ansari,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,45429.36,https://ror.org/01zkghx44
259,"=""2620718""",Sarah Bryant,RI,American Mathematical Society,I55545905,American Mathematical Society,exact,12483.543,https://ror.org/05vy1kj95
260,"=""2611409""",Hiroshi Maeda,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,732044.5,https://ror.org/01y2jtd41
261,"=""2537040""",Aaron Brown,IL,Northwestern University at Chicago,,,pending,,
262,"=""2611769""",Elise K Webber,RI,Gordon Research Conferences,I2801189554,Gordon Research Conferences,exact,818.2173,https://ror.org/05rad4t93
263,"=""2527683""",Alexander R Smith,NH,Saint Anselm College,I31649931,Saint Anselm College,exact,17399.354,https://ror.org/04eybkn52
264,"=""2535005""",Rizwanur Khan,TX,University of Texas at Dallas,,,pending,,
265,"=""2618424""",Osama Muhammad Raisuddin,TX,USACM FOUNDATION,I4210113687,United States Association for Computational Mechanics,exact,124.62621,https://ror.org/01zqjg022
266,"=""2553834""",Kerry Hamilton,AZ,Arizona State University,I55732556,Arizona State University,exact,309255.1,https://ror.org/03efmqc40
267,"=""2534727""",Truman P Young,CA,University of California-Davis,I84218800,"University of California, Davis",exact,563492.8,https://ror.org/05rrcem69
268,"=""2604513""",Gordana Matic,GA,University of Georgia Research Foundation Inc,I4387153128,University of Georgia Research Foundation,exact,94.51389,https://ror.org/04sqkw483
269,"=""2612606""",Chengzhi Shi,RI,Gordon Research Conferences,I2801189554,Gordon Research Conferences,exact,818.2173,https://ror.org/05rad4t93
270,"=""2548017""",Roy R Gal,HI,University of Hawaii,I1331384533,University of Hawaii System,exact,168942.6,https://ror.org/03tzaeb71
271,"=""2541011""",Keith Paarporn,CO,University of Colorado at Colorado Springs,,,pending,,
272,"=""2548016""",Yingfeng Wang,TN,University of Tennessee Chattanooga,,,pending,,
273,"=""2531818""",Jian Wang,KS,Wichita State University,I39587148,Wichita State University,exact,83848.59,https://ror.org/00c4e7y75
274,"=""2531881""",Zijun Yao,KS,University of Kansas Center for Research Inc,,,pending,,
275,"=""2543653""",Walid Redjem,NY,SUNY at Albany,,,pending,,
276,"=""2541681""",Sourav Dutta,TX,University of Texas at Dallas,,,pending,,
277,"=""2619981""",Zhijian Pei,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,20333.14,https://ror.org/03p8qrw52
278,"=""2542834""",Kaijian Liu,NJ,Stevens Institute of Technology,I108468826,Stevens Institute of Technology,exact,100096.36,https://ror.org/02z43xh36
279,"=""2554733""",Jeffrey L Meier,WA,Western Washington University,I52669646,Western Washington University,exact,69366.78,https://ror.org/05wn7r715
280,"=""2542013""",Aaron H Morris,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,177072.02,https://ror.org/00jmfr291
281,"=""2553585""",Michael I Baron,DC,American University,I181401687,American University,exact,50817.543,https://ror.org/052w4zt36
282,"=""2542642""",Abdullah Aydeger,FL,Florida Institute of Technology,I106959904,Florida Institute of Technology,exact,87005.05,https://ror.org/04atsbb87
283,"=""2603891""",Melissa L Emory,OK,Oklahoma State University,I115475287,Oklahoma State University,exact,165575.27,https://ror.org/01g9vbr38
284,"=""2531787""",Justin M Hutchison,KS,University of Kansas Center for Research Inc,,,pending,,
285,"=""2540803""",Zakir Durumeric,CA,Stanford University,I97018004,Stanford University,exact,742733.94,https://ror.org/00f54p054
286,"=""2544116""",Jeong Joon Park,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,177072.02,https://ror.org/00jmfr291
287,"=""2531747""",Tibor Szilvasi,AL,University of Alabama Tuscaloosa,,,pending,,
288,"=""2544018""",He Zhu,NJ,Rutgers University New Brunswick,,,pending,,
289,"=""2615608""",Rebecca J Whelan,RI,Gordon Research Conferences,I2801189554,Gordon Research Conferences,exact,818.2173,https://ror.org/05rad4t93
290,"=""2541289""",Hantang Qin,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,732044.5,https://ror.org/01y2jtd41
291,"=""2540300""",Tong Huang,CA,San Diego State University Foundation,I26538001,San Diego State University,exact,205311.33,https://ror.org/0264fdx42
292,"=""2548189""",Xuemin Lu,IN,University of Notre Dame,I107639228,University of Notre Dame,exact,354882.38,https://ror.org/00mkhxb43
293,"=""2531477""",Tianlu Wang,HI,University of Hawaii,I1331384533,University of Hawaii System,exact,168942.6,https://ror.org/03tzaeb71
294,"=""2548380""",Andy Berglund,NY,SUNY at Albany,,,pending,,
295,"=""2541252""",Daniel N Congreve,CA,Stanford University,I97018004,Stanford University,exact,742733.94,https://ror.org/00f54p054
296,"=""2547457""",Thomas D Gilmore,MA,Trustees of Boston University,I111088046,Boston University,exact,331720.62,https://ror.org/05qwgg493
297,"=""2544262""",Ke Xu,NY,Rochester Institute of Tech,,,pending,,
298,"=""2531873""",Qiuming Yao,NE,University of Nebraska-Lincoln,I114395901,University of Nebraska–Lincoln,exact,318786.7,https://ror.org/043mer456
299,"=""2541664""",Laura H Blumenschein,IN,Purdue University,,,pending,,
300,"=""2542572""",Tianlu Wang,HI,University of Hawaii,I1331384533,University of Hawaii System,exact,168942.6,https://ror.org/03tzaeb71
301,"=""2541942""",Weilu Gao,UT,University of Utah,I223532165,University of Utah,exact,338540.44,https://ror.org/03r0ha626
302,"=""2542795""",Brendan M David-John,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,39947.05,https://ror.org/02smfhw86
303,"=""2515608""",Jena E Johnson,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,177072.02,https://ror.org/00jmfr291
304,"=""2620618""",Abigail Stylianou,MO,Saint Louis University,I47838141,Saint Louis University,exact,184056.9,https://ror.org/01p7jjy08
305,"=""2621705""",Tabitha K Samuel,TN,University of Tennessee Knoxville,,,pending,,
306,"=""2548268""",Anthony Dell,IL,Lewis and Clark Community College,I2801455325,Lewis and Clark Community College,exact,3612.75,https://ror.org/04eb7gy32
307,"=""2548272""",Keary M Engle,CA,The Scripps Research Institute,,,pending,,
308,"=""2620530""",Leif N Thomas,RI,Gordon Research Conferences,I2801189554,Gordon Research Conferences,exact,818.2173,https://ror.org/05rad4t93
309,"=""2548073""",Todd M Holden,NY,CUNY Queensborough Community College,I47807954,"Queensborough Community College, CUNY",fuzzy,8947.053,https://ror.org/03a4vma36
310,"=""2541910""",Nicole S Wein,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,177072.02,https://ror.org/00jmfr291
311,"=""2540395""",Linran Fan,TX,University of Texas at Austin,,,pending,,
312,"=""2542534""",Sunil Mittal,MA,Northeastern University,I12912129,Northeastern University,exact,198609.38,https://ror.org/04t5xt781
313,"=""2543219""",Chitraeema Chakraborty,DE,University of Delaware,I86501945,University of Delaware,exact,196880.33,https://ror.org/01sbq1a82
314,"=""2610046""",Ionut Chifan,IA,University of Iowa,I126307644,University of Iowa,exact,311126.75,https://ror.org/036jqmy94
315,"=""2555142""",Ruobing Zhang,CA,University of California-San Diego,I36258959,University of California San Diego,exact,901744.5,https://ror.org/0168r3w48
316,"=""2544091""",Richard d'Arcy,AZ,Arizona State University,I55732556,Arizona State University,exact,309255.1,https://ror.org/03efmqc40
317,"=""2543560""",Boris Vaisband,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,479563.88,https://ror.org/04gyf1771
318,"=""2625332""",Kelly Stevens,RI,Gordon Research Conferences,I2801189554,Gordon Research Conferences,exact,818.2173,https://ror.org/05rad4t93
319,"=""2521727""",Hadi Noori,PA,University of Pittsburgh,I170201317,University of Pittsburgh,exact,446174.62,https://ror.org/01an3r305
320,"=""2531855""",Xugui Zhou,LA,Louisiana State University,I121820613,Louisiana State University,exact,243442.62,https://ror.org/05ect4e57
321,"=""2541064""",Seth D Newsome,NM,University of New Mexico,I169521973,University of New Mexico,exact,253756.72,https://ror.org/05fs6jp91
322,"=""2534729""",Amelia A Wolf,TX,University of Texas at Austin,,,pending,,
323,"=""2556060""",Dan Margalit,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,376721.0,https://ror.org/02vm5rt34
324,"=""2531774""",Ludi Miao,NM,New Mexico State University,I10052268,New Mexico State University,exact,150111.33,https://ror.org/00hpz7z43
325,"=""2531814""",Pranjal Nautiyal,OK,Oklahoma State University,I115475287,Oklahoma State University,exact,165575.27,https://ror.org/01g9vbr38
326,"=""2541053""",Mattia Fazzini,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,152130.84,https://ror.org/017zqws13
327,"=""2543593""",Tianqi Chen,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,525784.25,https://ror.org/05x2bcf33
328,"=""2542925""",Ali Vakilian,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,39947.05,https://ror.org/02smfhw86
329,"=""2541118""",John D Finan,IL,University of Illinois at Chicago,I39422238,University of Illinois Chicago,exact,88161.21,https://ror.org/02mpq6x41
330,"=""2543575""",Amin Reihani,NJ,Rutgers University New Brunswick,,,pending,,
331,"=""2548010""",Hadi Hosseini,PA,Pennsylvania State Univ University Park,,,pending,,
332,"=""2544648""",Ashok Ajoy,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,767563.6,https://ror.org/01an7q238
333,"=""2547774""",Reeta Vyas,AR,University of Arkansas,,,pending,,
334,"=""2515607""",Andrew W Heard,MA,Woods Hole Oceanographic Institution,I66958751,Woods Hole Oceanographic Institution,exact,344473.0,https://ror.org/03zbnzt98
335,"=""2617403""",Randall V Martin,MO,Washington University,,,pending,,
336,"=""2543862""",Nikhil Bajaj,PA,University of Pittsburgh,I170201317,University of Pittsburgh,exact,446174.62,https://ror.org/01an3r305
337,"=""2527742""",Aric M Bryant,NY,SUNY College of Technology Alfred,,,pending,,
338,"=""2548040""",Robin Warne,IL,University of Illinois at Urbana-Champaign,,,pending,,
339,"=""2544317""",Mallesham Dasari,MA,Northeastern University,I12912129,Northeastern University,exact,198609.38,https://ror.org/04t5xt781
340,"=""2540652""",Max S New,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,177072.02,https://ror.org/00jmfr291
341,"=""2541065""",Tyler R Kartzinel,RI,Brown University,I27804330,Brown University,exact,291379.72,https://ror.org/05gq02987
342,"=""2623365""",Alexander Sushkov,MD,Johns Hopkins University,I145311948,Johns Hopkins University,exact,1070092.4,https://ror.org/00za53h95
343,"=""2534728""",Ryan L Sensenig,IN,University of Notre Dame,I107639228,University of Notre Dame,exact,354882.38,https://ror.org/00mkhxb43
344,"=""2555878""",Angelica M Osorno,OR,Reed College,I55486353,Reed College,exact,42447.01,https://ror.org/00a6ram87
345,"=""2621737""",Hua Fang,NY,Yeshiva University,I19772626,Yeshiva University,exact,117688.766,https://ror.org/045x93337
346,"=""2603356""",Maxime C Van de Moortel,NJ,Rutgers University New Brunswick,,,pending,,
347,"=""2548171""",Laura J Muller,ME,Jackson Laboratory,I4210115256,Jackson Laboratory,exact,165351.02,https://ror.org/021sy4w91
348,"=""2540913""",Daigo Shishika,VA,George Mason University,I162714631,George Mason University,exact,214380.2,https://ror.org/02jqj7156
349,"=""2619160""",Dorina Mitrea,TX,Baylor University,I157394403,Baylor University,exact,126816.625,https://ror.org/005781934
