rid,us_name,authorid,match_type,host_id,source,n_papers
2379,Michael S Hutson,A5113496571,fuzzy,,round3_semantic,39
2380,Yolanda J Reimer,A5065965392,fuzzy,I6750721,round2_inst,30
2382,Kristen L Jellison,A5050151093,fuzzy,I186143895,round2_inst,37
2383,Giovanni Gadda,A5032766595,alias,I181565077,round2_inst,154
2384,Marie E desJardins,A5111990167,fuzzy,I79272384,round3_semantic,154
2385,Shane Stadler,A5102979601,exact,I110378019,round2_inst,249
2386,Ignacio T Moore,A5012305156,fuzzy,I859038795,round2_inst,180
2387,Stephen G Kobourov,A5003147292,fuzzy,I138006243,round2_inst,495
2388,Elliot Moore,A5044499112,alias,I130701444,round3_semantic,52
2389,Mark S Byrd,A5076712035,fuzzy,I110378019,round2_inst,130
2390,Fredrick A Jenet,A5043875639,fuzzy,I2802326326,round2_inst,139
2391,Igor Devetak,A5043668447,exact,I1174212,round2_inst,57
2392,Todd D Millstein,A5014067492,fuzzy,I161318765,round3_semantic,183
2393,David M Kempe,A5064274071,fuzzy,I1174212,round2_inst,191
2394,James C Nieh,A5076391421,alias,I36258959,round2_inst,168
2395,Yi Tang,A5086448413,exact,I161318765,round3_semantic,356
2396,Martin Wainwright,A5038379562,alias,I95457486,round2_inst,517
2397,Brian D Davison,A5042328810,fuzzy,I186143895,round2_inst,261
2398,Elke Stein,A5090151251,alias,I32971472,round2_inst,36
2399,Do Young Eun,A5050655327,alias,I137902535,round2_inst,114
2401,Daniel A Jimenez,A5100612822,fuzzy,I102322142,round2_inst,140
2404,Melanie S Sanford,A5028785945,fuzzy,I27837315,round2_inst,494
2405,Asuman E Ozdaglar,A5067307504,fuzzy,I63966007,round2_inst,443
2407,Gang Quan,A5018684814,alias,I155781252,round2_inst,173
2408,Hui Hu,A5100705082,exact,I173911158,round3_semantic,105
2409,David Nister,A5022721299,alias,I143302722,round2_inst,65
2410,Xinyan Deng,A5101462154,alias,I86501945,round3_semantic,75
2411,Timothy W Bickmore,A5005469838,fuzzy,I12912129,round3_semantic,302
2412,Sunil K Sinha,A5100685489,fuzzy,I130769515,round2_inst,121
2413,Oliver Brock,A5039143538,alias,I24603500,round2_inst,227
2414,Cristina Nita-Rotaru,A5034838576,exact,I219193219,round3_semantic,242
2415,Rajeev Balasubramonian,A5087056095,alias,I223532165,round3_semantic,148
2416,Elke K Buschbeck,A5072571900,fuzzy,I63135867,round2_inst,68
2417,Tianbo Liu,A5053763641,alias,I186143895,round2_inst,357
2418,Dan F Knopf,A5001226950,fuzzy,I86519309,round2_inst,112
2419,Christina D Smolke,A5048408108,fuzzy,I122411786,round2_inst,153
2420,Jose F Martinez,A5083127721,fuzzy,I205783295,round2_inst,84
2421,Rahul Telang,A5045292050,alias,I74973139,round3_semantic,161
2423,Xintao Wu,A5008463509,exact,I102149020,round2_inst,367
2424,Janice Telfer,A5008338145,alias,I24603500,round2_inst,63
2425,Atanas Rountev,A5039624297,alias,I52357470,round2_inst,159
2426,Andrew S Miner,A5037662686,fuzzy,I173911158,round2_inst,68
2427,Yu Cao,A5100740019,alias,I55732556,round3_semantic,564
2429,Jungsang Kim,A5076476753,exact,,name_unique,252
2430,Yanyong Zhang,A5053344541,alias,I102322142,round3_semantic,128
2431,Heather A Carlson,A5074146124,fuzzy,I27837315,round2_inst,127
2432,Heidi B Carlone,A5085688450,fuzzy,I169335092,round2_inst,72
2433,Iban Ubarretxena-Belandia,A5074737109,exact,I125687163,round2_inst,60
2434,Carlos Valiente,A5059919659,alias,I55732556,round2_inst,107
2435,Daniel Feldman,A5050722237,alias,I36258959,round2_inst,100
2436,Mark A Anastasio,A5046506193,fuzzy,I180949307,round2_inst,534
2437,Amol V Deshpande,A5113637223,fuzzy,I66946132,round3_semantic,173
2438,Scott Rixner,A5011664674,exact,,name_unique,107
2439,Adam K Leibovich,A5045451625,fuzzy,I170201317,round2_inst,99
2440,Xiaojun Cao,A5069042354,exact,I155173764,round2_inst,205
2441,Peter Raymond,A5064092345,alias,I32971472,round2_inst,338
2442,Slobodan Vucetic,A5059847153,exact,I84392919,round2_inst,188
2443,Nicholas J Hopper,A5051550317,fuzzy,I130238516,round2_inst,152
2444,Sandra Crespo,A5041240017,exact,,name_unique,81
2446,Rupak Majumdar,A5081010207,exact,I161318765,round3_semantic,496
2447,Dongyan Xu,A5108280598,exact,I219193219,round3_semantic,240
2448,Deepak K Ganesan,A5074602782,fuzzy,I24603500,round2_inst,194
2449,Alexander Postnikov,A5110617923,exact,I63966007,round2_inst,142
2450,Ben Y Zhao,A5108248360,fuzzy,I154570441,round2_inst,336
2451,Daniel E Giammar,A5033732352,fuzzy,I204465549,round2_inst,218
2452,Jeongho Kim,A5100445994,alias,I140172145,round3_semantic,806
2453,Chris Xu,A5046510603,exact,I205783295,round2_inst,422
2454,Massimo Franceschetti,A5075999338,exact,I36258959,round3_semantic,273
2455,William R Mark,A5109394409,fuzzy,I86519309,round2_inst,112
2456,Hakan Aydin,A5105877915,alias,I162714631,round3_semantic,80
2457,Emily S Bernhardt,A5011714690,fuzzy,I170897317,round3_semantic,535
2458,Aude Oliva,A5021257546,alias,I63966007,round2_inst,362
2459,Olga Troyanskaya,A5025250742,alias,I20089843,round2_inst,289
2460,Tao Li,A5100455259,exact,I19700959,round3_semantic,365
2461,Wenye Wang,A5055831308,exact,I137902535,round2_inst,260
2462,Xiaosong Ma,A5083800790,alias,I137902535,round3_semantic,122
2463,Seda Memik,A5007998506,fuzzy,I111979921,round3_semantic,42
2464,Holly A Yanco,A5088817604,fuzzy,I133738476,round2_inst,199
2465,Mark W Peczuh,A5038885437,fuzzy,I140172145,round2_inst,131
2466,Leysia Palen,A5044308577,exact,,name_unique,130
2467,Thomas E Juenger,A5006730520,fuzzy,I86519309,round3_semantic,1116
2468,Sean J Elliott,A5013993666,fuzzy,I111088046,round2_inst,119
2469,Balaji Panchapakesan,A5045373249,exact,,name_unique,121
2471,Yufei Huang,A5068887242,alias,I165951966,round3_semantic,496
2472,Fabian N Monrose,A5069862528,fuzzy,I145311948,round2_inst,141
2473,Enrique M De La Cruz,A5074433092,fuzzy,I32971472,round3_semantic,184
2474,Arturo J Hernandez-Maldonado,A5060065797,fuzzy,I60388903,round3_semantic,202
2475,Ahmed M Elgammal,A5039640321,fuzzy,I102322142,round2_inst,292
2476,Sung K Lim,A5052950521,fuzzy,I130701444,round3_semantic,586
2477,Robert Pless,A5051490260,alias,I204465549,round3_semantic,200
2478,Mustafa C Gursoy,A5101924106,fuzzy,I114395901,round2_inst,32
2479,Willie F Harper,A5039260836,fuzzy,I82497590,round2_inst,69
2480,Rong Zheng,A5056442083,alias,I44461941,round3_semantic,396
2481,Ahna R Skop,A5041658268,fuzzy,I135310074,round2_inst,39
2482,Biplab Sikdar,A5041189303,alias,I165799507,round2_inst,417
2483,Todd Zickler,A5073071472,exact,,name_unique,155
2484,Christian Sandvig,A5082707744,exact,,name_unique,61
2485,Christopher E Rasmussen,A5005424498,fuzzy,I86501945,round3_semantic,56
2487,Todd D Murphey,A5067725461,fuzzy,I188538660,round2_inst,390
2488,Gediminas Adomavicius,A5056123613,alias,I130238516,round2_inst,176
2489,Joel S Bader,A5041901635,fuzzy,I145311948,round3_semantic,216
2490,James P Schmiedeler,A5073029557,fuzzy,I52357470,round2_inst,144
2491,Ion I Mandoiu,A5014788373,fuzzy,I140172145,round2_inst,272
2493,Nicholas Roy,A5010817303,exact,I63966007,round3_semantic,153
2494,Timothy J Griffis,A5042221251,fuzzy,I130238516,round2_inst,255
2495,Mayank R Mehta,A5003799567,fuzzy,I27804330,round2_inst,102
2496,Biao Chen,A5100458392,exact,I70983195,round3_semantic,285
2497,Hao Zheng,A5018105292,alias,I2613432,round3_semantic,63
2498,Yanhai Yin,A5040774883,exact,,name_unique,106
2499,Michael A Massiah,A5076930509,fuzzy,I115475287,round2_inst,45
2500,Jinhui Xu,A5006945148,alias,I63190737,round3_semantic,324
2501,Fred G Martin,A5053927453,fuzzy,I133738476,round2_inst,144
2502,Dinesh Rajan,A5101461097,alias,I178169726,round2_inst,178
2503,Benjamin Sudakov,A5066741544,alias,I20089843,round3_semantic,804
2504,Anastasia H Muliana,A5073215720,fuzzy,,round3_semantic,182
2505,Peter Z Qin,A5066711431,fuzzy,I1174212,round2_inst,118
2506,Seth M Cohen,A5028132671,fuzzy,I36258959,round2_inst,731
2508,Alexei A Efros,A5077436220,fuzzy,I74973139,round3_semantic,325
2509,Jonathan Aldrich,A5091372985,exact,,name_unique,234
2510,David G Andersen,A5085479490,fuzzy,I74973139,round3_semantic,176
2511,Daniel Gildea,A5020945377,exact,,name_unique,172
2512,Rachel Segalman,A5001305555,alias,I95457486,round2_inst,423
2513,Emin Sirer,A5043731494,alias,I205783295,round2_inst,165
2515,Cristian Estan,A5088080906,exact,,name_unique,70
2516,Devavrat Shah,A5029499294,alias,I63966007,round2_inst,487
2517,Eric P Xing,A5009547049,fuzzy,I74973139,round2_inst,914
2518,Prakash Ishwar,A5036913803,exact,I111088046,round2_inst,335
2519,Jean Gao,A5015128288,alias,I189196454,round3_semantic,172
2520,Leonid Reyzin,A5023147820,exact,I111088046,round2_inst,147
2522,Amy N Langville,A5005284404,fuzzy,I204593131,round2_inst,59
2523,Prasun Sinha,A5112813866,alias,I52357470,round2_inst,119
2524,Andreas Terzis,A5103331911,exact,,name_unique,233
2525,Eyal Amir,A5109409885,exact,I157725225,round2_inst,109
2526,Erik Learned-Miller,A5045674062,exact,I24603500,round3_semantic,192
2527,Dong Xuan,A5101805063,exact,I52357470,round3_semantic,45
2528,Jeffrey S Dukes,A5054586163,fuzzy,I33434090,round2_inst,203
2529,Ronald Parr,A5109839104,exact,I170897317,round2_inst,79
2530,Jason X Liu,A5083193232,fuzzy,I167576493,round2_inst,213
2531,Hakan Ferhatosmanoglu,A5078571347,exact,I52357470,round2_inst,134
2532,Yin Zhang,A5100343712,alias,I86519309,round3_semantic,818
2533,Chandra Krintz,A5040516516,exact,I154570441,round2_inst,203
2534,Lili Qiu,A5032760128,alias,I86519309,round3_semantic,301
2535,Toby W Allen,A5068923509,fuzzy,I84218800,round2_inst,110
2536,Lawren Sack,A5012110100,alias,I1331384533,round2_inst,265
2537,Christine J Alvarado,A5044335565,fuzzy,I133543626,round2_inst,97
2538,Jose Renau,A5065936105,exact,I185103710,round3_semantic,101
2539,Zhendong Su,A5077610917,exact,I84218800,round3_semantic,258
2540,Jenefer E Husman,A5103271642,fuzzy,I55732556,round3_semantic,73
2541,Miguel A Carreira-Perpinan,A5057957982,fuzzy,I165690674,round2_inst,164
2543,Priyank Kalla,A5048751210,exact,,name_unique,82
2544,Syed A Jafar,A5049553679,fuzzy,I204250578,round2_inst,471
2545,Brian P Hedlund,A5037449936,fuzzy,I133999245,round3_semantic,249
2546,Alan Fern,A5030052689,exact,I131249849,round2_inst,314
2547,Rebecca Ostertag,A5051983281,alias,I35722693,round2_inst,108
2548,Xiao Su,A5103033623,exact,I51504820,round2_inst,75
2549,Jorge Cortes,A5027913099,exact,I185103710,round2_inst,610
2550,Monica N Nicolescu,A5043342974,fuzzy,I134113660,round2_inst,151
2551,Eugene Zhang,A5026074051,alias,I131249849,round2_inst,127
2552,Amin Saberi,A5001035442,exact,I97018004,round3_semantic,271
2553,Tirin Moore,A5089360323,alias,I97018004,round2_inst,156
2555,Dimitris Achlioptas,A5021300666,exact,,name_unique,148
2556,Joseph W Thornton,A5026537989,fuzzy,I181233156,round2_inst,164
2557,Bevan M Baas,A5058921665,fuzzy,I84218800,round2_inst,92
2558,Mario R Eden,A5070132491,fuzzy,I82497590,round2_inst,185
2559,Thomas E Murphy,A5082468636,fuzzy,I66946132,round2_inst,395
2560,Marina Petrukhina,A5057543252,alias,I392282,round2_inst,741
2561,Gregory D Durgin,A5009253819,fuzzy,I130701444,round2_inst,217
2562,Andrew J Schaefer,A5083035521,fuzzy,I170201317,round2_inst,180
2563,Niren Murthy,A5068011451,alias,I130701444,round3_semantic,192
2564,Yunfeng Zhang,A5100410994,alias,I186143895,round3_semantic,44
2565,Andrei Sirenko,A5066679676,alias,I118118575,round2_inst,156
2566,Geoffrey D Smith,A5023712736,fuzzy,,round3_semantic,82
2567,Martin Pelikan,A5031363335,exact,I208333798,round3_semantic,145
2568,Alexey Belyanin,A5091909148,exact,I91045830,round3_semantic,361
2569,Feryal Erhun,A5011412417,alias,I97018004,round2_inst,64
2570,Florence Sanchez,A5029267981,alias,I200719446,round2_inst,223
2571,Pradeep R Guduru,A5081569962,fuzzy,I27804330,round2_inst,113
2572,Hao Zeng,A5057937029,alias,I63190737,round3_semantic,262
2573,Sean X Sun,A5033299619,fuzzy,I145311948,round2_inst,218
2575,Qin J Chen,A5100362865,fuzzy,I83809506,round3_semantic,197
2576,Rizwan Bashirullah,A5039467434,exact,,name_unique,113
2577,Diane Hoffman-Kim,A5067308734,exact,,name_unique,66
2578,Victor Breedveld,A5071773288,alias,I130701444,round2_inst,115
2579,Kai-tak Wan,A5009700063,alias,I20382870,round3_semantic,165
2581,William DeSisto,A5080635523,alias,I7947594,round2_inst,92
2582,Linsey C Marr,A5005962572,fuzzy,I859038795,round2_inst,251
2583,Rajeevan Amirtharajah,A5028759035,exact,,name_unique,101
2584,Scott T Huxtable,A5050439206,fuzzy,I859038795,round2_inst,61
2585,Julia E Rodriguez,A5060693448,fuzzy,I161057412,round3_semantic,59
2586,Xiaobo Tan,A5088360388,alias,I87216513,round3_semantic,398
2587,Jon-Paul Maria,A5005850270,exact,I137902535,round3_semantic,371
2588,Britton Plourde,A5021469492,alias,I70983195,round2_inst,189
2591,Eric L Petersen,A5059637559,fuzzy,I106165777,round2_inst,448
2592,Jiming Song,A5080784345,alias,I173911158,round3_semantic,250
2593,David Tees,A5086875357,alias,I4210106879,round2_inst,35
2594,Arvind Agarwal,A5023738988,exact,I19700959,round2_inst,563
2595,Jonathan P Rothstein,A5089604205,fuzzy,I24603500,round2_inst,194
2596,Laurie G Baise,A5049772278,fuzzy,I121934306,round2_inst,107
2597,Xiaohua Huang,A5101462674,exact,I36258959,round2_inst,72
2598,Min Ouyang,A5019978131,exact,I66946132,round2_inst,104
2599,Sekhar C Tatikonda,A5072765803,fuzzy,I32971472,round2_inst,138
2600,Hooman Mohseni,A5044596257,exact,,name_unique,250
2601,Douglas W Barlage,A5057705376,fuzzy,I137902535,round2_inst,82
2602,Dongwhan Lee,A5032470300,alias,I592451,round2_inst,259
2603,Krishnendu Roy,A5005656079,alias,I86519309,round2_inst,206
2604,Adrienne D Stiff-Roberts,A5046566896,fuzzy,I170897317,round2_inst,101
2605,Pranav Shrotriya,A5039596368,alias,I173911158,round2_inst,191
2606,Irene Georgakoudi,A5079542108,alias,I121934306,round3_semantic,303
2607,Eric Dufresne,A5089214054,alias,I32971472,round2_inst,267
2608,Allen Y Yi,A5036871603,fuzzy,I52357470,round3_semantic,167
2610,Dan Luo,A5007357474,alias,I205783295,round3_semantic,166
2611,Amy J Pruden,A5046181665,fuzzy,I92446798,round2_inst,337
2612,Kristyn Masters,A5016484148,alias,I135310074,round2_inst,105
2613,Hod Lipson,A5025894735,alias,I205783295,round2_inst,479
2614,Jamie J Kruzic,A5046772772,fuzzy,I131249849,round2_inst,232
2615,Eugene Zubarev,A5007194666,alias,I74775410,round2_inst,103
2616,Bahar Biller,A5107857315,alias,I74973139,round3_semantic,34
2617,Craig A McLaughlin,A5079190229,fuzzy,I24571045,round2_inst,60
2618,Rui Huang,A5018539904,alias,I86519309,round3_semantic,395
2619,Irena Knezevic,A5034629573,alias,I135310074,round2_inst,197
2620,Shelley L Anna,A5063320716,fuzzy,I74973139,round3_semantic,99
2621,Rong-Rong Chen,A5100734558,alias,I223532165,round3_semantic,111
2622,Pavlos P Vlachos,A5036194518,fuzzy,I859038795,round2_inst,519
2623,Amanda M Grannas,A5041866447,fuzzy,I7863295,round2_inst,84
2624,Christos T Maravelias,A5012875280,fuzzy,I135310074,round2_inst,358
2625,Gregory B Thompson,A5066324821,fuzzy,I17301866,round2_inst,322
2626,Warren E Dixon,A5032651215,fuzzy,I33213144,round2_inst,703
2627,Beth Winkelstein,A5040997688,alias,I79576946,round3_semantic,234
2628,Christopher Passaglia,A5020532889,alias,I111088046,round2_inst,85
2629,Pablo L Durango-Cohen,A5073852154,fuzzy,I111979921,round3_semantic,76
2630,Zhiwen Liu,A5100628026,exact,I130769515,round3_semantic,183
2631,Igor Zutic,A5031487923,alias,I63190737,round2_inst,338
2632,Joel A Pedersen,A5056404178,fuzzy,I135310074,round2_inst,149
2633,Roger J Narayan,A5045693927,fuzzy,I114027177,round3_semantic,493
2634,Robert J Adams,A5103051117,fuzzy,I143302722,round3_semantic,113
2635,Mehrdad Sasani,A5037373685,exact,,name_unique,53
2636,Xuefei Huang,A5028539103,exact,I90871651,round2_inst,342
2637,Bartosz A Grzybowski,A5087895403,fuzzy,I111979921,round2_inst,417
2638,Burak Ozdoganlar,A5070140074,alias,I74973139,round2_inst,141
2639,Diego Troya,A5003028286,exact,,name_unique,146
2640,Ellis F Meng,A5085360836,fuzzy,I1174212,round3_semantic,210
2641,Doreen Wackeroth,A5067138307,alias,I63190737,round3_semantic,76
2642,Alexei V Demchenko,A5086097373,fuzzy,I208333798,round2_inst,330
2643,Troy Carter,A5010474830,alias,I161318765,round2_inst,241
2644,Jennifer Lukes,A5068394830,alias,I79576946,round2_inst,97
2647,Dean R Wheeler,A5036802281,fuzzy,I100005738,round2_inst,139
2648,Chun Wang,A5100367590,exact,I130238516,round3_semantic,150
2649,Steven Shaw,A5102809939,alias,I23732399,round2_inst,63
2650,Paul Kenis,A5057868460,alias,I157725225,round2_inst,435
2651,David W Schmidtke,A5074804052,fuzzy,I8692664,round2_inst,94
2652,Maria C Yang,A5045442778,fuzzy,I1174212,round2_inst,183
2653,Gary J Cheng,A5051321761,fuzzy,I72951846,round2_inst,343
2654,Christopher A Voigt,A5028170615,fuzzy,I180670191,round2_inst,285
2655,Thuc-Quyen Nguyen,A5038604576,alias,I154570441,round3_semantic,421
2656,Claudio J Margulis,A5075534538,fuzzy,I126307644,round2_inst,102
2657,Sonya Bahar,A5039403639,alias,I208333798,round2_inst,117
2658,Patricio F Mendez,A5103126562,fuzzy,I167576493,round2_inst,113
2659,Timour Radko,A5002494373,alias,I35364215,round2_inst,129
2660,Changhuei Yang,A5000850418,exact,I122411786,round3_semantic,287
2661,Ertugrul Taciroglu,A5010822865,exact,,name_unique,284
2662,Gunter Niemeyer,A5110098445,alias,I97018004,round3_semantic,79
2663,Sara McMains,A5028643684,exact,,name_unique,88
2665,Wei Cai,A5026754269,alias,I97018004,round3_semantic,355
2666,Gurdal Arslan,A5072860374,exact,,name_unique,71
2667,Kristina Hakansson,A5011247764,alias,I27837315,round2_inst,157
2668,Greg A Voth,A5040565442,fuzzy,I100538780,round2_inst,143
2669,Rebecca Torres,A5033260789,alias,I186335123,round2_inst,64
2670,Anna Gilbert,A5042502878,alias,I27837315,round3_semantic,172
2671,Marco Battaglini,A5007070331,exact,I20089843,round3_semantic,215
2672,Asif Ghazanfar,A5039494893,alias,I20089843,round2_inst,148
2673,Emil Yuzbashyan,A5011018320,alias,I102322142,round2_inst,94
2674,Michael Ramscar,A5041383852,exact,,name_unique,162
2675,Aaron Dominguez,A5056193352,alias,I114395901,round2_inst,2562
2676,Masaru K Kuno,A5017450066,fuzzy,I107639228,round3_semantic,220
2677,Susan E Latturner,A5079030726,fuzzy,I103163165,round2_inst,215
2678,Alexey A Petrov,A5105685326,fuzzy,I185443292,round3_semantic,32
2679,Devah Pager,A5009634909,exact,,name_unique,60
2680,Greg L Bryan,A5019489277,fuzzy,I78577930,round2_inst,448
2681,Nina Markovic,A5101961176,alias,I145311948,round2_inst,111
2682,Lincoln D Carr,A5085273013,fuzzy,I167576493,round2_inst,343
2683,Jason D McNeill,A5052772773,fuzzy,I8078737,round2_inst,64
2684,Aaron Dinner,A5075498364,alias,I40347166,round2_inst,292
2685,Joseph M Fox,A5034235550,fuzzy,I86501945,round2_inst,266
2686,Jairo Sinova,A5022081603,exact,I91045830,round2_inst,443
2687,Troy Van Voorhis,A5012778333,exact,I63966007,round2_inst,327
2688,Petra M Klein,A5058042237,fuzzy,I8692664,round2_inst,130
2689,Christian Binek,A5082309472,exact,I114395901,round2_inst,170
2690,Evgueni E Nesterov,A5064299578,fuzzy,I121820613,round2_inst,115
2691,Dean Karlan,A5084052209,alias,I32971472,round2_inst,1055
2692,T. A Venkatesh,A5113126181,fuzzy,I114832834,round2_inst,80
2693,Mohammad Movassaghi,A5081366480,exact,I63966007,round3_semantic,250
2694,Neepa T Maitra,A5011989115,fuzzy,I39694355,round2_inst,187
2695,Daniel Steck,A5079366445,alias,I181233156,round2_inst,124
2696,Peter Zhang,A5005720083,exact,,round3_semantic,186
2697,Joshua Semeter,A5014648938,alias,I111088046,round3_semantic,167
2699,Gavin E Reid,A5057698507,fuzzy,I87216513,round3_semantic,294
2700,Irina Mitrea,A5059362185,alias,I51556381,round2_inst,147
2701,Nilanjana Dasgupta,A5016303583,alias,I24603500,round2_inst,118
2702,Neal J Zondlo,A5072255412,fuzzy,I86501945,round2_inst,99
2704,Sean R Agnew,A5026622728,fuzzy,I51556381,round2_inst,231
2705,Robert L Cook,A5040709494,fuzzy,I121820613,round2_inst,323
2706,Karen L Sauer,A5032609026,fuzzy,I162714631,round2_inst,74
2707,Steven Stevenson,A5089232061,exact,I44854399,round3_semantic,71
2708,Jennifer Earl,A5009725534,alias,I154570441,round2_inst,156
2709,Ethan F Baxter,A5076621150,fuzzy,I111088046,round2_inst,141
2710,Ronald K Castellano,A5020449422,fuzzy,I33213144,round2_inst,152
2711,Juana Moreno,A5100642648,alias,I24571045,round2_inst,296
2712,Michael Zudov,A5046929281,alias,I130238516,round2_inst,154
2713,Suresh Dhaniyala,A5015319020,exact,,name_unique,120
2714,Christopher T Culbertson,A5081232411,fuzzy,I189590672,round2_inst,98
2715,Ioan Andricioaei,A5085371660,exact,,name_unique,145
2716,Wenzhi Li,A5100327141,alias,I19700959,round3_semantic,141
2717,Shu Yang,A5087048448,alias,I79576946,round3_semantic,346
2718,Sherine O Obare,A5032853576,fuzzy,I141649380,round2_inst,96
2719,Sarah Brooks,A5027226586,alias,I91045830,round2_inst,135
2720,Jon A Tunge,A5083883381,fuzzy,I146416000,round2_inst,188
2721,Kelsey E Johnson,A5015716582,fuzzy,I51556381,round3_semantic,279
2724,Mohamed Eddaoudi,A5084429473,exact,,name_unique,749
2725,Qing Wang,A5101998489,fuzzy,I130769515,round3_semantic,134
2726,Craig B Arnold,A5080163141,fuzzy,I20089843,round2_inst,337
2728,Mark L Huber,A5004409807,fuzzy,I170897317,round2_inst,98
2729,Craig A Aspinwall,A5089680033,fuzzy,I138006243,round2_inst,85
2730,M. Christina White,A5031631307,exact,I157725225,round2_inst,140
2732,Alexander Demkov,A5080915325,alias,I86519309,round2_inst,419
2733,Ivan J Dmochowski,A5069032140,fuzzy,I79576946,round2_inst,175
2734,Brian T Hentschel,A5047981504,fuzzy,I26538001,round2_inst,32
2735,Stephen A Miller,A5052620431,fuzzy,I91045830,round3_semantic,146
2736,Aaron J Barth,A5019813691,fuzzy,I204250578,round2_inst,500
2737,Dinesh Loomba,A5059640800,alias,I169521973,round2_inst,79
2738,Mikhail V Barybin,A5034110677,fuzzy,I146416000,round2_inst,89
2739,Song Jin,A5046560539,alias,I135310074,round3_semantic,468
2740,Xi Chen,A5100329932,alias,I84218800,round3_semantic,842
2741,Christopher J Chang,A5072113162,fuzzy,I95457486,round2_inst,522
2742,Elchanan Mossel,A5013467728,exact,,name_unique,496
2743,Phil S Baran,A5051379973,fuzzy,I123431417,round2_inst,1021
2744,Brian P Bledsoe,A5073234660,fuzzy,I92446798,round2_inst,201
2745,Brian D Wirth,A5086279355,fuzzy,I95457486,round2_inst,484
2746,Debi Prasad Choudhary,A5029067411,alias,I157638225,round2_inst,167
2747,Brian G Keating,A5065656045,fuzzy,I36258959,round3_semantic,275
2748,Indraneel Ghosh,A5110033372,alias,I138006243,round3_semantic,80
2750,Lihini I Aluwihare,A5085429879,fuzzy,I150209017,round2_inst,117
2751,Nadia Lapusta,A5065232995,alias,I122411786,round2_inst,214
2752,Michael Tomz,A5056371148,alias,I97018004,round2_inst,123
2754,James L Mahoney,A5030883842,fuzzy,I111979921,round3_semantic,211
2755,Jionghua J Jin,A5082991464,fuzzy,I27837315,round3_semantic,98
2756,Anne Steinemann,A5067187470,exact,I201448701,round2_inst,129
2758,Ryosuke Motani,A5047580144,alias,I84218800,round2_inst,125
2759,Latika Menon,A5111732914,alias,I12912129,round2_inst,119
2760,Justin Courcelle,A5013252820,exact,,name_unique,74
2761,Arnoldo Valle-Levinson,A5070049456,exact,I33213144,round3_semantic,325
2762,VijaySekhar Chellaboina,A5022402078,alias,I75027704,round2_inst,235
2763,Mike W Peng,A5013166854,fuzzy,I162577319,round2_inst,259
2764,Matthew D Parker,A5068941532,fuzzy,I137902535,round2_inst,110
2765,Qun Huo,A5070135836,exact,I106165777,round3_semantic,132
2766,Patrick T Mather,A5036819141,fuzzy,I58956616,round2_inst,246
2767,Tarek F Abdelzaher,A5087114395,fuzzy,I157725225,round2_inst,660
2768,Carsten A Ullrich,A5048942154,fuzzy,I76835614,round2_inst,217
2770,Jonathon Cummings,A5040054327,alias,I170897317,round2_inst,73
2771,Ruslan Prozorov,A5033757407,alias,I173911158,round2_inst,679
2772,Bradley D Ritts,A5068191858,fuzzy,I592451,round2_inst,78
2773,Sergey Savrasov,A5033097683,alias,I84218800,round2_inst,198
2774,Lera Boroditsky,A5082687099,exact,,name_unique,117
2775,Max E Tegmark,A5091601455,fuzzy,I63966007,round2_inst,510
2776,David A Bader,A5076610730,fuzzy,I130701444,round2_inst,507
2777,Calin A Belta,A5086742095,fuzzy,I111088046,round2_inst,501
2778,Jeffery L Yarger,A5061428384,fuzzy,I55732556,round2_inst,183
2779,Kirk W Cameron,A5019476126,fuzzy,I859038795,round2_inst,159
2780,Gary S Weissmann,A5032367588,fuzzy,I169521973,round2_inst,129
2782,Christopher Kennedy,A5007504592,alias,I40347166,round3_semantic,95
2783,Ozan Akkus,A5078624568,exact,I219193219,round2_inst,212
2784,Zuo-Jun Shen,A5012457625,alias,I95457486,round3_semantic,418
2785,Kalman Varga,A5034899152,alias,I200719446,round2_inst,346
2786,Gladys M Alexandre,A5052235417,fuzzy,I75027704,round2_inst,69
2787,Daniel Attinger,A5002311206,exact,I78577930,round2_inst,135
2788,Jannette Frandsen,A5038823112,exact,,name_unique,41
2789,Colin A Wolden,A5038166967,fuzzy,I167576493,round2_inst,236
2790,Chongchun Zeng,A5034452233,exact,,name_unique,67
2791,Xin Wang,A5061028507,exact,I59553526,round3_semantic,678
2792,Michael J Garvin,A5019427086,fuzzy,I859038795,round2_inst,118
2794,Amy C Anderson,A5103460438,fuzzy,I140172145,round2_inst,89
2795,Dennis L Wright,A5018320671,fuzzy,I140172145,round3_semantic,224
2796,Lucio Soibelman,A5076723906,exact,,name_unique,183
2797,Steven L Goodbred,A5007757577,fuzzy,,round3_semantic,38
2798,Vladimir V Popik,A5010003133,fuzzy,,round3_semantic,264
2799,Harry Dankowicz,A5076745658,exact,,name_unique,167
2800,Van Vu,A5101525096,alias,I102322142,round3_semantic,210
2801,Anne M Cleary,A5040512114,fuzzy,I92446798,round2_inst,135
2802,Ulrich Haussermann,A5064009429,alias,I55732556,round2_inst,250
2804,Benjamin A Watson,A5016365293,fuzzy,I137902535,round2_inst,160
2805,Sanjukta Bhanja,A5027962442,exact,,name_unique,127
2806,Stefano Curtarolo,A5006314784,alias,I170897317,round2_inst,461
2807,Harold Park,A5006794186,alias,I200719446,round2_inst,280
