row_id,code,scheme-name,funding-commencement-year,grant-status,lead-investigator,primary-field-of-research,current-admin-organisation,host_openalex_id,matched_name,method,relevance,ror,announcement-admin-organisation,announcement_host_openalex_id
181,FT240100685,ARC Future Fellowships,2024,Active,A/Prof Sue-Ann Watson,3103 - Ecology,James Cook University,,,pending,,,James Cook University,
182,FT240100691,ARC Future Fellowships,2024,Active,Dr Selene Fernandez Valverde,3102 - Bioinformatics and Computational Biology,The University of New South Wales,,,pending,,,The University of New South Wales,
183,FT240100693,ARC Future Fellowships,2024,Active,A/Prof Tanya Latty,3103 - Ecology,The University of Sydney,,,pending,,,The University of Sydney,
184,FT240100725,ARC Future Fellowships,2024,Active,Dr Fabio Cortesi,3109 - Zoology,The University of Queensland,,,pending,,,The University of Queensland,
185,FT240100731,ARC Future Fellowships,2024,Active,Prof Anton Kolotilin,3803 - Economic Theory,The University of New South Wales,,,pending,,,The University of New South Wales,
186,FT240100740,ARC Future Fellowships,2024,Active,A/Prof Jody Hobson-Peters,3009 - Veterinary Sciences,The University of Queensland,,,pending,,,The University of Queensland,
187,FT240100767,ARC Future Fellowships,2024,Active,Dr Roland Burke,4303 - Historical Studies,La Trobe University,,,pending,,,La Trobe University,
188,FT240100795,ARC Future Fellowships,2024,Active,A/Prof Norman Do,4904 - Pure Mathematics,Monash University,,,pending,,,Monash University,
189,FT240100798,ARC Future Fellowships,2024,Active,Dr Chen Li,3101 - Biochemistry and Cell Biology,Monash University,,,pending,,,Monash University,
190,FT240100815,ARC Future Fellowships,2024,Active,A/Prof Andrew Phillips,5202 - Biological Psychology,Flinders University,,,pending,,,Flinders University,
191,FT240100816,ARC Future Fellowships,2024,Active,Dr Larisa Labzin,3204 - Immunology,The University of Queensland,,,pending,,,The University of Queensland,
192,FT240100820,ARC Future Fellowships,2024,Active,A/Prof Liang Zheng,4603 - Computer Vision and Multimedia Computation,The Australian National University,,,pending,,,The Australian National University,
193,FT240100821,ARC Future Fellowships,2024,Active,Prof Chen Davidovich,3105 - Genetics,Monash University,,,pending,,,Monash University,
194,FT240100825,ARC Future Fellowships,2024,Active,A/Prof Rodrigo Suarez,3109 - Zoology,The University of Queensland,,,pending,,,The University of Queensland,
195,FT240100831,ARC Future Fellowships,2024,Active,Prof Anjum Naweed,5201 - Applied and Developmental Psychology,Central Queensland University,I74899385,Central Queensland University,exact,106806.836,https://ror.org/023q4bk22,Central Queensland University,I74899385
196,FT240100832,ARC Future Fellowships,2024,Active,Prof Zhifeng Bao,4605 - Data Management and Data Science,The University of Queensland,,,pending,,,The University of Queensland,
197,FT240100854,ARC Future Fellowships,2024,Active,Dr Xiaodan Huang,4016 - Materials Engineering,The University of Queensland,,,pending,,,The University of Queensland,
198,FT240100855,ARC Future Fellowships,2024,Active,Prof Timothy Legrand,4408 - Political Science,The University of Adelaide,,,pending,,,The University of Adelaide,
199,FT240100856,ARC Future Fellowships,2024,Active,A/Prof Martin Polkinghorne,4301 - Archaeology,Flinders University,,,pending,,,Flinders University,
200,FT230100001,ARC Future Fellowships,2023,Active,A/Prof Nicolas Flament,3706 - Geophysics,University of Wollongong,,,pending,,,University of Wollongong,
201,FT230100002,ARC Future Fellowships,2023,Active,A/Prof Murad Tayebjee,4016 - Materials Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
202,FT230100010,ARC Future Fellowships,2023,Active,Dr Jonathan Redshaw,5201 - Applied and Developmental Psychology,The University of Queensland,,,pending,,,The University of Queensland,
203,FT230100021,ARC Future Fellowships,2023,Active,Prof Yolande Strengers,4410 - Sociology,Monash University,,,pending,,,Monash University,
204,FT230100030,ARC Future Fellowships,2023,Active,Dr Helen Young,4702 - Cultural Studies,Deakin University,,,pending,,,Deakin University,
205,FT230100054,ARC Future Fellowships,2023,Active,Prof Rosalie Hocking,3402 - Inorganic Chemistry,Swinburne University of Technology,,,pending,,,Swinburne University of Technology,
206,FT230100058,ARC Future Fellowships,2023,Active,Dr Daria Smirnova,4018 - Nanotechnology,The Australian National University,,,pending,,,The Australian National University,
207,FT230100059,ARC Future Fellowships,2023,Active,Prof Zongyou Yin,3403 - Macromolecular and Materials Chemistry,The Australian National University,,,pending,,,The Australian National University,
208,FT230100062,ARC Future Fellowships,2023,Active,Dr Bill Söderström,3107 - Microbiology,University of Technology Sydney,,,pending,,,University of Technology Sydney,
209,FT230100065,ARC Future Fellowships,2023,Active,A/Prof Yichao Wang,4016 - Materials Engineering,RMIT University,,,pending,,,Deakin University,
210,FT230100067,ARC Future Fellowships,2023,Active,Dr Julien Cooper,4301 - Archaeology,Macquarie University,,,pending,,,Macquarie University,
211,FT230100084,ARC Future Fellowships,2023,Active,A/Prof Frank Sainsbury,3101 - Biochemistry and Cell Biology,Griffith University,,,pending,,,Griffith University,
212,FT230100092,ARC Future Fellowships,2023,Active,Dr David Baraglia,4904 - Pure Mathematics,The University of Adelaide,,,pending,,,The University of Adelaide,
213,FT230100104,ARC Future Fellowships,2023,Active,A/Prof Xi (Forest) Zhu,"4009 - Electronics, Sensors and Digital Hardware",University of Technology Sydney,,,pending,,,University of Technology Sydney,
214,FT230100109,ARC Future Fellowships,2023,Active,A/Prof Wenhua Zhao,4015 - Maritime Engineering,The University of Queensland,,,pending,,,The University of Western Australia,
215,FT230100115,ARC Future Fellowships,2023,Active,Dr Tom Geue,4705 - Literary Studies,The Australian National University,,,pending,,,The Australian National University,
216,FT230100116,ARC Future Fellowships,2023,Active,A/Prof Jin Zhang,4016 - Materials Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
217,FT230100119,ARC Future Fellowships,2023,Active,Prof Anina Rich,5202 - Biological Psychology,Macquarie University,,,pending,,,Macquarie University,
218,FT230100121,ARC Future Fellowships,2023,Active,Prof Ling Chen,4605 - Data Management and Data Science,University of Technology Sydney,,,pending,,,University of Technology Sydney,
219,FT230100125,ARC Future Fellowships,2023,Active,Prof Tu'uhevaha Kaitu'u-Lino,3109 - Zoology,The University of Melbourne,,,pending,,,The University of Melbourne,
220,FT230100126,ARC Future Fellowships,2023,Active,A/Prof Daniel Preston,3403 - Macromolecular and Materials Chemistry,The Australian National University,,,pending,,,The Australian National University,
221,FT230100131,ARC Future Fellowships,2023,Active,Prof Hannah Badland,3304 - Urban and Regional Planning,RMIT University,,,pending,,,RMIT University,
222,FT230100138,ARC Future Fellowships,2023,Active,Prof Cedric Bardy,3209 - Neurosciences,Flinders University,,,pending,,,Flinders University,
223,FT230100154,ARC Future Fellowships,2023,Active,A/Prof Matthew Griffith,4003 - Biomedical Engineering,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Sydney,
224,FT230100158,ARC Future Fellowships,2023,Active,A/Prof Hangwei Hu,4106 - Soil Sciences,The University of Melbourne,,,pending,,,The University of Melbourne,
225,FT230100172,ARC Future Fellowships,2023,Closed,Prof Dr Rene Koenigs,3405 - Organic Chemistry,Flinders University,,,pending,,,Flinders University,
226,FT230100180,ARC Future Fellowships,2023,Active,Dr Yuman Zhu,4014 - Manufacturing Engineering,Monash University,,,pending,,,Monash University,
227,FT230100192,ARC Future Fellowships,2023,Active,Dr Jingrun Ran,4016 - Materials Engineering,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
228,FT230100193,ARC Future Fellowships,2023,Active,Prof Danielle Way,3199 - Other Biological Sciences,The Australian National University,,,pending,,,The Australian National University,
229,FT230100203,ARC Future Fellowships,2023,Active,A/Prof Tatiana Soares da Costa,3108 - Plant Biology,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
230,FT230100207,ARC Future Fellowships,2023,Active,Prof Katie Barclay,4303 - Historical Studies,Macquarie University,,,pending,,,Macquarie University,
231,FT230100209,ARC Future Fellowships,2023,Active,A/Prof Yi Liu,3707 - Hydrology,The University of New South Wales,,,pending,,,The University of New South Wales,
232,FT230100214,ARC Future Fellowships,2023,Active,Dr Karen Filbee-Dexter,3103 - Ecology,The University of Western Australia,,,pending,,,The University of Western Australia,
233,FT230100220,ARC Future Fellowships,2023,Active,Prof David Nisbet,3209 - Neurosciences,The University of Melbourne,,,pending,,,The University of Melbourne,
234,FT230100229,ARC Future Fellowships,2023,Active,Dr JIA WANG,5108 - Quantum Physics,Swinburne University of Technology,,,pending,,,Swinburne University of Technology,
235,FT230100230,ARC Future Fellowships,2023,Active,A/Prof Teresa Ubide,3703 - Geochemistry,The University of Queensland,,,pending,,,The University of Queensland,
236,FT230100234,ARC Future Fellowships,2023,Active,Dr Alexander Fraser,3709 - Physical Geography and Environmental Geoscience,University of Tasmania,,,pending,,,University of Tasmania,
237,FT230100235,ARC Future Fellowships,2023,Active,A/Prof Natalia Egorova-Brumley,5202 - Biological Psychology,The University of Melbourne,,,pending,,,The University of Melbourne,
238,FT230100237,ARC Future Fellowships,2023,Active,Prof Carolyn Hendriks,4408 - Political Science,The Australian National University,,,pending,,,The Australian National University,
239,FT230100240,ARC Future Fellowships,2023,Active,Dr Alistair Senior,3104 - Evolutionary Biology,The University of Sydney,,,pending,,,The University of Sydney,
240,FT230100243,ARC Future Fellowships,2023,Active,Prof Yang Liu,4011 - Environmental Engineering,Queensland University of Technology,,,pending,,,Queensland University of Technology,
241,FT230100249,ARC Future Fellowships,2023,Active,Prof Khoon Lim,4003 - Biomedical Engineering,The University of Sydney,,,pending,,,The University of Sydney,
242,FT230100251,ARC Future Fellowships,2023,Active,Dr Zhiliang Wang,4016 - Materials Engineering,The University of Queensland,,,pending,,,The University of Queensland,
243,FT230100257,ARC Future Fellowships,2023,Active,A/Prof Shiyang Tang,4017 - Mechanical Engineering,The University of New South Wales,,,pending,,,University of Wollongong,
244,FT230100276,ARC Future Fellowships,2023,Active,A/Prof Yamini Narayanan,4406 - Human Geography,Deakin University,,,pending,,,Deakin University,
245,FT230100283,ARC Future Fellowships,2023,Active,A/Prof Georg Fritz,3101 - Biochemistry and Cell Biology,The University of Western Australia,,,pending,,,The University of Western Australia,
246,FT230100296,ARC Future Fellowships,2023,Closed,Dr Joseph Watts,5205 - Social and Personality Psychology,The University of Melbourne,,,pending,,,The University of Melbourne,
247,FT230100297,ARC Future Fellowships,2023,Active,Dr Rachael Weaver,4705 - Literary Studies,University of Tasmania,,,pending,,,The University of Melbourne,
248,FT230100316,ARC Future Fellowships,2023,Active,Prof Min Hong,4016 - Materials Engineering,University of Southern Queensland,,,pending,,,University of Southern Queensland,
249,FT230100333,ARC Future Fellowships,2023,Active,Prof Serena Dipierro,4904 - Pure Mathematics,The University of Western Australia,,,pending,,,The University of Western Australia,
250,FT230100340,ARC Future Fellowships,2023,Active,A/Prof Martin Porr,4301 - Archaeology,The University of Western Australia,,,pending,,,The University of Western Australia,
251,FT230100348,ARC Future Fellowships,2023,Active,Dr Luc Doucet,3703 - Geochemistry,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
252,FT230100352,ARC Future Fellowships,2023,Active,Prof James Osborne,4901 - Applied Mathematics,The University of Melbourne,,,pending,,,The University of Melbourne,
253,FT230100388,ARC Future Fellowships,2023,Active,Dr Martin Ploschner,"5102 - Atomic, Molecular and Optical Physics",The University of Queensland,,,pending,,,The University of Queensland,
254,FT230100396,ARC Future Fellowships,2023,Active,Dr Ali Jalili,3004 - Crop and Pasture Production,The University of New South Wales,,,pending,,,The University of New South Wales,
255,FT230100400,ARC Future Fellowships,2023,Active,A/Prof Johanna Kenyon,3107 - Microbiology,Griffith University,,,pending,,,Queensland University of Technology,
256,FT230100401,ARC Future Fellowships,2023,Active,Prof Carolyn MacCann,5205 - Social and Personality Psychology,The University of Sydney,,,pending,,,The University of Sydney,
257,FT230100402,ARC Future Fellowships,2023,Active,Dr Carly Cook,4104 - Environmental Management,Monash University,,,pending,,,Monash University,
258,FT230100423,ARC Future Fellowships,2023,Active,Dr Kim Loh,3101 - Biochemistry and Cell Biology,Australian Catholic University,I86695891,Australian Catholic University,exact,95401.375,https://ror.org/04cxm4j25,Australian Catholic University,I86695891
259,FT230100426,ARC Future Fellowships,2023,Active,A/Prof Mahsa Baktashmotlagh,4605 - Data Management and Data Science,The University of Queensland,,,pending,,,The University of Queensland,
260,FT230100436,ARC Future Fellowships,2023,Active,Dr Wenxian Li,4016 - Materials Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
261,FT230100462,ARC Future Fellowships,2023,Active,Prof Jonathan Benjamin,4301 - Archaeology,Flinders University,,,pending,,,Flinders University,
262,FT230100465,ARC Future Fellowships,2023,Active,A/Prof Andrii Slonchak,3107 - Microbiology,The University of Queensland,,,pending,,,The University of Queensland,
