row_id,code,institution,host_openalex_id,matched_name
146,FT240100383,The University of Queensland,I165143802,The University of Queensland
147,FT240100384,The University of New South Wales,I31746571,(manual)
148,FT240100396,Monash University,I56590836,Monash University
149,FT240100398,The University of New South Wales,I31746571,(manual)
150,FT240100405,The University of Queensland,I165143802,The University of Queensland
151,FT240100418,The University of Sydney,I129604602,The University of Sydney
152,FT240100420,Adelaide University,I4405259444,Adelaide University
153,FT240100422,Flinders University,I169541294,Flinders University
154,FT240100427,Western Sydney University,I63525965,Western Sydney University
155,FT240100466,University of Tasmania,I129801699,University of Tasmania
156,FT240100473,University of Tasmania,I129801699,University of Tasmania
157,FT240100475,The University of Western Australia,I177877127,The University of Western Australia
158,FT240100491,Monash University,I56590836,Monash University
159,FT240100498,The Australian National University,I118347636,(manual)
160,FT240100502,Monash University,I56590836,Monash University
161,FT240100506,The University of Melbourne,I165779595,The University of Melbourne
162,FT240100511,Monash University,I56590836,Monash University
163,FT240100514,Griffith University,I11701301,Griffith University
164,FT240100519,University of Tasmania,I129801699,University of Tasmania
165,FT240100520,The University of Queensland,I165143802,The University of Queensland
166,FT240100522,The Australian National University,I118347636,(manual)
167,FT240100555,The University of Melbourne,I165779595,The University of Melbourne
168,FT240100558,Flinders University,I169541294,Flinders University
169,FT240100578,The University of Sydney,I129604602,The University of Sydney
170,FT240100584,The University of New South Wales,I31746571,(manual)
171,FT240100587,The University of Western Australia,I177877127,The University of Western Australia
172,FT240100592,The University of Queensland,I165143802,The University of Queensland
173,FT240100596,University of Technology Sydney,I114017466,University of Technology Sydney
174,FT240100607,The University of New South Wales,I31746571,(manual)
175,FT240100614,The University of Sydney,I129604602,The University of Sydney
176,FT240100621,Griffith University,I11701301,Griffith University
177,FT240100641,Adelaide University,I4405259444,Adelaide University
178,FT240100653,University of Canberra,I188329596,University of Canberra
179,FT240100665,The University of Sydney,I129604602,The University of Sydney
180,FT240100673,Federation University Australia,I149672521,(manual)
181,FT240100685,James Cook University,I86467917,James Cook University
182,FT240100691,The University of New South Wales,I31746571,(manual)
183,FT240100693,The University of Sydney,I129604602,The University of Sydney
184,FT240100725,The University of Queensland,I165143802,The University of Queensland
185,FT240100731,The University of New South Wales,I31746571,(manual)
186,FT240100740,The University of Queensland,I165143802,The University of Queensland
187,FT240100767,La Trobe University,I196829312,La Trobe University
188,FT240100795,Monash University,I56590836,Monash University
189,FT240100798,Monash University,I56590836,Monash University
190,FT240100815,Flinders University,I169541294,Flinders University
191,FT240100816,The University of Queensland,I165143802,The University of Queensland
192,FT240100820,The Australian National University,I118347636,(manual)
193,FT240100821,Monash University,I56590836,Monash University
194,FT240100825,The University of Queensland,I165143802,The University of Queensland
195,FT240100831,Central Queensland University,I74899385,Central Queensland University
196,FT240100832,The University of Queensland,I165143802,The University of Queensland
197,FT240100854,The University of Queensland,I165143802,The University of Queensland
198,FT240100855,The University of Adelaide,I5681781,The University of Adelaide
199,FT240100856,Flinders University,I169541294,Flinders University
200,FT230100001,University of Wollongong,I204824540,University of Wollongong
201,FT230100002,The University of New South Wales,I31746571,(manual)
202,FT230100010,The University of Queensland,I165143802,The University of Queensland
203,FT230100021,Monash University,I56590836,Monash University
204,FT230100030,Deakin University,I149704539,Deakin University
205,FT230100054,Swinburne University of Technology,I57093077,Swinburne University of Technology
206,FT230100058,The Australian National University,I118347636,(manual)
207,FT230100059,The Australian National University,I118347636,(manual)
208,FT230100062,University of Technology Sydney,I114017466,University of Technology Sydney
209,FT230100065,RMIT University,I82951845,RMIT University
210,FT230100067,Macquarie University,I99043593,Macquarie University
211,FT230100084,Griffith University,I11701301,Griffith University
212,FT230100092,The University of Adelaide,I5681781,The University of Adelaide
213,FT230100104,University of Technology Sydney,I114017466,University of Technology Sydney
214,FT230100109,The University of Queensland,I165143802,The University of Queensland
215,FT230100115,The Australian National University,I118347636,(manual)
216,FT230100116,The University of New South Wales,I31746571,(manual)
217,FT230100119,Macquarie University,I99043593,Macquarie University
218,FT230100121,University of Technology Sydney,I114017466,University of Technology Sydney
219,FT230100125,The University of Melbourne,I165779595,The University of Melbourne
220,FT230100126,The Australian National University,I118347636,(manual)
221,FT230100131,RMIT University,I82951845,RMIT University
222,FT230100138,Flinders University,I169541294,Flinders University
223,FT230100154,Adelaide University,I4405259444,Adelaide University
224,FT230100158,The University of Melbourne,I165779595,The University of Melbourne
225,FT230100172,Flinders University,I169541294,Flinders University
226,FT230100180,Monash University,I56590836,Monash University
227,FT230100192,Adelaide University,I4405259444,Adelaide University
228,FT230100193,The Australian National University,I118347636,(manual)
229,FT230100203,Adelaide University,I4405259444,Adelaide University
230,FT230100207,Macquarie University,I99043593,Macquarie University
231,FT230100209,The University of New South Wales,I31746571,(manual)
232,FT230100214,The University of Western Australia,I177877127,The University of Western Australia
233,FT230100220,The University of Melbourne,I165779595,The University of Melbourne
234,FT230100229,Swinburne University of Technology,I57093077,Swinburne University of Technology
235,FT230100230,The University of Queensland,I165143802,The University of Queensland
236,FT230100234,University of Tasmania,I129801699,University of Tasmania
237,FT230100235,The University of Melbourne,I165779595,The University of Melbourne
238,FT230100237,The Australian National University,I118347636,(manual)
239,FT230100240,The University of Sydney,I129604602,The University of Sydney
240,FT230100243,Queensland University of Technology,I160993911,Queensland University of Technology
241,FT230100249,The University of Sydney,I129604602,The University of Sydney
242,FT230100251,The University of Queensland,I165143802,The University of Queensland
243,FT230100257,The University of New South Wales,I31746571,(manual)
244,FT230100276,Deakin University,I149704539,Deakin University
245,FT230100283,The University of Western Australia,I177877127,The University of Western Australia
246,FT230100296,The University of Melbourne,I165779595,The University of Melbourne
247,FT230100297,University of Tasmania,I129801699,University of Tasmania
248,FT230100316,University of Southern Queensland,I185523456,University of Southern Queensland
249,FT230100333,The University of Western Australia,I177877127,The University of Western Australia
250,FT230100340,The University of Western Australia,I177877127,The University of Western Australia
251,FT230100348,Curtin University,I205640436,Curtin University
252,FT230100352,The University of Melbourne,I165779595,The University of Melbourne
253,FT230100388,The University of Queensland,I165143802,The University of Queensland
254,FT230100396,The University of New South Wales,I31746571,(manual)
255,FT230100400,Griffith University,I11701301,Griffith University
256,FT230100401,The University of Sydney,I129604602,The University of Sydney
257,FT230100402,Monash University,I56590836,Monash University
258,FT230100423,Australian Catholic University,I86695891,Australian Catholic University
259,FT230100426,The University of Queensland,I165143802,The University of Queensland
260,FT230100436,The University of New South Wales,I31746571,(manual)
261,FT230100462,Flinders University,I169541294,Flinders University
262,FT230100465,The University of Queensland,I165143802,The University of Queensland
263,FT230100468,The University of Queensland,I165143802,The University of Queensland
264,FT230100475,RMIT University,I82951845,RMIT University
265,FT230100476,The University of Melbourne,I165779595,The University of Melbourne
266,FT230100478,Macquarie University,I99043593,Macquarie University
267,FT230100480,The University of Melbourne,I165779595,The University of Melbourne
268,FT230100489,The University of Sydney,I129604602,The University of Sydney
269,FT230100499,Flinders University,I169541294,Flinders University
270,FT230100504,The University of New South Wales,I31746571,(manual)
271,FT230100513,The University of Queensland,I165143802,The University of Queensland
272,FT230100517,University of Southern Queensland,I185523456,University of Southern Queensland
273,FT230100519,The University of Sydney,I129604602,The University of Sydney
274,FT230100524,The University of Adelaide,I5681781,The University of Adelaide
275,FT230100526,Adelaide University,I4405259444,Adelaide University
276,FT230100537,The Australian National University,I118347636,(manual)
277,FT230100545,The University of New South Wales,I31746571,(manual)
278,FT230100547,The University of Queensland,I165143802,The University of Queensland
279,FT230100549,The University of Sydney,I129604602,The University of Sydney
280,FT230100559,The University of Melbourne,I165779595,The University of Melbourne
281,FT230100560,Queensland University of Technology,I160993911,Queensland University of Technology
282,FT230100563,The Australian National University,I118347636,(manual)
283,FT230100565,Monash University,I56590836,Monash University
284,FT230100571,RMIT University,I82951845,RMIT University
285,FT230100588,Monash University,I56590836,Monash University
286,FT230100595,Macquarie University,I99043593,Macquarie University
287,FT230100598,Adelaide University,I4405259444,Adelaide University
288,FT230100612,The Australian National University,I118347636,(manual)
289,FT230100629,University of Wollongong,I204824540,University of Wollongong
290,FT230100648,Adelaide University,I4405259444,Adelaide University
291,FT230100651,The University of Western Australia,I177877127,The University of Western Australia
292,FT230100653,The University of Sydney,I129604602,The University of Sydney
293,FT230100656,Monash University,I56590836,Monash University
294,FT230100658,Adelaide University,I4405259444,Adelaide University
295,FT230100681,Victoria University,I71270174,Victoria University
296,FT230100683,The University of Queensland,I165143802,The University of Queensland
297,FT230100697,The University of New South Wales,I31746571,(manual)
298,FT230100710,Macquarie University,I99043593,Macquarie University
299,FT230100724,Queensland University of Technology,I160993911,Queensland University of Technology
300,FT220100009,The University of New South Wales,I31746571,(manual)
301,FT220100010,The Australian National University,I118347636,(manual)
302,FT220100017,Western Sydney University,I63525965,Western Sydney University
303,FT220100018,University of Technology Sydney,I114017466,University of Technology Sydney
304,FT220100023,La Trobe University,I196829312,La Trobe University
305,FT220100024,The Australian National University,I118347636,(manual)
306,FT220100046,University of Wollongong,I204824540,University of Wollongong
307,FT220100053,University of Technology Sydney,I114017466,University of Technology Sydney
308,FT220100054,Flinders University,I169541294,Flinders University
309,FT220100062,Deakin University,I149704539,Deakin University
310,FT220100069,The University of Queensland,I165143802,The University of Queensland
311,FT220100073,Deakin University,I149704539,Deakin University
312,FT220100076,The University of Sydney,I129604602,The University of Sydney
313,FT220100078,Flinders University,I169541294,Flinders University
314,FT220100091,The University of Melbourne,I165779595,The University of Melbourne
315,FT220100092,The University of New South Wales,I31746571,(manual)
316,FT220100094,The University of New South Wales,I31746571,(manual)
317,FT220100096,University of Tasmania,I129801699,University of Tasmania
318,FT220100100,The University of New South Wales,I31746571,(manual)
319,FT220100103,The University of Queensland,I165143802,The University of Queensland
320,FT220100106,Queensland University of Technology,I160993911,Queensland University of Technology
321,FT220100115,The University of Sydney,I129604602,The University of Sydney
322,FT220100119,Macquarie University,I99043593,Macquarie University
323,FT220100125,The University of Sydney,I129604602,The University of Sydney
324,FT220100149,The University of Melbourne,I165779595,The University of Melbourne
325,FT220100152,Macquarie University,I99043593,Macquarie University
326,FT220100159,The University of New South Wales,I31746571,(manual)
327,FT220100166,University of Southern Queensland,I185523456,University of Southern Queensland
328,FT220100177,The University of New South Wales,I31746571,(manual)
329,FT220100178,University of Wollongong,I204824540,University of Wollongong
330,FT220100184,Flinders University,I169541294,Flinders University
331,FT220100186,The University of Queensland,I165143802,The University of Queensland
332,FT220100209,Queensland University of Technology,I160993911,Queensland University of Technology
333,FT220100210,University of Tasmania,I129801699,University of Tasmania
334,FT220100253,The University of Melbourne,I165779595,The University of Melbourne
335,FT220100276,The Australian National University,I118347636,(manual)
336,FT220100290,Monash University,I56590836,Monash University
337,FT220100294,Monash University,I56590836,Monash University
338,FT220100318,The University of Sydney,I129604602,The University of Sydney
339,FT220100319,The University of Melbourne,I165779595,The University of Melbourne
340,FT220100330,The University of Newcastle,I78757542,(manual)
341,FT220100345,The University of Melbourne,I165779595,The University of Melbourne
342,FT220100350,The University of Queensland,I165143802,The University of Queensland
343,FT220100351,Deakin University,I149704539,Deakin University
344,FT220100359,The University of Sydney,I129604602,The University of Sydney
345,FT220100368,The University of Sydney,I129604602,The University of Sydney
346,FT220100388,The University of New South Wales,I31746571,(manual)
347,FT220100391,The University of New South Wales,I31746571,(manual)
348,FT220100405,Swinburne University of Technology,I57093077,Swinburne University of Technology
349,FT220100418,The University of Melbourne,I165779595,The University of Melbourne
350,FT220100427,Macquarie University,I99043593,Macquarie University
351,FT220100474,The University of New South Wales,I31746571,(manual)
352,FT220100475,The University of New South Wales,I31746571,(manual)
353,FT220100479,The University of New South Wales,I31746571,(manual)
354,FT220100485,The University of Queensland,I165143802,The University of Queensland
355,FT220100487,The University of Queensland,I165143802,The University of Queensland
356,FT220100493,The University of Melbourne,I165779595,The University of Melbourne
357,FT220100496,Monash University,I56590836,Monash University
358,FT220100509,Monash University,I56590836,Monash University
359,FT220100515,RMIT University,I82951845,RMIT University
360,FT220100543,Macquarie University,I99043593,Macquarie University
361,FT220100552,RMIT University,I82951845,RMIT University
362,FT220100557,The University of Newcastle,I78757542,(manual)
363,FT220100559,RMIT University,I82951845,RMIT University
364,FT220100561,University of Technology Sydney,I114017466,University of Technology Sydney
365,FT220100564,Monash University,I56590836,Monash University
366,FT220100566,Curtin University,I205640436,Curtin University
367,FT220100583,The University of Queensland,I165143802,The University of Queensland
368,FT220100599,The University of New South Wales,I31746571,(manual)
369,FT220100601,The University of Sydney,I129604602,The University of Sydney
370,FT220100610,University of Technology Sydney,I114017466,University of Technology Sydney
371,FT220100615,The University of Notre Dame Australia,I93396115,The University of Notre Dame Australia
372,FT220100617,Monash University,I56590836,Monash University
373,FT220100618,RMIT University,I82951845,RMIT University
374,FT220100629,The University of Melbourne,I165779595,The University of Melbourne
375,FT220100650,The University of Melbourne,I165779595,The University of Melbourne
376,FT220100652,University of Tasmania,I129801699,University of Tasmania
377,FT220100656,University of Technology Sydney,I114017466,University of Technology Sydney
378,FT220100666,The University of Queensland,I165143802,The University of Queensland
379,FT220100669,Macquarie University,I99043593,Macquarie University
380,FT220100670,The Australian National University,I118347636,(manual)
381,FT220100679,Monash University,I56590836,Monash University
382,FT220100690,The University of Sydney,I129604602,The University of Sydney
383,FT220100695,Flinders University,I169541294,Flinders University
384,FT220100711,The University of New South Wales,I31746571,(manual)
385,FT220100713,The University of Queensland,I165143802,The University of Queensland
386,FT220100717,The University of Sydney,I129604602,The University of Sydney
387,FT220100732,The University of Sydney,I129604602,The University of Sydney
388,FT220100738,The University of Queensland,I165143802,The University of Queensland
389,FT220100742,Monash University,I56590836,Monash University
390,FT220100749,Deakin University,I149704539,Deakin University
391,FT220100756,Queensland University of Technology,I160993911,Queensland University of Technology
392,FT220100757,The University of New South Wales,I31746571,(manual)
393,FT220100769,Deakin University,I149704539,Deakin University
394,FT220100774,The Australian National University,I118347636,(manual)
395,FT220100792,The Australian National University,I118347636,(manual)
396,FT220100798,Swinburne University of Technology,I57093077,Swinburne University of Technology
397,FT220100835,Monash University,I56590836,Monash University
398,FT220100841,Swinburne University of Technology,I57093077,Swinburne University of Technology
399,FT220100857,The University of Sydney,I129604602,The University of Sydney
400,FT210100168,The University of New South Wales,I31746571,(manual)
401,FT210100034,The University of Melbourne,I165779595,The University of Melbourne
402,FT210100050,Curtin University,I205640436,Curtin University
403,FT210100063,Curtin University,I205640436,Curtin University
404,FT210100065,The University of Melbourne,I165779595,The University of Melbourne
405,FT210100080,Griffith University,I11701301,Griffith University
406,FT210100085,Swinburne University of Technology,I57093077,Swinburne University of Technology
407,FT210100097,Griffith University,I11701301,Griffith University
408,FT210100100,University of Technology Sydney,I114017466,University of Technology Sydney
409,FT210100113,The University of Melbourne,I165779595,The University of Melbourne
410,FT210100118,The University of Adelaide,I5681781,The University of Adelaide
411,FT210100150,The University of New South Wales,I31746571,(manual)
412,FT210100165,The University of New South Wales,I31746571,(manual)
413,FT210100173,The University of New South Wales,I31746571,(manual)
414,FT210100176,The University of New South Wales,I31746571,(manual)
415,FT210100183,Monash University,I56590836,Monash University
416,FT210100186,The University of New South Wales,I31746571,(manual)
417,FT210100193,The University of Melbourne,I165779595,The University of Melbourne
418,FT210100210,The University of Sydney,I129604602,The University of Sydney
419,FT210100218,The University of Sydney,I129604602,The University of Sydney
420,FT210100228,The University of Sydney,I129604602,The University of Sydney
421,FT210100229,Queensland University of Technology,I160993911,Queensland University of Technology
422,FT210100234,Central Queensland University,I74899385,Central Queensland University
423,FT210100241,Macquarie University,I99043593,Macquarie University
424,FT210100243,Queensland University of Technology,I160993911,Queensland University of Technology
425,FT210100244,The University of Sydney,I129604602,The University of Sydney
426,FT210100256,The University of Melbourne,I165779595,The University of Melbourne
427,FT210100260,Queensland University of Technology,I160993911,Queensland University of Technology
428,FT210100263,Queensland University of Technology,I160993911,Queensland University of Technology
429,FT210100264,Flinders University,I169541294,Flinders University
430,FT210100266,The University of Queensland,I165143802,The University of Queensland
431,FT210100268,The University of Western Australia,I177877127,The University of Western Australia
432,FT210100271,La Trobe University,I196829312,La Trobe University
433,FT210100278,Deakin University,I149704539,Deakin University
434,FT210100298,RMIT University,I82951845,RMIT University
435,FT210100303,The University of New South Wales,I31746571,(manual)
436,FT210100320,Macquarie University,I99043593,Macquarie University
437,FT210100335,The University of Queensland,I165143802,The University of Queensland
438,FT210100345,Macquarie University,I99043593,Macquarie University
439,FT210100355,The University of New South Wales,I31746571,(manual)
440,FT210100356,The University of Sydney,I129604602,The University of Sydney
441,FT210100357,Macquarie University,I99043593,Macquarie University
442,FT210100364,The University of New South Wales,I31746571,(manual)
443,FT210100366,The University of Adelaide,I5681781,The University of Adelaide
444,FT210100392,The Australian National University,I118347636,(manual)
445,FT210100405,The University of Melbourne,I165779595,The University of Melbourne
446,FT210100422,The University of Sydney,I129604602,The University of Sydney
447,FT210100440,The Australian National University,I118347636,(manual)
448,FT210100448,Flinders University,I169541294,Flinders University
449,FT210100452,The Australian National University,I118347636,(manual)
450,FT210100455,Macquarie University,I99043593,Macquarie University
451,FT210100459,The University of New South Wales,I31746571,(manual)
452,FT210100485,University of Southern Queensland,I185523456,University of Southern Queensland
453,FT210100495,The Australian National University,I118347636,(manual)
454,FT210100498,Western Sydney University,I63525965,Western Sydney University
455,FT210100506,Curtin University,I205640436,Curtin University
456,FT210100509,Curtin University,I205640436,Curtin University
457,FT210100512,Griffith University,I11701301,Griffith University
458,FT210100514,The University of Melbourne,I165779595,The University of Melbourne
459,FT210100521,Queensland University of Technology,I160993911,Queensland University of Technology
460,FT210100537,The University of Melbourne,I165779595,The University of Melbourne
461,FT210100543,The University of Melbourne,I165779595,The University of Melbourne
462,FT210100557,University of Tasmania,I129801699,University of Tasmania
463,FT210100579,Queensland University of Technology,I160993911,Queensland University of Technology
464,FT210100589,The University of Queensland,I165143802,The University of Queensland
465,FT210100593,The University of Queensland,I165143802,The University of Queensland
466,FT210100617,Griffith University,I11701301,Griffith University
467,FT210100623,The Australian National University,I118347636,(manual)
468,FT210100624,The University of Queensland,I165143802,The University of Queensland
469,FT210100652,The University of Melbourne,I165779595,The University of Melbourne
470,FT210100655,Queensland University of Technology,I160993911,Queensland University of Technology
471,FT210100656,Curtin University,I205640436,Curtin University
472,FT210100663,Griffith University,I11701301,Griffith University
473,FT210100667,The University of New South Wales,I31746571,(manual)
474,FT210100668,The University of New South Wales,I31746571,(manual)
475,FT210100669,RMIT University,I82951845,RMIT University
476,FT210100675,The University of Queensland,I165143802,The University of Queensland
477,FT210100694,Adelaide University,I4405259444,Adelaide University
478,FT210100715,Macquarie University,I99043593,Macquarie University
479,FT210100724,The Australian National University,I118347636,(manual)
480,FT210100728,RMIT University,I82951845,RMIT University
481,FT210100737,Macquarie University,I99043593,Macquarie University
482,FT210100759,The Australian National University,I118347636,(manual)
483,FT210100786,Monash University,I56590836,Monash University
484,FT210100789,The University of Adelaide,I5681781,The University of Adelaide
485,FT210100792,University of Tasmania,I129801699,University of Tasmania
486,FT210100798,University of Tasmania,I129801699,University of Tasmania
487,FT210100804,RMIT University,I82951845,RMIT University
488,FT210100806,RMIT University,I82951845,RMIT University
489,FT210100809,The Australian National University,I118347636,(manual)
490,FT210100810,The University of Adelaide,I5681781,The University of Adelaide
491,FT210100812,The University of Queensland,I165143802,The University of Queensland
492,FT210100844,The University of New South Wales,I31746571,(manual)
493,FT210100851,The University of New England,I90745801,University of New England
494,FT210100857,Curtin University,I205640436,Curtin University
495,FT210100858,The University of Sydney,I129604602,The University of Sydney
496,FT210100873,Curtin University,I205640436,Curtin University
497,FT210100899,RMIT University,I82951845,RMIT University
498,FT210100902,The University of Western Australia,I177877127,The University of Western Australia
499,FT210100906,The University of Adelaide,I5681781,The University of Adelaide
500,FT210100926,Swinburne University of Technology,I57093077,Swinburne University of Technology
501,FT200100006,University of Wollongong,I204824540,University of Wollongong
502,FT200100015,Griffith University,I11701301,Griffith University
503,FT200100024,The University of Melbourne,I165779595,The University of Melbourne
504,FT200100025,The University of Melbourne,I165779595,The University of Melbourne
505,FT200100049,University of Tasmania,I129801699,University of Tasmania
506,FT200100055,The University of Western Australia,I177877127,The University of Western Australia
507,FT200100062,The University of Adelaide,I5681781,The University of Adelaide
508,FT200100073,RMIT University,I82951845,RMIT University
509,FT200100096,Queensland University of Technology,I160993911,Queensland University of Technology
510,FT200100098,The University of Melbourne,I165779595,The University of Melbourne
511,FT200100099,Deakin University,I149704539,Deakin University
512,FT200100100,RMIT University,I82951845,RMIT University
513,FT200100102,University of Tasmania,I129801699,University of Tasmania
514,FT200100108,Monash University,I56590836,Monash University
515,FT200100135,The Australian National University,I118347636,(manual)
516,FT200100148,Macquarie University,I99043593,Macquarie University
517,FT200100154,University of South Australia,I170239107,University of South Australia
518,FT200100169,The University of Queensland,I165143802,The University of Queensland
519,FT200100179,The University of Queensland,I165143802,The University of Queensland
520,FT200100183,Curtin University,I205640436,Curtin University
521,FT200100185,The University of Sydney,I129604602,The University of Sydney
522,FT200100188,The University of Queensland,I165143802,The University of Queensland
523,FT200100190,The University of Sydney,I129604602,The University of Sydney
524,FT200100192,The University of Queensland,I165143802,The University of Queensland
525,FT200100209,La Trobe University,I196829312,La Trobe University
526,FT200100218,Monash University,I56590836,Monash University
527,FT200100221,Monash University,I56590836,Monash University
528,FT200100242,The Australian National University,I118347636,(manual)
529,FT200100243,The University of Western Australia,I177877127,The University of Western Australia
530,FT200100246,Queensland University of Technology,I160993911,Queensland University of Technology
531,FT200100259,RMIT University,I82951845,RMIT University
532,FT200100264,University of Technology Sydney,I114017466,University of Technology Sydney
533,FT200100270,The University of Melbourne,I165779595,The University of Melbourne
534,FT200100279,The University of Queensland,I165143802,The University of Queensland
535,FT200100301,Flinders University,I169541294,Flinders University
536,FT200100314,The University of Queensland,I165143802,The University of Queensland
537,FT200100317,Monash University,I56590836,Monash University
538,FT200100329,The University of Queensland,I165143802,The University of Queensland
539,FT200100346,Deakin University,I149704539,Deakin University
540,FT200100353,The University of New South Wales,I31746571,(manual)
541,FT200100369,The University of New South Wales,I31746571,(manual)
542,FT200100372,The University of New England,I90745801,University of New England
543,FT200100375,The University of Western Australia,I177877127,The University of Western Australia
544,FT200100381,The Australian National University,I118347636,(manual)
545,FT200100390,Griffith University,I11701301,Griffith University
546,FT200100399,The Australian National University,I118347636,(manual)
547,FT200100401,The University of Melbourne,I165779595,The University of Melbourne
548,FT200100421,The Australian National University,I118347636,(manual)
549,FT200100422,Curtin University,I205640436,Curtin University
550,FT200100427,The University of New South Wales,I31746571,(manual)
551,FT200100431,The University of Melbourne,I165779595,The University of Melbourne
552,FT200100446,Queensland University of Technology,I160993911,Queensland University of Technology
553,FT200100449,Southern Cross University,I66809481,Southern Cross University
554,FT200100457,The University of Melbourne,I165779595,The University of Melbourne
555,FT200100464,The University of Sydney,I129604602,The University of Sydney
556,FT200100495,Griffith University,I11701301,Griffith University
557,FT200100502,The University of New South Wales,I31746571,(manual)
558,FT200100519,Flinders University,I169541294,Flinders University
559,FT200100525,Macquarie University,I99043593,Macquarie University
560,FT200100536,The University of Adelaide,I5681781,The University of Adelaide
561,FT200100539,The University of Sydney,I129604602,The University of Sydney
562,FT200100572,Griffith University,I11701301,Griffith University
563,FT200100573,The University of Western Australia,I177877127,The University of Western Australia
564,FT200100590,Macquarie University,I99043593,Macquarie University
565,FT200100597,Deakin University,I149704539,Deakin University
566,FT200100604,RMIT University,I82951845,RMIT University
567,FT200100613,The University of Queensland,I165143802,The University of Queensland
568,FT200100619,Monash University,I56590836,Monash University
569,FT200100630,The University of Melbourne,I165779595,The University of Melbourne
570,FT200100656,The University of Sydney,I129604602,The University of Sydney
571,FT200100703,La Trobe University,I196829312,La Trobe University
572,FT200100707,The University of New South Wales,I31746571,(manual)
573,FT200100730,RMIT University,I82951845,RMIT University
574,FT200100732,The University of Melbourne,I165779595,The University of Melbourne
575,FT200100761,Monash University,I56590836,Monash University
576,FT200100787,University of Technology Sydney,I114017466,University of Technology Sydney
577,FT200100798,The University of New South Wales,I31746571,(manual)
578,FT200100809,The University of Sydney,I129604602,The University of Sydney
579,FT200100813,Monash University,I56590836,Monash University
580,FT200100816,The University of Adelaide,I5681781,The University of Adelaide
581,FT200100820,The University of New South Wales,I31746571,(manual)
582,FT200100822,The Australian National University,I118347636,(manual)
583,FT200100834,The University of Melbourne,I165779595,The University of Melbourne
584,FT200100837,The University of Queensland,I165143802,The University of Queensland
585,FT200100843,The University of Queensland,I165143802,The University of Queensland
586,FT200100844,The University of Sydney,I129604602,The University of Sydney
587,FT200100846,University of Tasmania,I129801699,University of Tasmania
588,FT200100870,The University of Adelaide,I5681781,The University of Adelaide
589,FT200100871,The University of Sydney,I129604602,The University of Sydney
590,FT200100880,Monash University,I56590836,Monash University
591,FT200100884,Monash University,I56590836,Monash University
592,FT200100899,The University of Queensland,I165143802,The University of Queensland
593,FT200100914,The Australian National University,I118347636,(manual)
594,FT200100918,Monash University,I56590836,Monash University
595,FT200100928,The University of Melbourne,I165779595,The University of Melbourne
596,FT200100939,The University of Sydney,I129604602,The University of Sydney
597,FT200100942,Monash University,I56590836,Monash University
598,FT200100949,University of Tasmania,I129801699,University of Tasmania
599,FT200100981,The University of Melbourne,I165779595,The University of Melbourne
600,FT200100985,Swinburne University of Technology,I57093077,Swinburne University of Technology
601,FT190100011,Monash University,I56590836,Monash University
602,FT190100014,Monash University,I56590836,Monash University
603,FT190100015,James Cook University,I86467917,James Cook University
604,FT190100017,Curtin University,I205640436,Curtin University
605,FT190100039,Monash University,I56590836,Monash University
606,FT190100058,The University of New South Wales,I31746571,(manual)
607,FT190100062,The University of New South Wales,I31746571,(manual)
608,FT190100072,The University of Melbourne,I165779595,The University of Melbourne
609,FT190100077,Macquarie University,I99043593,Macquarie University
610,FT190100082,University of Wollongong,I204824540,University of Wollongong
611,FT190100083,The University of Western Australia,I177877127,The University of Western Australia
612,FT190100106,Macquarie University,I99043593,Macquarie University
613,FT190100114,The University of Queensland,I165143802,The University of Queensland
614,FT190100129,Queensland University of Technology,I160993911,Queensland University of Technology
615,FT190100144,Swinburne University of Technology,I57093077,Swinburne University of Technology
616,FT190100147,Monash University,I56590836,Monash University
617,FT190100148,Curtin University,I205640436,Curtin University
618,FT190100155,Swinburne University of Technology,I57093077,Swinburne University of Technology
619,FT190100156,The University of New South Wales,I31746571,(manual)
620,FT190100188,University of Southern Queensland,I185523456,University of Southern Queensland
621,FT190100197,The University of New South Wales,I31746571,(manual)
622,FT190100200,The University of Melbourne,I165779595,The University of Melbourne
623,FT190100211,Queensland University of Technology,I160993911,Queensland University of Technology
624,FT190100215,RMIT University,I82951845,RMIT University
625,FT190100218,Monash University,I56590836,Monash University
626,FT190100231,Curtin University,I205640436,Curtin University
627,FT190100232,The University of New South Wales,I31746571,(manual)
628,FT190100234,The University of Melbourne,I165779595,The University of Melbourne
629,FT190100243,The Australian National University,I118347636,(manual)
630,FT190100244,Adelaide University,I4405259444,Adelaide University
631,FT190100247,The Australian National University,I118347636,(manual)
632,FT190100255,The University of Melbourne,I165779595,The University of Melbourne
633,FT190100258,Monash University,I56590836,Monash University
634,FT190100263,University of South Australia,I170239107,University of South Australia
635,FT190100265,Monash University,I56590836,Monash University
636,FT190100266,Monash University,I56590836,Monash University
637,FT190100280,The University of Melbourne,I165779595,The University of Melbourne
638,FT190100293,The University of Melbourne,I165779595,The University of Melbourne
639,FT190100298,The University of New South Wales,I31746571,(manual)
640,FT190100300,The University of Melbourne,I165779595,The University of Melbourne
641,FT190100306,The University of Queensland,I165143802,The University of Queensland
642,FT190100313,The University of Queensland,I165143802,The University of Queensland
643,FT190100335,Griffith University,I11701301,Griffith University
644,FT190100339,The University of New South Wales,I31746571,(manual)
645,FT190100361,The University of New South Wales,I31746571,(manual)
646,FT190100372,RMIT University,I82951845,RMIT University
