rid,aus_name,authorid,sci_name,match_type
1195,Michael Shields,A5099352763,Michael Shields,alias
800,Hao Liu,A5100307262,Liu Hao,alias
15,Anne Thomas,A5102045487,Anne Thomas,alias
218,Ling Chen,A5100300071,Chen Ling,alias
272,Yanjun Zhou,A5002522949,Yanjun Zhou,alias
1154,Bo Li,A5109257901,Li Bo,alias
1029,Hui Feng,A5024810575,Hui Feng,alias
1806,Andrew Francis,A5104759838,Andrew Francis,alias
2003,Charles Warren,A5104793498,Charles Warren,alias
1336,Melinda Hinkson,A5104565076,Melinda Hinkson,alias
1503,Catherine Mills,A5104574311,Catherine Mills,alias
1472,David Turner,A5104584551,David Turner,alias
886,Michael McDonald,A5098782199,Michael McDonald,alias
1280,Stephen Redmond,A5033835271,Stephen Redmond,alias
726,Hariz Halilovich,A5099795500,Hariz Halilovich,alias
419,Li Wei,A5100846490,Wei Li,alias
786,Yi Du,A5100935287,Du Yi,alias
240,Yang Liu,A5100956083,Liu Yang,alias
1396,Wenhui Duan,A5101051629,Duan Wenhui,alias
1768,Michael Smith,A5101068190,Michael Smith,alias
234,JIA WANG,A5101132570,Wang Jia,alias
1154,Bo Li,A5101139199,Bo Li,alias
123,Jun Li,A5101145314,Jun Li,alias
303,Jiajia Zhou,A5101147744,Jiajia Zhou,alias
1753,Dan Li,A5101202883,Dan Li,alias
496,Anthony Brown,A5101366880,Anthony C. Brown,alias
1484,Tao Liu,A5101463545,Tao Liu,alias
240,Yang Liu,A5101633705,Liu Yang,alias
2049,Hong-Yuan Liu,A5101121651,Liu Hongyuan,alias
2069,David Wilson,A5040876849,W Law David,alias
2074,Jean Yang,A5110593993,Jean Yang,alias
2163,Jeremy Smith,A5100903419,Jeremy Smith,alias
1089,Anna Clark,A5102476926,Anna Clark,alias
1167,Robert Lanfear,A5109266868,Robert Lanfear,alias
136,Min Xu,A5109377371,Xu Min,alias
1281,Lisa Butler,A5105058456,Lisa Butler,alias
419,Li Wei,A5100304329,Li Wei,alias
806,Daniel Harris,A5110977618,Daniel Harris,alias
728,Jian Yang,A5110980148,Jian Yang,alias
189,Chen Li,A5098804306,Li Chen,alias
1112,Jacqui True,A5098796933,Jacqui True,alias
644,Natalie Klein,A5099197923,Natalie Klein,alias
1833,Anthony White,A5107190364,Anthony White,alias
240,Yang Liu,A5018867552,Yang Liu,alias
1319,Jason Wong,A5066860977,Jason Wong,alias
111,Martijn Konings,A5080910727,Martijn Konings,alias
103,Jun Zhang,A5103657356,Zhang Jun,alias
831,Ying Zhang,A5071736271,Ying Zhang,alias
1924,Yun Liu,A5085660592,Yun Liu,alias
621,Yang Song,A5065500180,Yang Song,alias
1920,Josephine McDonald,A5005577976,Josephine McDonald,alias
1573,Zhi Ping Xu,A5016897979,XU Zhi-ping,alias
81,Jenny Munro,A5095899881,Jenny Munro,alias
122,Luke Glanville,A5099452513,Luke Glanville,alias
15,Anne Thomas,A5027739912,Anne Thomas,alias
369,Jun Huang,A5085482193,Huang Jun,alias
1593,Min Chen,A5090777282,min chen,alias
242,Zhiliang Wang,A5091769559,Wang Zhi-liang,alias
749,Qiang Fu,A5023876290,Fu Qiang,alias
2000,Jian Li,A5101735348,Jian Li,alias
1976,Christopher Perry,A5113685728,Christopher Perry,alias
745,Karin Nordstrom,A5113667535,Karin Nordström,alias
621,Yang Song,A5102205355,Song Yang,alias
800,Hao Liu,A5101723168,Hao Liu,alias
40,Bo Xia,A5101700245,Bo Xia,alias
270,Julie Brown,A5101168472,Julie Brown,alias
419,Li Wei,A5100859369,Li Wei,alias
1600,Tong Lin,A5081491756,Tong Lin,alias
87,Gang Li,A5102080999,Gang Li,alias
136,Min Xu,A5113882120,Min Xu,alias
1180,Julie Smith,A5046857736,Julie Fitzgerald Smith,alias
1672,Adam Hill,A5058681878,Adam Douglas Hill,alias
2000,Jian Li,A5101872242,Li Jian,alias
492,Zhi Li,A5101450738,Zhi Li,alias
369,Jun Huang,A5102116365,Jun Huang,alias
2192,Stuart Ralph,A5098431389,Ralph Stuart,alias
693,Jun Li,A5050965124,Li-jun,alias
1638,Kelly Smith,A5080102808,Kelly M. Smith,alias
240,Yang Liu,A5012540252,Yang Liu,alias
189,Chen Li,A5104668577,Chen Li,alias
102,Xu Huang,A5013822842,Huang Xu,alias
873,Song Yao,A5033489533,Song Yao,alias
444,Marcus Doherty,A5033853193,Marcus Doherty,alias
240,Yang Liu,A5100994883,Liu Yang,alias
619,Guo Chen,A5101037932,Guo Chen,alias
375,Jason Thompson,A5104840035,Jason Thompson,alias
260,Wenxian Li,A5105939068,Wenxian Li,alias
693,Jun Li,A5114196986,jun LI,alias
1806,Andrew Francis,A5088771485,Andrew Francis,alias
234,JIA WANG,A5059001492,Jia Wang,alias
690,Kate Macdonald,A5048771913,Kate Macdonald,alias
136,Min Xu,A5002029108,Min Xu,alias
873,Song Yao,A5110972062,Yao Song,alias
2000,Jian Li,A5100402567,Jian Li,alias
218,Ling Chen,A5100411142,Ling Chen,alias
240,Yang Liu,A5100356118,Yang Liu,alias
1970,Michael Brown,A5111377633,Michael Brown,alias
87,Gang Li,A5100438690,Gang Li,alias
681,Susan Baker,A5108204529,Susan Baker,alias
806,Daniel Harris,A5021498786,Daniel C. Harris,alias
270,Julie Brown,A5097852249,Julie Brown,alias
1055,Zhi-Yong Li,A5032626466,Yongzhi Li,alias
1753,Dan Li,A5100646387,Dan Li,alias
1195,Michael Shields,A5104767606,Michael Shields,alias
1198,Patricia O'Brien,A5105439525,Patricia O'Brien,alias
1020,Edward Taylor,A5105611944,Edward Taylor,alias
190,Andrew Phillips,A5105759077,Andrew Phillips,alias
135,Andrew King,A5112076066,King Andrew,alias
1753,Dan Li,A5043136747,Dan Li,alias
419,Li Wei,A5049149175,Wei Li,alias
857,Andrew Marshall,A5028952890,Andrew Marshall,alias
1601,Rui Zhang,A5101468764,Rui Zhang,alias
1853,Craig Smith,A5102231547,Craig S. Smith,alias
831,Ying Zhang,A5102875655,Ying Zhang,alias
800,Hao Liu,A5012330591,Hao Liu,alias
1753,Dan Li,A5101641432,Dan Li,alias
159,Craig Anderson,A5028872665,Craig Anderson,alias
1601,Rui Zhang,A5101074312,Rui Zhang,alias
364,Bing Sun,A5101427375,Bing Sun,alias
1334,Paul Jackson,A5114009457,Paul Jackson,alias
1852,Jorgen Rasmussen,A5114248260,Jorgen Rasmussen,alias
831,Ying Zhang,A5101878355,Ying Zhang,alias
693,Jun Li,A5102253190,Jun Li,alias
2031,Alan Cooper,A5113561230,Alan Cooper,alias
720,Dong Xu,A5101552078,Dong Xu,alias
2038,Martin Thomas,A5102348455,Martin Thomas,alias
2069,David Wilson,A5111410913,David Wilson,alias
2165,Christopher Hutchinson,A5016645981,Christopher Hutchinson,alias
2204,Jie Zhang,A5007991411,Jie Zhang,alias
2204,Jie Zhang,A5104729429,Zhang Jie,alias
2204,Jie Zhang,A5105758553,Jie Zhang,alias
240,Yang Liu,A5101648957,Yang Liu,alias
1484,Tao Liu,A5101591973,Tao Liu,alias
1953,Ashish Sharma,A5101709067,Ashish Sharma,alias
1593,Min Chen,A5101447408,Min Chen,alias
1024,Christine Wells,A5048656739,Christine Wells,alias
972,Kai He,A5062724953,Kai He,alias
103,Jun Zhang,A5102012308,Jun Zhang,alias
14,Jia Wu,A5083017677,Jiayu Wu,alias
1953,Ashish Sharma,A5101633088,Ashish Sharma,alias
693,Jun Li,A5101600975,Jun Li,alias
327,Lei Ge,A5101682716,Lei Ge,alias
1970,Michael Brown,A5101907968,Michael Brown,alias
866,Isaac Santos,A5102303022,Isaac José Antônio Luquetti dos Santos,alias
95,Lan Nguyen,A5101764364,Nguyễn Thị Nga,alias
800,Hao Liu,A5101726563,Hao Liu,alias
831,Ying Zhang,A5028826648,Ying Zhang,alias
240,Yang Liu,A5012390621,Yang Liu,alias
800,Hao Liu,A5023024480,Liu Hao,alias
1924,Yun Liu,A5072014354,Y.J. Liu,alias
714,Anthony Licata,A5077679078,Anthony Licata,alias
655,Michael Higgins,A5005393054,Michael Joseph Higgins,alias
14,Jia Wu,A5048003279,Jia Ning Wu,alias
240,Yang Liu,A5110945271,Yang Liu,alias
831,Ying Zhang,A5044691222,Ying Zhang,alias
606,Da-Wei Wang,A5100445433,Dawei Wang,alias
218,Ling Chen,A5023346139,Ling Chen,alias
279,Chang Xu,A5076049951,Xu Chang,alias
103,Jun Zhang,A5092170239,Jun Zhang,alias
123,Jun Li,A5100361760,Jun Li,alias
2000,Jian Li,A5103602082,Jian Li,alias
2000,Jian Li,A5103772645,Li Jian,alias
1333,David Evans,A5010633914,David Wyn Evans,alias
720,Dong Xu,A5043381163,Dong Fang Xu,alias
1593,Min Chen,A5007891453,Min Chen,alias
270,Julie Brown,A5087992903,Julie C. Brown,alias
896,Damian Dowling,A5006515661,Damian Dowling,alias
123,Jun Li,A5057259097,Jun Li,alias
1702,Christopher Blake,A5031870215,Christopher Blake,alias
1484,Tao Liu,A5057811115,Tao Liu,alias
1639,Jung Ho Kim,A5006520411,J. Kim,alias
248,Min Hong,A5016836962,Min Hong,alias
1494,Gary Owens,A5031741849,Gary M. Owens,alias
371,David Bronstein,A5090622115,David Bronstein,alias
1463,Julia Martinez,A5035821697,Julia Martı́nez,alias
419,Li Wei,A5108034962,Wei Li,alias
240,Yang Liu,A5108047542,Yang Liu,alias
1953,Ashish Sharma,A5101752793,Ashish Kumar Sharma,alias
231,Yi Liu,A5103384633,Yi Liu,alias
419,Li Wei,A5104198929,Wei Li,alias
234,JIA WANG,A5062922618,Jia Wang,alias
123,Jun Li,A5087876534,Jun Li,alias
1207,Stuart Macgregor,A5103471785,Stuart MacGregor,alias
127,Danielle Harris,A5055634544,Danielle Harris,alias
686,Juan Salazar,A5017843526,Juan Pablo Salazar,alias
95,Lan Nguyen,A5046858991,Lân Nguyen,alias
1173,Lian Pin Koh,A5049783967,Pin-Koh Lian,alias
1044,Peter Keller,A5054131944,Péter Keller,alias
136,Min Xu,A5065020827,Min Xu,alias
1026,Zhou Zhang,A5033327575,Zhou Zhang,alias
1484,Tao Liu,A5045888306,Tao Liu,alias
800,Hao Liu,A5049325629,Hao Liu,alias
728,Jian Yang,A5076761514,Jian Yang,alias
2049,Hong-Yuan Liu,A5025974569,Liu Yuan-hong,alias
652,Paul Spence,A5021459808,Paul H. Spence,alias
216,Jin Zhang,A5052127173,Jin Zhang,alias
231,Yi Liu,A5066267919,Yi Liu,alias
690,Kate Macdonald,A5081753820,Kate MacDonald,alias
1044,Peter Keller,A5083004204,Peter Alan Keller,alias
364,Bing Sun,A5008667316,Bing Sun,alias
621,Yang Song,A5107809138,Yang Song,alias
6,Lina Yao,A5107959361,Lina Yao,alias
403,Katarina Miljkovic,A5087239190,K. Miljkovic,alias
1753,Dan Li,A5008687682,Dan Li,alias
103,Jun Zhang,A5073733246,Zhang Jun,alias
1370,Suzanne Miller,A5071391875,Suzanne L. Miller,alias
240,Yang Liu,A5100355862,Yang Liu,alias
1496,Qing Li,A5100404154,Qing Li,alias
123,Jun Li,A5044523773,Cunjun Li,alias
2000,Jian Li,A5100402479,Jian Li,alias
1154,Bo Li,A5100374364,Bo Li,alias
1484,Tao Liu,A5100338144,Tao Liu,alias
1593,Min Chen,A5047898395,Min Chen,alias
1055,Zhi-Yong Li,A5100645828,Yong‐Zhi Li,alias
103,Jun Zhang,A5100433269,Jun Zhang,alias
1154,Bo Li,A5100734436,Bo Li,alias
103,Jun Zhang,A5100433218,Jun Zhang,alias
123,Jun Li,A5100362045,Jun Li,alias
419,Li Wei,A5100739392,Wei Li,alias
419,Li Wei,A5100318332,Wei Li,alias
189,Chen Li,A5100369871,Chen Li,alias
1924,Yun Liu,A5100657452,Yun Liu,alias
1154,Bo Li,A5100374415,Bo Li,alias
1496,Qing Li,A5100438883,Qin Li,alias
1753,Dan Li,A5100380772,Dan Li,alias
569,Yuting Zhang,A5100451845,Yuting Zhang,alias
1753,Dan Li,A5100380734,Dan Li,alias
419,Li Wei,A5100318442,Wei Li,alias
231,Yi Liu,A5100330619,Yi Liu,alias
136,Min Xu,A5025296435,Min Xu,alias
1180,Julie Smith,A5013240811,Julie K. Smith,alias
189,Chen Li,A5100379211,Li Chen,alias
1034,Adam Deller,A5069126826,A. Deller,alias
606,Da-Wei Wang,A5100445426,Dawei Wang,alias
2000,Jian Li,A5100710279,Jian Li,alias
231,Yi Liu,A5100330656,Yi Liu,alias
1368,Xiaolin Wang,A5100395140,Xiaolin Wang,alias
1753,Dan Li,A5100380699,Dan Li,alias
240,Yang Liu,A5100605755,Yang Liu,alias
693,Jun Li,A5100361642,Jun Li,alias
231,Yi Liu,A5100701075,Yi Liu,alias
1154,Bo Li,A5100374541,Bo Li,alias
218,Ling Chen,A5100411125,Ling Chen,alias
1496,Qing Li,A5100404085,Qing Li,alias
1672,Adam Hill,A5112065239,Adam Hill,alias
87,Gang Li,A5100438745,Gang Li,alias
693,Jun Li,A5100361840,Jun Li,alias
1769,Richard Collins,A5100699495,Richard Collins,alias
103,Jun Zhang,A5100433088,Jun Zhang,alias
240,Yang Liu,A5100710157,Liu Yang,alias
123,Jun Li,A5100762351,Jun Li,alias
419,Li Wei,A5100318048,Wei Li,alias
1313,Hui Hu,A5100422514,Hui Hu,alias
462,Simon Williams,A5084043720,Simon A. Williams,alias
728,Jian Yang,A5100343822,Jian Yang,alias
218,Ling Chen,A5100411090,Ling Chen,alias
123,Jun Li,A5100361716,Jun Li,alias
419,Li Wei,A5100318307,Wei Li,alias
1484,Tao Liu,A5100667357,Tao Liu,alias
1768,Michael Smith,A5041403788,M. J. A. Smith,alias
2000,Jian Li,A5100347311,Jian Li,alias
492,Zhi Li,A5100601794,Zhi Li,alias
189,Chen Li,A5100369846,Chen Li,alias
1484,Tao Liu,A5100632935,Tao Liu,alias
189,Chen Li,A5100369952,Chen Li,alias
800,Hao Liu,A5100458831,Hao Liu,alias
2000,Jian Li,A5100402597,Jian Li,alias
87,Gang Li,A5100762010,Gang Li,alias
831,Ying Zhang,A5100386125,Ying Zhang,alias
1593,Min Chen,A5100337201,Min Chen,alias
573,Dan Liu,A5100326849,Dan Liu,alias
1154,Bo Li,A5100374432,Bo Li,alias
1997,Baolin Wang,A5100648292,Baolin Wang,alias
831,Ying Zhang,A5100428535,Ying Zhang,alias
728,Jian Yang,A5100343820,Jian Yang,alias
674,Scott Findlay,A5111792502,F. L. Scott,alias
231,Yi Liu,A5100330621,Yi Liu,alias
218,Ling Chen,A5100411151,Ling Chen,alias
379,Christopher Reid,A5110410046,Christopher Reid,alias
216,Jin Zhang,A5100728794,Jin Zhang,alias
921,Yuan Chen,A5023398170,Yuan Chen,alias
419,Li Wei,A5110038461,Wei Li,alias
492,Zhi Li,A5100696354,Li Zhi,alias
681,Susan Baker,A5015210360,Susan Baker,alias
2162,Lian Zhang,A5100647989,Liang Zhang,alias
2166,Gael Martin,A5110737641,Gael M. Martin,alias
1639,Jung Ho Kim,A5100754800,Jungho Kim,alias
831,Ying Zhang,A5103770986,Zhang Ying,alias
693,Jun Li,A5103984281,Li Jun,alias
1887,Christophe Fumeaux,A5103986929,Fumeaux Christophe,alias
1901,Andrew Hill,A5085321193,Andrew Hill,alias
974,Koji Tanaka,A5011328750,Koji Tanaka,alias
381,Daniel Edgington-Mitchell,A5077435429,Edgington-Mitchell Daniel,alias
1904,Aidan Sims,A5083805480,Sims Aidan,alias
1154,Bo Li,A5094105658,Bo Li,alias
369,Jun Huang,A5096628082,Jun HUANG,alias
189,Chen Li,A5096633220,Li-Chen,alias
240,Yang Liu,A5103656385,Liu Yang,alias
87,Gang Li,A5043519387,Gang Li,alias
873,Song Yao,A5103507019,Yao Song,alias
1803,Sarah Johnson,A5103228503,Sarah Johnson,alias
784,Mark Hutchinson,A5102434532,Mark A. Hutchinson,alias
278,Andrew Phillips,A5103984873,Ann Lee Phillips,alias
445,Jack Hall,A5049165773,J. A. Hall,alias
157,Hongqi Sun,A5103439484,Hongqi Sun,alias
1060,Mark Kelly,A5101518671,Mark Kelly,alias
240,Yang Liu,A5070912607,Y. M. Liu,alias
1924,Yun Liu,A5101768813,Liu Yun,alias
693,Jun Li,A5103459352,Jun Li,alias
240,Yang Liu,A5102720275,Liu Yang,alias
1484,Tao Liu,A5101459197,Tao Liu,alias
123,Jun Li,A5103231052,Jun Li,alias
693,Jun Li,A5103231052,Jun Li,alias
972,Kai He,A5101455376,Kai He,alias
136,Min Xu,A5101650121,Xu Min,alias
240,Yang Liu,A5103218145,Yang Liu,alias
1060,Mark Kelly,A5093819689,Kelly Mark,alias
1496,Qing Li,A5094134627,Qing Li,alias
2204,Jie Zhang,A5108134846,Zhang Jie,alias
2204,Jie Zhang,A5100709981,Jie Zhang,alias
2204,Jie Zhang,A5100436689,Jie Zhang,alias
2204,Jie Zhang,A5100436694,Jie Zhang,alias
2204,Jie Zhang,A5100662644,Jie Zhang,alias
2204,Jie Zhang,A5100436898,Jie Zhang,alias
2204,Jie Zhang,A5100436881,Jie Zhang,alias
1484,Tao Liu,A5096708445,Liu Tao,alias
242,Zhiliang Wang,A5100301650,Wang Zhiliang,alias
1639,Jung Ho Kim,A5100305255,Jung-Ho Kim,alias
1124,Julian Millie,A5092293977,Julian Millie,alias
706,Yvonne Wong,A5092291581,Yvonne Wong,alias
706,Yvonne Wong,A5092292278,Yvonne Wong,alias
1488,Simon Avenell,A5092382461,Simon Avenell,alias
230,Katie Barclay,A5094167828,Katie Barclay,alias
806,Daniel Harris,A5094330547,Daniel Harris,alias
921,Yuan Chen,A5094335008,Yuan Chen,alias
1430,Jason Potts,A5095739327,Jason Potts,alias
240,Yang Liu,A5069194907,Yang Liu,alias
2000,Jian Li,A5033705710,Jian Li,alias
1541,Sebastien Perrier,A5106874478,Sebastien Perrier,alias
471,Michael Livingston,A5115518438,Michael Livingston,alias
1613,Sarah Holcombe,A5112460225,Sarah Holcombe,alias
1242,David Wood,A5102195089,David Wood,alias
137,Jordana Silverstein,A5100204353,Jordana Silverstein,alias
1046,Jonathan Adams,A5077591175,Jonathan Adams,alias
2000,Jian Li,A5104134734,Li Jian,alias
1601,Rui Zhang,A5029593107,Rui Zhang,alias
1970,Michael Brown,A5058792711,Michael J. Brown,alias
886,Michael McDonald,A5110175333,Michael W. McDonald,alias
800,Hao Liu,A5100458888,Hao Liu,alias
1898,David Beattie,A5058085793,D.K. Beattie,alias
419,Li Wei,A5100318361,Wei Li,alias
1657,Ross Thompson,A5054659888,Ross C. Thompson,alias
123,Jun Li,A5100362029,Jun Li,alias
1706,Stephanie Brown,A5110237121,Stephanie Brown,alias
1496,Qing Li,A5100404168,Qing Li,alias
693,Jun Li,A5100361636,Jun Li,alias
2000,Jian Li,A5100402398,Jian Li,alias
831,Ying Zhang,A5100386240,Ying Zhang,alias
1853,Craig Smith,A5109880945,C. Smith,alias
621,Yang Song,A5100424899,Yang Song,alias
606,Da-Wei Wang,A5100445418,Dawei Wang,alias
1753,Dan Li,A5100380766,Dan Li,alias
152,Danny Wilson,A5103883514,D. S. Wilson,alias
1982,Yuan Feng,A5103426908,Feng Yuan,alias
1857,Helen MacDonald,A5025575163,Helen Macdonald,alias
1154,Bo Li,A5046992389,Bo Li,alias
1731,Simon Drew,A5046316650,Drew Simon,alias
749,Qiang Fu,A5021083061,Fu Qiang,alias
686,Juan Salazar,A5087445990,Juan Salazar,alias
1230,Lee Arnold,A5024506594,LEE ARNOLD,alias
72,Siqi Ma,A5016972157,Siqi Ma,alias
1154,Bo Li,A5026419076,Bo Li,alias
277,Petr Sedlacek,A5054904756,Petr Sedláček,alias
1446,Caroline Jones,A5000653675,Caroline Jones,alias
857,Andrew Marshall,A5037689313,Andrew Marshall,alias
619,Guo Chen,A5030409900,Chiyu Guo,alias
216,Jin Zhang,A5055927321,Jin Zhang,alias
216,Jin Zhang,A5091116682,Jin Zhang,alias
693,Jun Li,A5115585958,Jun Li,alias
214,Wenhua Zhao,A5017804984,Wenhua Zhao,alias
279,Chang Xu,A5021405716,C. Xu,alias
1806,Andrew Francis,A5109869052,Andrew J. Francis,alias
1416,John Zhu,A5037880716,John Y. Zhu,alias
240,Yang Liu,A5007479615,Yang Liu,alias
693,Jun Li,A5088380345,Jun Li,alias
1600,Tong Lin,A5101553243,Tong Lin,alias
494,Kim Scott,A5113573608,Kim Scott,alias
1657,Ross Thompson,A5087107597,R. Houston Thompson,alias
728,Jian Yang,A5101725044,Jian Yang,alias
1154,Bo Li,A5008056443,Bo Li,alias
2000,Jian Li,A5101142433,Jian Li,alias
272,Yanjun Zhou,A5101214026,Yanjun Zhou,alias
123,Jun Li,A5102166487,Meng Dai,alias
728,Jian Yang,A5102213611,Yang Jian,alias
1984,James Murphy,A5094916543,James Murphy,alias
838,Ian Hesketh,A5099317031,Ian Hesketh,alias
2107,Thomas Huber,A5047977768,Thomas Valle Huber,alias
2129,Ying Tan,A5008932337,Tan Ying,alias
1078,Brett Nixon,A5008637399,Nixon Brett,alias
1342,Matthew Hill,A5108497885,Matthew Hill,alias
706,Yvonne Wong,A5057550456,Yvonne J. Wong,alias
478,Sally Potter,A5003550824,Sally Potter,alias
1557,Matthew McKenzie,A5056109828,Matthew L. McKenzie,alias
1524,Sean Ulm,A5108822566,Sean Ulm,alias
189,Chen Li,A5074842999,CHENLi,alias
1753,Dan Li,A5100380746,Dan Li,alias
1601,Rui Zhang,A5100421967,Rui Zhang,alias
1601,Rui Zhang,A5100607962,Rui Zhang,alias
1319,Jason Wong,A5111462656,Jason Wong,alias
123,Jun Li,A5100361982,Jun Li,alias
240,Yang Liu,A5100355661,Yang Liu,alias
1368,Xiaolin Wang,A5100395169,Xiaolin Wang,alias
784,Mark Hutchinson,A5081157663,Mark C. Hutchinson,alias
189,Chen Li,A5111288996,Li Chen,alias
234,JIA WANG,A5100404669,Jia Wang,alias
800,Hao Liu,A5100458777,Hao Liu,alias
1289,Wen Lei,A5112320621,Lei Wen,alias
240,Yang Liu,A5100664948,Yang Liu,alias
1154,Bo Li,A5100783952,Bo Li,alias
749,Qiang Fu,A5047899964,Qiang Fu,alias
240,Yang Liu,A5100639678,Yang Liu,alias
1154,Bo Li,A5100374450,Bo Li,alias
693,Jun Li,A5100362082,Jun Li,alias
1601,Rui Zhang,A5100421961,Rui Zhang,alias
87,Gang Li,A5100438793,Gang Li,alias
492,Zhi Li,A5100396730,Zhiyong Li,alias
1484,Tao Liu,A5100338094,Tao Liu,alias
103,Jun Zhang,A5100616575,Zhang Jun,alias
103,Jun Zhang,A5100433193,Jun Zhang,alias
419,Li Wei,A5100318471,Wei Li,alias
1496,Qing Li,A5100404025,Qing Li,alias
1601,Rui Zhang,A5100421945,Rui Zhang,alias
749,Qiang Fu,A5100694440,Qiang Fu,alias
87,Gang Li,A5100352859,Gang Li,alias
498,Yinglong Chen,A5090162738,Yinglong Chen,alias
231,Yi Liu,A5100330642,Yi Liu,alias
419,Li Wei,A5100318107,Wei Li,alias
1601,Rui Zhang,A5100651178,Rui Zhang,alias
419,Li Wei,A5100318186,Wei Li,alias
1154,Bo Li,A5100772206,Bo Li,alias
419,Li Wei,A5100318060,Wei Li,alias
492,Zhi Li,A5100382315,Zhi Li,alias
1154,Bo Li,A5112105521,Bo Li,alias
1154,Bo Li,A5100772208,Bo Li,alias
240,Yang Liu,A5107248637,M. Livan,alias
1083,Ian McCulloch,A5034296749,Iain McCulloch,alias
216,Jin Zhang,A5100406016,Jin Zhang,alias
1484,Tao Liu,A5100338122,Tao Liu,alias
1496,Qing Li,A5100404186,Qing Li,alias
123,Jun Li,A5075444455,Jun Z. Li,alias
693,Jun Li,A5075444455,Jun Z. Li,alias
87,Gang Li,A5100438696,Gang Li,alias
123,Jun Li,A5100361844,Jun Li,alias
1593,Min Chen,A5100714016,Min Chen,alias
189,Chen Li,A5100379195,Li Chen,alias
103,Jun Zhang,A5100433232,Jun Zhang,alias
1593,Min Chen,A5100360830,Mei Chen,alias
216,Jin Zhang,A5100405896,Jin Zhang,alias
123,Jun Li,A5100361631,Jun Li,alias
1559,Yonghui Li,A5100339244,Ye Li,alias
136,Min Xu,A5100769811,Min Xu,alias
462,Simon Williams,A5059385711,Williams Simon,alias
891,Zoran Nikoloski,A5062456275,Nikoloski Zoran,alias
453,Nicholas White,A5063124390,Nicholas White,alias
1496,Qing Li,A5102963098,Qing Li,alias
621,Yang Song,A5103038321,Yang Song,alias
1873,Richard Clark,A5113719475,R. T. Clark,alias
349,Margaret Young,A5111694787,Margaret H. Young,alias
831,Ying Zhang,A5101759863,Ying Zhang,alias
1970,Michael Brown,A5103044490,Michael Brown,alias
485,Christopher Brown,A5101900504,Christopher R. Brown,alias
1008,Mark Waters,A5005998120,Mark Waters,alias
694,Emma Sherratt,A5087320791,Emma Sherratt,alias
1601,Rui Zhang,A5101537742,Rui Zhang,alias
1982,Yuan Feng,A5101901193,Feng Yuan,alias
130,Xi Zheng,A5101550955,Xi Zheng,alias
485,Christopher Brown,A5101620638,Christopher Brown,alias
2011,Maria Nugent,A5021570335,Maria Nugent,alias
1430,Jason Potts,A5058820314,Jason Potts,alias
240,Yang Liu,A5100638746,Yang Liu,alias
809,Jon McCormack,A5101671316,Jon McCormack,alias
1708,Haibo Yu,A5101976087,Haibo Yu,alias
1753,Dan Li,A5101543591,Li Dan,alias
1901,Andrew Hill,A5068560926,Andrew A. Hill,alias
1154,Bo Li,A5035486736,Bo Li,alias
873,Song Yao,A5011338646,Yao Song,alias
189,Chen Li,A5040964818,Li Chen,alias
261,Jonathan Benjamin,A5108288202,Jonathan Benjamin,alias
103,Jun Zhang,A5058581670,Jun Zhang,alias
24,Sharna Jamadar,A5024007439,Sharna Jamadar,alias
14,Jia Wu,A5045798082,Jia Wu,alias
1203,Kevin Morris,A5107934669,Kevin Morris,alias
231,Yi Liu,A5115044930,Yi Liu,alias
1614,James Bailey,A5002580249,James Bailey,alias
419,Li Wei,A5009096015,Wei Li,alias
87,Gang Li,A5043931648,G Li,alias
1601,Rui Zhang,A5077350191,R. Zhang,alias
419,Li Wei,A5083328414,W B Li,alias
279,Chang Xu,A5089655712,Chang Xu,alias
2069,David Wilson,A5111750427,David Wilson,alias
2091,Amin Abbosh,A5017903283,Amin Abbosh,alias
2204,Jie Zhang,A5047379893,Jie Zhang,alias
2204,Jie Zhang,A5100436868,Jie Zhang,alias
2204,Jie Zhang,A5014509559,杰 张,alias
2218,Mark Cassidy,A5113484874,Cassidy Mark,alias
749,Qiang Fu,A5015042661,Qiang Fu,alias
724,Timothy Clark,A5001809140,Timothy B. P. Clark,alias
2000,Jian Li,A5101584714,Jian Li,alias
192,Liang Zheng,A5101557297,Liang Zheng,alias
1446,Caroline Jones,A5026337892,Caroline Jones,alias
231,Yi Liu,A5104035273,Yi Liu,alias
1289,Wen Lei,A5103674983,Wen Lei,alias
363,Han Lin,A5068417615,Lin Han,alias
1060,Mark Kelly,A5103089041,Mark G. E. Kelly,alias
447,Meghan Miller,A5056643482,Meghan T. Miller,alias
324,Zhe Liu,A5013834850,Zhe Liu,alias
786,Yi Du,A5103549775,Yi Du,alias
1400,Sandra Jones,A5103434467,Sandra M. Jones,alias
831,Ying Zhang,A5104032520,Ying Zhang,alias
1816,Michael Davies,A5102106211,Michael Davies,alias
1768,Michael Smith,A5101167116,Michael D. Smith,alias
666,Andrew Cox,A5103239443,Andrew Cox,alias
818,Anders Eriksson,A5068632810,Anders Eriksson,alias
240,Yang Liu,A5101930391,Yang Liu,alias
240,Yang Liu,A5102788889,Yang Liu,alias
1397,Andrew Anderson,A5103049060,Andrew Anderson,alias
2000,Jian Li,A5101774968,Jian Li,alias
240,Yang Liu,A5101711163,Yang Liu,alias
1600,Tong Lin,A5101033610,Tong Lin,alias
800,Hao Liu,A5103248255,Hao Liu,alias
