rid,aus_name,authorid,match_type,host_id
1503,Catherine Mills,A5015823657,exact,I56590836
891,Zoran Nikoloski,A5059658943,exact,I165779595
781,Andrew Tomkins,A5110951199,alias,I56590836
1067,Juno Kim,A5101567687,exact,I31746571
1386,Xiaodong Huang,A5101632125,exact,I57093077
434,Tianyi Ma,A5115597730,alias,I82951845
280,Neil Young,A5040055695,alias,I165779595
2015,Guy Wallis,A5043437185,alias,I165143802
1880,Tamara Davis,A5075733791,alias,I165143802
1800,Gavin Flematti,A5010384949,alias,I177877127
602,Bob Wong,A5045419602,alias,I56590836
138,Witold Bloch,A5003807343,alias,I169541294
2034,Christopher Sumby,A5060018496,alias,I5681781
1640,Benno Torgler,A5077256749,alias,I160993911
884,Janna Morrison,A5047956479,alias,I170239107
333,Vanessa Adams,A5049205358,alias,I129801699
758,Tatsuya Amano,A5006772243,alias,I165143802
735,Julie Cairney,A5085222628,alias,I129604602
1919,Miranda Rose,A5033707221,exact,I196829312
922,Yvonne Stokes,A5015754334,alias,I5681781
1425,Zheng Jiang,A5006147935,alias,I204824540
296,Michael Bermingham,A5006216563,exact,I165143802
902,Joshua Cinner,A5090751584,alias,I86467917
1872,Kelly Fielding,A5047055323,alias,I165143802
1961,Margaret Cargo,A5063090390,exact,I170239107
1674,David Tscharke,A5045887042,alias,I118347636
1581,Gavan McNally,A5024039361,alias,I31746571
2174,Christopher Reid,A5081385516,alias,I242743682
301,Christoph Nitsche,A5009631967,alias,I118347636
1402,Rajkumar Buyya,A5014716105,alias,I165779595
1969,Madeleine van Oppen,A5112507757,fuzzy,I1328540965
1537,Judith Cameron,A5067981386,alias,I118347636
1313,Hui Hu,A5100422506,exact,I57093077
987,Marcus Kitchen,A5051597652,alias,I56590836
1201,David Parkinson,A5044470461,alias,I165143802
658,Kirsty Gover,A5041041822,alias,I165779595
1969,Madeleine van Oppen,A5086971721,alias,I1328540965
1161,Wenbiao Hu,A5037253679,alias,I160993911
2017,Maryanne Large,A5074918216,alias,I129604602
2196,Elizabeth (Libby) Roughead,A5051519595,fuzzy,I170239107
1731,Simon Drew,A5042751532,alias,I165779595
1319,Jason Wong,A5072309345,alias,I31746571
1703,Lisa Kewley,A5027796962,alias,I118347636
1750,Robert Hester,A5087092731,exact,I165779595
1173,Lian Pin Koh,A5045807850,alias,I5681781
2184,Thomas Faunce,A5036235021,alias,I118347636
575,Dana Kulic,A5072377971,exact,I56590836
1151,Hua Xia,A5016648197,alias,I118347636
1603,Mike Letnic,A5011750705,alias,I31746571
1420,Suzanne Chambers,A5040734426,alias,I11701301
1893,Philip Piper,A5071515221,alias,I118347636
264,James Meese,A5002754349,exact,I82951845
207,Zongyou Yin,A5074090421,exact,I118347636
690,Kate Macdonald,A5074520836,alias,I165779595
1792,Trent Woodruff,A5055017065,alias,I165143802
2042,Shane Grey,A5067720195,alias,I136750679
456,Guohua Jia,A5073232362,alias,I205640436
1778,Alister Graham,A5043358107,alias,I57093077
91,Yijiao Jiang,A5072704368,alias,I99043593
116,Jianzhong Qi,A5022290876,exact,I165779595
85,Lesley Alton,A5041628955,alias,I56590836
1324,Belinda Parker,A5045235444,alias,I196829312
1472,David Turner,A5012263133,alias,I56590836
1968,Christopher McNeill,A5078711076,alias,I56590836
231,Yi Liu,A5009620657,exact,I31746571
472,Timothy Gould,A5086555627,alias,I11701301
855,Michelle Cluver,A5056066643,alias,I57093077
1933,Andy Dong,A5059957550,exact,I129604602
1677,Sanming Zhou,A5077967587,alias,I165779595
1446,Caroline Jones,A5000653675,exact,I63525965
194,Rodrigo Suarez,A5040608015,alias,I165143802
1369,Dane McCamey,A5015853294,alias,I31746571
899,Bernhard Müller,A5113663905,exact,I56590836
263,Zeinab Khalil,A5046282420,alias,I165143802
1609,Benjamin Newell,A5021914264,alias,I31746571
970,Daniel Kolarich,A5018317721,exact,I11701301
1720,Tariq Ezaz,A5077263123,exact,I188329596
112,Andrew Flies,A5078451263,alias,I129801699
1844,Ruth Kluck,A5048884063,alias,I196021976
971,Sarah Wright,A5016684951,exact,I78757542
1697,Shari Forbes,A5010828956,alias,I114017466
1747,Bellie Sivakumar,A5008084305,alias,I31746571
164,Rebecca Carey,A5013434425,alias,I129801699
1494,Gary Owens,A5069354460,exact,I170239107
1884,Ian Smyth,A5005766430,alias,I56590836
493,Romina Rader,A5068317097,alias,I90745801
418,Anita Ho-Baillie,A5060853707,alias,I129604602
325,Amy Cain,A5083942740,alias,I99043593
613,Karen McNamara,A5048638847,alias,I165143802
1082,Helen Proctor,A5009257584,alias,I129604602
240,Yang Liu,A5100684304,exact,I160993911
65,Samintha Perera,A5078527062,fuzzy,I165779595
484,Melissa Nursey-Bray,A5021247477,exact,I5681781
1089,Anna Clark,A5015225265,exact,I114017466
1215,Guy Williams,A5035143549,alias,I129801699
1215,Guy Williams,A5110057512,exact,I129801699
238,Carolyn Hendriks,A5041644700,alias,I118347636
1058,Andrew Barron,A5035671163,alias,I99043593
614,Glen Lichtwark,A5079451770,alias,I160993911
1924,Yun Liu,A5091026570,alias,I118347636
2003,Charles Warren,A5032088163,alias,I129604602
1217,Cristina Rocha,A5073451559,alias,I63525965
1883,Ulrike Mathesius,A5002900420,alias,I118347636
1830,Ian Wright,A5054833228,alias,I99043593
452,Simon Murphy,A5001661267,alias,I185523456
1526,Marcus Meinzer,A5068847747,exact,I165143802
0,Belinda Liddell,A5031856973,alias,I78757542
1762,Matthew Tomlinson,A5065141253,alias,I118347636
1385,Andrew Mitchell,A5110869943,alias,I165779595
1013,Tobias Merson,A5056582943,alias,I56590836
107,Denis Fougerouse,A5035293723,alias,I205640436
1122,Katherine Szabo,A5055593744,alias,I56590836
2163,Jeremy Smith,A5101638375,alias,I177877127
385,Timothy Mercer,A5089375087,alias,I165143802
1540,Stephen Cameron,A5079179847,alias,I160993911
234,JIA WANG,A5079718378,exact,I57093077
167,Daniel Bennett,A5108801125,alias,I165779595
504,Belinda van Heerwaarden,A5034541666,alias,I165779595
126,Hannah Filmer,A5062056682,alias,I165143802
539,Holly High,A5048930250,alias,I149704539
679,Robyn Araujo,A5031055873,alias,I165779595
388,Rowan Young,A5040551223,fuzzy,I165143802
87,Gang Li,A5100438696,exact,I165779595
2053,Louise Chappell,A5023732073,alias,I31746571
382,Phillip Baker,A5009282846,alias,I129604602
172,Cecilia Gonzalez Tokman,A5079769493,alias,I165143802
616,David Ripley,A5081440698,alias,I56590836
2207,Zhenxiang Cheng,A5101462437,alias,I204824540
1244,Richard Payne,A5109304497,exact,I129604602
1220,Andrew Burton-Jones,A5100564166,fuzzy,I165143802
419,Li Wei,A5100318238,alias,I129604602
3,Miriam Matamales,A5065832532,alias,I31746571
1029,Hui Feng,A5045532635,alias,I11701301
846,Katherine Bode,A5083578169,alias,I118347636
231,Yi Liu,A5100330597,exact,I31746571
216,Jin Zhang,A5100406016,exact,I31746571
216,Jin Zhang,A5091376495,exact,I31746571
1825,Elaine Wong,A5066531526,exact,I165779595
191,Larisa Labzin,A5061906689,alias,I165143802
14,Jia Wu,A5010197223,alias,I99043593
1147,Sally Cripps,A5089488913,alias,I129604602
2144,Yuesheng Li,A5113562641,alias,I217937681
1484,Tao Liu,A5100338083,alias,I31746571
1111,Bronwen Neil,A5059598670,exact,I99043593
1710,Changhai Ding,A5112833471,alias,I129801699
2136,Cristina Gibson,A5040206247,alias,I177877127
1288,Zhiyong Tang,A5067430528,alias,I11701301
1414,Andrew Berry,A5101046132,exact,I118347636
1390,Craig White,A5084093953,exact,I56590836
2063,Joseph Bailey,A5036840080,alias,I129801699
363,Han Lin,A5006239904,alias,I82951845
1638,Kelly Smith,A5023265537,alias,I165143802
2193,Xuchuan Jiang,A5002962596,exact,I56590836
1646,Anandwardhan Hardikar,A5109305987,fuzzy,I129604602
396,Ivo Labbe,A5107896975,exact,I57093077
2205,Aaron Corn,A5083649177,exact,I118347636
192,Liang Zheng,A5100306506,alias,I118347636
2209,Andrew Baird,A5110080235,fuzzy,I86467917
123,Jun Li,A5100362041,exact,I114017466
1229,Wendy Rogers,A5086330846,alias,I99043593
1143,Brian Petersen,A5107939696,alias,I165779595
216,Jin Zhang,A5100405987,alias,I31746571
655,Michael Higgins,A5101438782,alias,I204824540
248,Min Hong,A5062074486,alias,I185523456
419,Li Wei,A5109869303,alias,I129604602
1923,Nicholas Aroney,A5102522071,exact,I165143802
1924,Yun Liu,A5100321987,exact,I118347636
419,Li Wei,A5100318366,alias,I129604602
2104,David Hunter,A5113658337,alias,I129604602
946,Rowena Martin,A5104441069,fuzzy,I118347636
231,Yi Liu,A5100330523,exact,I31746571
231,Yi Liu,A5107942450,alias,I31746571
216,Jin Zhang,A5100405954,exact,I31746571
621,Yang Song,A5100424908,alias,I31746571
1443,Seok-Hee Hong,A5111468597,alias,I129604602
87,Gang Li,A5100438762,exact,I165779595
303,Jiajia Zhou,A5010941044,exact,I114017466
435,Wenjie Zhang,A5100385495,exact,I31746571
592,Melanie White,A5047781103,alias,I165143802
435,Wenjie Zhang,A5100385499,exact,I31746571
442,CHI CHENG,A5102149090,fuzzy,I31746571
218,Ling Chen,A5101911001,exact,I114017466
1139,Dewei Chu,A5039963107,alias,I31746571
1017,Matthew Piper,A5036881538,fuzzy,I56590836
1882,Maria Lugaro,A5020554506,alias,I56590836
89,Xin Cao,A5111392097,exact,I31746571
1166,Heather Douglas,A5050259236,alias,I165143802
1982,Yuan Feng,A5100381178,exact,I114017466
515,Simon Williams,A5101854665,alias,I118347636
218,Ling Chen,A5101819448,alias,I114017466
1704,Hark Hoe Tan,A5023756736,alias,I118347636
87,Gang Li,A5100438687,alias,I165779595
1919,Miranda Rose,A5112616928,fuzzy,I196829312
2015,Guy Wallis,A5043437185,exact,I165143802
1640,Benno Torgler,A5077256749,exact,I160993911
758,Tatsuya Amano,A5006772243,exact,I165143802
296,Michael Bermingham,A5006216563,alias,I165143802
1961,Margaret Cargo,A5063090390,alias,I170239107
301,Christoph Nitsche,A5009631967,exact,I118347636
1402,Rajkumar Buyya,A5014716105,exact,I165779595
1537,Judith Cameron,A5067981386,exact,I118347636
1313,Hui Hu,A5100422506,alias,I57093077
1201,David Parkinson,A5044470461,exact,I165143802
658,Kirsty Gover,A5041041822,exact,I165779595
1161,Wenbiao Hu,A5037253679,exact,I160993911
1750,Robert Hester,A5087092731,alias,I165779595
1173,Lian Pin Koh,A5045807850,exact,I5681781
2184,Thomas Faunce,A5036235021,exact,I118347636
575,Dana Kulic,A5072377971,alias,I56590836
1603,Mike Letnic,A5011750705,exact,I31746571
264,James Meese,A5002754349,alias,I82951845
207,Zongyou Yin,A5074090421,alias,I118347636
690,Kate Macdonald,A5074520836,exact,I165779595
456,Guohua Jia,A5073232362,exact,I205640436
91,Yijiao Jiang,A5072704368,exact,I99043593
116,Jianzhong Qi,A5022290876,alias,I165779595
231,Yi Liu,A5009620657,alias,I31746571
1933,Andy Dong,A5059957550,alias,I129604602
1677,Sanming Zhou,A5077967587,exact,I165779595
1446,Caroline Jones,A5000653675,alias,I63525965
194,Rodrigo Suarez,A5040608015,exact,I165143802
899,Bernhard Müller,A5113663905,alias,I56590836
970,Daniel Kolarich,A5018317721,alias,I11701301
1720,Tariq Ezaz,A5077263123,alias,I188329596
971,Sarah Wright,A5016684951,alias,I78757542
1747,Bellie Sivakumar,A5008084305,exact,I31746571
164,Rebecca Carey,A5013434425,exact,I129801699
1494,Gary Owens,A5069354460,alias,I170239107
1884,Ian Smyth,A5005766430,exact,I56590836
493,Romina Rader,A5068317097,exact,I90745801
418,Anita Ho-Baillie,A5060853707,exact,I129604602
1082,Helen Proctor,A5009257584,exact,I129604602
240,Yang Liu,A5100684304,alias,I160993911
484,Melissa Nursey-Bray,A5021247477,alias,I5681781
1089,Anna Clark,A5015225265,alias,I114017466
1215,Guy Williams,A5110057512,alias,I129801699
1924,Yun Liu,A5091026570,exact,I118347636
1217,Cristina Rocha,A5073451559,exact,I63525965
1883,Ulrike Mathesius,A5002900420,exact,I118347636
1526,Marcus Meinzer,A5068847747,alias,I165143802
1385,Andrew Mitchell,A5110869943,exact,I165779595
107,Denis Fougerouse,A5035293723,exact,I205640436
1122,Katherine Szabo,A5055593744,exact,I56590836
234,JIA WANG,A5079718378,alias,I57093077
504,Belinda van Heerwaarden,A5034541666,exact,I165779595
539,Holly High,A5048930250,exact,I149704539
87,Gang Li,A5100438696,alias,I165779595
2053,Louise Chappell,A5023732073,exact,I31746571
382,Phillip Baker,A5009282846,exact,I129604602
172,Cecilia Gonzalez Tokman,A5079769493,exact,I165143802
616,David Ripley,A5081440698,exact,I56590836
2207,Zhenxiang Cheng,A5101462437,exact,I204824540
1244,Richard Payne,A5109304497,alias,I129604602
3,Miriam Matamales,A5065832532,exact,I31746571
1029,Hui Feng,A5045532635,exact,I11701301
846,Katherine Bode,A5083578169,exact,I118347636
231,Yi Liu,A5100330597,alias,I31746571
216,Jin Zhang,A5100406016,alias,I31746571
216,Jin Zhang,A5091376495,alias,I31746571
1825,Elaine Wong,A5066531526,alias,I165779595
14,Jia Wu,A5010197223,exact,I99043593
1147,Sally Cripps,A5089488913,exact,I129604602
1484,Tao Liu,A5100338083,exact,I31746571
1111,Bronwen Neil,A5059598670,alias,I99043593
1710,Changhai Ding,A5112833471,exact,I129801699
1288,Zhiyong Tang,A5067430528,exact,I11701301
1414,Andrew Berry,A5101046132,alias,I118347636
1390,Craig White,A5084093953,alias,I56590836
363,Han Lin,A5006239904,exact,I82951845
2193,Xuchuan Jiang,A5002962596,alias,I56590836
396,Ivo Labbe,A5107896975,alias,I57093077
2205,Aaron Corn,A5083649177,alias,I118347636
192,Liang Zheng,A5100306506,exact,I118347636
123,Jun Li,A5100362041,alias,I114017466
1143,Brian Petersen,A5107939696,exact,I165779595
216,Jin Zhang,A5100405987,exact,I31746571
248,Min Hong,A5062074486,exact,I185523456
1923,Nicholas Aroney,A5102522071,alias,I165143802
1924,Yun Liu,A5100321987,alias,I118347636
231,Yi Liu,A5100330523,alias,I31746571
231,Yi Liu,A5107942450,exact,I31746571
216,Jin Zhang,A5100405954,alias,I31746571
1443,Seok-Hee Hong,A5111468597,exact,I129604602
87,Gang Li,A5100438762,alias,I165779595
303,Jiajia Zhou,A5010941044,alias,I114017466
435,Wenjie Zhang,A5100385495,alias,I31746571
435,Wenjie Zhang,A5100385499,alias,I31746571
218,Ling Chen,A5101911001,alias,I114017466
1139,Dewei Chu,A5039963107,exact,I31746571
89,Xin Cao,A5111392097,alias,I31746571
1166,Heather Douglas,A5050259236,exact,I165143802
1982,Yuan Feng,A5100381178,alias,I114017466
87,Gang Li,A5100438687,exact,I165779595
1275,Damien Riggs,A5051501121,alias,I169541294
510,David Ackland,A5050491115,alias,I165779595
1545,Alexander Heger,A5035138469,exact,I56590836
1294,Kate Schroder,A5029662334,alias,I165143802
2104,David Hunter,A5080921373,alias,I129604602
1821,David Dunstan,A5044902961,alias,I142471025
669,Ilya Mandel,A5039882234,exact,I56590836
1394,James Weller,A5044193254,alias,I129801699
2167,David Whiteman,A5027765428,alias,I217937681
730,Archa Fox,A5003308258,alias,I177877127
2085,David White,A5065698184,alias,I177877127
1948,William Shieh,A5027948932,exact,I165779595
59,Hannah Pitt,A5035495909,exact,I149704539
2050,John Gooding,A5045621149,alias,I31746571
2064,Peter Franks,A5024645589,alias,I129604602
750,Eric Cavalcanti,A5078802033,alias,I11701301
1092,Ho Kyong Shon,A5032339401,exact,I114017466
1470,Paul Gorry,A5091208578,alias,I145902186
1934,Paul Dietze,A5047149020,exact,I145902186
1533,Helen Pask,A5019793507,alias,I99043593
572,Neeraj Sharma,A5090151283,exact,I31746571
1879,Dustin Marshall,A5027894993,alias,I165143802
2021,Christopher Lidman,A5080812976,alias,I2802629923
1344,Freya Fowkes,A5050635434,alias,I145902186
1153,Margaret Mayfield,A5060839898,alias,I165143802
2129,Ying Tan,A5078570390,alias,I165779595
1292,Andrew Fleming,A5086825826,fuzzy,I78757542
1509,Timothy Cavagnaro,A5024343532,alias,I5681781
160,Chris Greening,A5065449925,alias,I56590836
1371,John Hellstrom,A5026671736,alias,I165779595
1864,Amanda Keddie,A5001040257,alias,I149704539
1563,Michael Samuel,A5050393309,alias,I170239107
29,Ruirui Qiao,A5047227853,alias,I165143802
1386,Xiaodong Huang,A5068970345,exact,I57093077
1448,Kai Schulz,A5091734550,alias,I66809481
15,Anne Thomas,A5073382193,alias,I129604602
1649,Marco Fiorentini,A5028967721,alias,I177877127
1125,Kathryn Fairfull-Smith,A5089727729,alias,I160993911
1742,Jan Seidel,A5079605556,alias,I31746571
1591,Naotsugu Tsuchiya,A5026535553,alias,I56590836
54,Lyndel Bates,A5028222881,alias,I11701301
1965,Guangshan Zhu,A5010014663,alias,I11701301
1652,Martin Mills,A5084734985,alias,I165143802
309,Tebeje Molla,A5003341087,alias,I149704539
2179,Andrew Hassell,A5011098037,exact,I118347636
523,Peter Kim,A5100672878,alias,I129604602
577,William Donald,A5045582222,alias,I31746571
1365,Simon Farrell,A5077470909,alias,I177877127
1807,Sharon Parker,A5016251055,alias,I177877127
1611,James Chon,A5055709573,alias,I57093077
2037,John Mariadason,A5038419173,alias,I4210123010
1546,Nicole Webster,A5057141730,alias,I1328540965
547,Elizabeth Hinde,A5050331643,alias,I165779595
528,Barry Thompson,A5001408033,alias,I118347636
651,Ben White,A5075731564,alias,I160993911
825,Julie Henry,A5013348165,alias,I165143802
1126,Paul Gribben,A5019280606,alias,I31746571
844,Timothy Barrows,A5020825692,alias,I204824540
319,Joel Carpenter,A5055166872,alias,I165143802
1224,Leo Tzou,A5083416384,exact,I129604602
320,Zhi-Gang Chen,A5100456835,fuzzy,I160993911
279,Chang Xu,A5001529504,exact,I129604602
1170,Lawrence Ong,A5050821228,alias,I78757542
1902,Gary Hill,A5019106560,alias,I5681781
840,Jianhua Guo,A5005999266,exact,I165143802
1876,Sheena McGowan,A5024989335,exact,I56590836
1458,Christoph Arns,A5059953798,alias,I31746571
1076,Giang Nguyen,A5016391740,alias,I5681781
1740,Heroen Verbruggen,A5006850471,exact,I165779595
1580,Murray Peel,A5063349644,alias,I165779595
366,Chris Clark,A5002671147,exact,I205640436
1801,Glen Ulett,A5058445985,alias,I11701301
1405,Pablo Moscato,A5041229487,exact,I78757542
4,Jathan Sadowski,A5007777790,alias,I56590836
1481,Nigel Turner,A5039666431,exact,I31746571
2009,Barbara Holland,A5070191714,alias,I129801699
1925,Paulette van Vliet,A5081062946,exact,I78757542
1705,Ebinazar Namdas,A5023348013,alias,I165143802
901,Simon Campbell,A5048340539,alias,I56590836
1541,Sebastien Perrier,A5014057252,alias,I129604602
1413,Runyao Duan,A5109830244,exact,I114017466
125,Jamie Hicks,A5007316465,alias,I118347636
1337,Andrew Fairbairn,A5052482378,exact,I165143802
797,Vincent Wallace,A5002316468,alias,I177877127
885,Jonathan George,A5080675508,alias,I5681781
357,Ricardo Ruiz Baier,A5042374611,exact,I56590836
593,Christopher Danta,A5075254810,alias,I118347636
725,Yi-Chin Toh,A5005340924,exact,I160993911
312,Marcus Carter,A5041837927,exact,I129604602
983,Adam Clulow,A5024397251,alias,I56590836
1847,Hilde Tubex,A5045262132,alias,I177877127
391,Kelly Richards,A5057090674,exact,I160993911
2029,Lindell Bromham,A5046478069,alias,I118347636
9,Poppy Watson,A5045780777,exact,I114017466
2000,Jian Li,A5100402448,alias,I56590836
1984,James Murphy,A5029275926,alias,I196021976
739,Andreas Leibbrandt,A5056114255,exact,I56590836
1409,Edward Aspinall,A5051179148,alias,I118347636
265,Lucy Palmer,A5026846718,alias,I165779595
450,Morten Andersen,A5090521668,fuzzy,I99043593
634,Endre Szili,A5085833751,alias,I170239107
250,Martin Porr,A5021905207,exact,I177877127
39,Seth Cheetham,A5057742020,fuzzy,I165143802
1181,Mark Edele,A5074068111,alias,I165779595
1989,Catherine Waldby,A5053202470,exact,I129604602
819,Nicole Verrills,A5070732797,alias,I78757542
633,Timothy Verhoeven,A5109560758,alias,I56590836
380,Sean Hodgman,A5051649181,alias,I118347636
2046,Jonathan Schaffer,A5101490473,exact,I118347636
557,Jay Bertran-Gonzalez,A5058652421,alias,I31746571
255,Johanna Kenyon,A5006538595,alias,I11701301
1397,Andrew Anderson,A5071895434,alias,I165779595
474,Jelena Rnjak-Kovacina,A5068806602,alias,I31746571
313,Natalie Harkin,A5060714128,exact,I169541294
142,Ramiro Lafuente,A5007825140,alias,I165143802
1790,Maryrose Casey,A5022616435,alias,I56590836
2011,Maria Nugent,A5021570335,alias,I118347636
921,Yuan Chen,A5029855289,alias,I129604602
2081,Nigel Waterhouse,A5032896683,alias,I4210092543
1732,Stephen Lack,A5073756839,exact,I99043593
