rid,eu_name,authorid,match_type,host_id,source
2430,Ángel Goñi-Moreno,A5053274991,exact,I134820265,round2_inst
2431,Juergen Gall,A5012240246,exact,,name_unique
2432,Gil Segev,A5110233330,exact,I197251160,round2_inst
2433,Sebastian Risi,A5020511097,exact,,name_unique
2434,Antonio J. Peña Monferrer,A5073051157,fuzzy,,round3_semantic
2435,Madeline Balaam,A5078308184,exact,I86987016,round2_inst
2436,Konrad Rieck,A5066077721,exact,I4577782,round2_inst
2437,Georg Martius,A5001474340,exact,,name_unique
2438,Thorsten Holz,A5056790702,exact,,name_unique
2439,Anat Levin,A5060141696,exact,,name_unique
2440,Laura Ildiko Kovacs,A5071158512,alias,I145847075,round2_inst
2441,Alexandra Martins Da Silva,A5007082459,alias,,round3_semantic
2442,Ana Tajadura Jiménez,A5070170965,exact,,name_unique
2443,Mattias Guns,A5041230402,alias,I99464096,round2_inst
2444,Robert Wille,A5004214923,exact,,name_unique
2445,Iddo Tzameret,A5066962007,exact,,name_unique
2446,Assia Selma Mahboubi,A5034173374,fuzzy,,round3_semantic
2447,Olga Sorkine Hornung,A5064927253,exact,I35440088,round3_semantic
2448,Viktor Vafeiadis,A5023359178,exact,I149899117,round2_inst
2449,Dario Fiore,A5030511364,exact,I4210162154,round2_inst
2450,Vadim Lyubashevsky,A5074391920,exact,,name_unique
2451,Piotr Faliszewski,A5000000572,exact,,name_unique
2452,Torsten Hoefler,A5026990786,exact,I35440088,round4_semtie
2453,Neel Krishnaswami,A5085047206,exact,,name_unique
2454,Andrea Vedaldi,A5060511349,exact,,name_unique
2455,Stelian Coros,A5055713873,exact,,name_unique
2456,Stefan Schmid,A5066080641,exact,I4577782,round4_semtie
2457,Andreas Vlachos,A5067943980,exact,I241749,round2_inst
2459,Mariëlle Ida Antoinette Stoelinga,A5053065289,alias,I94624287,round2_inst
2460,Alex Bronstein,A5025410418,exact,I174306211,round4_semtie
2461,Andrea Arcuri,A5052735480,exact,,round3_semantic
2462,Krishnendu Chatterjee,A5052607806,exact,I157556583,round2_inst
2463,Jaakko Tapani Lehtinen,A5103009697,fuzzy,I9927081,round2_inst
2464,Jian-Jia Chen,A5000417436,exact,,round4_semtie
2465,Michal Feldman,A5103282352,exact,I16391192,round3_semantic
2466,Stefan Roth,A5056098625,exact,I31512782,round2_inst
2467,Nils Thuerey,A5047248117,exact,,name_unique
2468,Julien Jérôme Tierny,A5074734666,fuzzy,I1294671590,round3_semantic
2469,Malte Helmert,A5033577488,exact,,name_unique
2470,Dominique Peer Ghislain Unruh,A5031883158,fuzzy,I56085075,round2_inst
2471,Ugo Dal Lago,A5084450516,exact,I9360294,round3_semantic
2472,Alberto Ros Bardisa,A5089026393,exact,,name_unique
2473,Pascal Schweitzer,A5017685495,exact,I31512782,round2_inst
2474,Oded Schwartz,A5010957839,exact,,name_unique
2475,Amir Globerson,A5047817959,exact,,name_unique
2476,Saket Saurabh,A5015806060,exact,I4432739,round2_inst
2477,Cristian Cadar,A5053355200,exact,,name_unique
2478,Ashley Markham Reid Montanaro,A5023685398,fuzzy,I36234482,round2_inst
2479,Rainer Andreas Krause,A5109325233,fuzzy,,round3_semantic
2480,Matthias Christandl,A5006329724,exact,,name_unique
2481,Sören Auer,A5071765665,exact,,name_unique
2482,Lorenzo Rosasco,A5061220999,exact,,name_unique
2483,David Steurer,A5089128021,exact,,name_unique
2484,Guy Rothblum,A5057788395,alias,I53964585,round2_inst
2485,Christian Theobalt,A5020664641,exact,,name_unique
2486,Damien Woods,A5029275026,exact,I157286207,round2_inst
2487,Davide Balzarotti,A5002025561,exact,,name_unique
2488,Matteo Maffei,A5059351004,exact,I145847075,round3_semantic
2489,Libor Barto,A5071004419,exact,I21250087,round4_semtie
2490,Nir Piterman,A5045161607,exact,,name_unique
2491,Sebastian Rudolph,A5024774718,exact,,round3_semantic
2492,Bastian Leibe,A5071006649,exact,,name_unique
2493,Jörg Tiedemann,A5082417280,exact,,name_unique
2494,Natasa Przulj,A5069984203,exact,I2799803557,round2_inst
2495,Yaron Lipman,A5039995559,exact,,name_unique
2496,Irit Dveer Dinur,A5029616850,fuzzy,I53964585,round2_inst
2497,Francisco Javier Cazorla Almeida,A5003496286,exact,,name_unique
2498,Miguel Angel Otaduy Tristan,A5082064878,exact,,name_unique
2499,Piotr Sankowski,A5025494465,exact,,name_unique
2500,Dejan Manojlo Kostic,A5048036382,fuzzy,I86987016,round2_inst
2502,Yanlei Diao,A5109548832,exact,,name_unique
2503,Thomas Neumann,A5101880157,exact,I62916508,round2_inst
2504,David Atienza Alonso,A5041778119,exact,,name_unique
2505,Srdan Capkun,A5021744792,exact,,name_unique
2506,Lior Wolf,A5078102229,exact,,name_unique
2507,Rafal Konrad Mantiuk,A5006381834,alias,I241749,round2_inst
2508,Michael Bronstein,A5112271693,exact,,round4_maxpapers
2509,Aleksandar Nanevski,A5026624853,exact,,name_unique
2510,Roberto Navigli,A5026648049,exact,,name_unique
2512,Dennis Oliver Hofheinz,A5003704447,fuzzy,I35440088,round2_inst
2513,Maria Elisabeth Oswald,A5112499681,exact,,name_unique
2515,Francois-Xavier Leslie A Standaert,A5070542865,fuzzy,I95674353,round3_semantic
2516,Dániel Marx,A5012849997,exact,I4210128801,round2_inst
2517,Albrecht Schmidt,A5062196262,exact,I8204097,round4_semtie
2518,Diego Gutierrez Pérez,A5103592619,exact,,name_unique
2519,Karthikeyan Bhargavan,A5026297326,exact,,name_unique
2520,Manuel Bodirsky,A5058729018,exact,,round4_semtie
2521,Mauro Birattari,A5061782786,exact,I132053463,round4_semtie
2522,Cédric Févotte,A5022368934,exact,,name_unique
2523,Dan Olteanu,A5035180920,exact,I202697423,round2_inst
2524,Philippe Cudre-Mauroux,A5030787107,exact,I154338468,round3_semantic
2526,Antoine Miné,A5069148908,exact,I39804081,round2_inst
2527,Ely Porat,A5049614530,exact,I13955877,round2_inst
2528,Bernd Erhard Finkbeiner,A5048189898,fuzzy,I4210128801,round2_inst
2529,Derek Dreyer,A5050585539,exact,I149899117,round3_semantic
2530,James Robert Cheney,A5056138547,fuzzy,I98677209,round2_inst
2531,Stefan Mangard,A5015437576,exact,I4092182,round2_inst
2532,Nir Yosef Ailon,A5033770678,fuzzy,I174306211,round2_inst
2534,Krzysztof Zbigniew Pietrzak,A5103200276,fuzzy,I157556583,round2_inst
2535,Maria Lapata,A5036055337,exact,,name_unique
2536,Daniel Cremers,A5087710605,exact,,name_unique
2537,Josef Urban,A5031019731,exact,I44504214,round3_semantic
2539,Joel Olivier Ouaknine,A5045412407,fuzzy,I149899117,round2_inst
2540,Kasper Anders Soren Hornbæk,A5015615908,fuzzy,I124055696,round2_inst
2541,Carsten Lutz,A5034616829,exact,I180437899,round3_semantic
2542,Amos Korman,A5040995971,exact,,name_unique
2543,James Arthur Robert Marshall,A5111555129,alias,,round3_semantic
2544,Stephan Kreutzer,A5062011497,exact,I4577782,round2_inst
2545,Leonardo Mariani,A5036120394,exact,I189158943,round2_inst
2546,Anna-Leena Korhonen,A5040854564,exact,,name_unique
2547,Anders Møller,A5103189175,exact,I204337017,round2_inst
2548,Carsten Curt Eckard Rother,A5102921586,fuzzy,I4210086570,round2_inst
2549,Gustau Camps-Valls,A5039052506,exact,I16097986,round2_inst
2550,Cristian Sminchisescu,A5007658897,exact,,name_unique
2551,Steve Kremer,A5085316790,exact,,name_unique
2552,Graham Cormode,A5031896681,exact,,name_unique
2553,Klaus Wehrle,A5078646305,exact,,name_unique
2554,Nikhil Bansal,A5008689083,exact,I83019370,round2_inst
2555,Rahul Santhanam,A5085864294,exact,I40120149,round2_inst
2556,Yee Whye Teh,A5064373793,exact,I40120149,round3_semantic
2557,Ioannis Tsamardinos,A5070582381,exact,,name_unique
2558,Vladimir Kolmogorov,A5021390142,exact,I157556583,round4_semtie
2559,Eike Kiltz,A5002016815,exact,,round3_semantic
2560,Samuel Fiorini,A5001781037,exact,,name_unique
2561,Tijl De Bie,A5076045275,exact,I32597200,round2_inst
2562,Yehuda Lindell,A5033036383,exact,I13955877,round3_semantic
2563,Michal Koucky,A5040922782,exact,I21250087,round3_semantic
2564,Patrick Thomas Eugster,A5110619747,exact,,name_unique
2565,Eran Yahav,A5061044883,exact,,name_unique
2566,Ronald De Wolf,A5109278062,exact,,round3_semantic
2568,Adrian Markus Perrig,A5056518136,fuzzy,I35440088,round2_inst
2569,Rasmus Pagh,A5014293815,exact,I83467386,round2_inst
2570,Anastasia Ailamaki,A5070907021,exact,I5124864,round3_semantic
2571,Sergio Grammatico,A5006692330,exact,,name_unique
2572,Tomislav Dragicevic,A5078176748,exact,,name_unique
2573,Maryam Kamgarpour,A5082009236,exact,,name_unique
2574,Ori Katz,A5085243047,exact,I197251160,round2_inst
2575,Sarah Verhulst,A5038482778,exact,,name_unique
2576,Libertario Demi,A5021984927,exact,,name_unique
2577,Ivan Dokmanic,A5002015062,exact,,name_unique
2578,Mehul Malik,A5016870304,exact,,name_unique
2579,Efren Fernandez-Grande,A5048037495,exact,,name_unique
2580,Hector Sarnago Andia,A5072868395,exact,,name_unique
2581,Anton Potocnik,A5048495558,exact,,name_unique
2582,Irene Otero-Muras,A5069067835,exact,,name_unique
2583,Serhat Tozburun,A5078272078,exact,,name_unique
2584,Bart Besselink,A5083507299,exact,,name_unique
2585,Dierck Hillmann,A5009104963,exact,,name_unique
2586,Per Augustsson,A5017299669,exact,,name_unique
2587,Nikos Deligiannis,A5043511500,exact,,name_unique
2588,Stefanie Kroker,A5019135007,exact,,name_unique
2589,David Phillips,A5100692078,exact,,round4_semtie
2590,Angela Sara Cacciapuoti,A5082456247,exact,,name_unique
2591,Paavo Rasilo,A5030192236,exact,,name_unique
2592,Birgit Stiller,A5065896036,exact,,name_unique
2593,Mohsen Rahmani,A5012281799,exact,I52590639,round2_inst
2594,Coen De Visser,A5008760854,alias,I98358874,round2_inst
2595,Stanisa Raspopovic,A5033447067,exact,,name_unique
2596,Klaas-Jan Tielrooij,A5049475284,exact,I83019370,round2_inst
2597,Michèle Wigger,A5065826035,exact,,round4_semtie
2598,Ivan Minev Rusev,A5001022357,alias,I4210111834,round2_inst
2599,Ziwei Ouyang,A5036591063,exact,I96673099,round2_inst
2600,François Leo,A5073461329,exact,,name_unique
2601,Jan Hasenauer,A5063254041,exact,I135140700,round3_semantic
2602,Ferruccio Pisanello,A5028454417,exact,,name_unique
2603,Oliver Höhn,A5113862039,exact,I161046081,round2_inst
2604,Lucia Caspani,A5022909078,exact,I115752224,round2_inst
2605,Massimo Sartori,A5083381101,exact,I94624287,round2_inst
2606,Elena Del Corro,A5038823248,exact,,name_unique
2607,Emmanuel Lhuillier,A5036081515,exact,I1294671590,round2_inst
2608,Sadegh Soudjani,A5017334634,exact,,name_unique
2609,Marian Verhelst,A5012150553,exact,,name_unique
2610,Nikolaos Bekiaris-Liberis,A5020100534,exact,,name_unique
2611,Klas Tybrandt,A5059108681,exact,,name_unique
2612,Mathieu Mivelle,A5049374199,exact,,name_unique
2613,Oscar Versolato,A5063954694,alias,,round4_maxpapers
2614,Kris Myny,A5044710002,exact,,name_unique
2615,Konstantinos Pantzas,A5035146277,exact,,name_unique
2616,Nir Bar-Gill,A5026599520,exact,I197251160,round2_inst
2617,Christian Kirches,A5053623605,exact,,name_unique
2618,Margarita Chli,A5055582765,exact,,name_unique
2619,Sebastian Reineke,A5024180183,exact,,round4_semtie
2620,Carlos Alonso Ramos,A5107906752,exact,I1294671590,round3_semantic
2621,Romain Peretti,A5033683211,exact,I1294671590,round2_inst
2622,Stelios Timotheou,A5024136638,exact,,name_unique
2623,Tal Ellenbogen,A5064616932,exact,,name_unique
2624,Clara Mihaela Ionescu,A5004573956,alias,I32597200,round3_semantic
2625,Caglar Elbuken,A5012353258,exact,,name_unique
2626,Elisa Vianello,A5046458712,exact,I2738703131,round4_semtie
2627,Eitan Yaakobi,A5021586372,exact,I174306211,round2_inst
2628,Larysa Baraban,A5067493852,exact,,name_unique
2629,Francesco Negro,A5032001702,exact,I79940851,round2_inst
2630,Daniel Brunner,A5007877210,exact,I1294671590,round2_inst
2631,Themistoklis Charalambous,A5000676115,exact,,name_unique
2632,Fei Ding,A5004243536,exact,,round4_semtie
2633,Maria Tenje,A5000479314,exact,,name_unique
2634,David Marpaung,A5057021040,exact,,name_unique
2635,Michail Matthaiou,A5035876091,exact,,name_unique
2636,Kristof Cools,A5001461967,exact,I32597200,round2_inst
2637,Yonina Eldar,A5098566478,exact,,name_unique
2638,Marti Duocastella Sola,A5085124177,exact,,name_unique
2639,Padraig Cantillon-Murphy,A5001335646,exact,I181231927,round2_inst
2640,Barbara Mazzolai,A5078241160,exact,I30771326,round2_inst
2641,Yao-Hong Liu,A5014768168,exact,,name_unique
2643,Laurent Schmalen,A5053280913,exact,I102335020,round3_semantic
2644,Avinoam Zadok,A5026421246,alias,I13955877,round2_inst
2645,Ori Katz,A5085243047,exact,I197251160,round2_inst
2646,Marios Kountouris,A5088602155,exact,I1902872,round2_inst
2647,Venkata Kamalakar Mutta,A5068051557,exact,,name_unique
2648,Stefan Witte,A5046110011,exact,,round3_semantic
2649,Davide Scaramuzza,A5057116316,exact,I202697423,round2_inst
2650,Fabrizio De Vico Fallani,A5089157446,exact,,round4_semtie
2651,Sandra Hirche,A5024376647,exact,I62916508,round2_inst
2652,Mario Caironi,A5002619683,exact,,name_unique
2653,Raphael Jungers,A5056625594,alias,I95674353,round2_inst
2654,Dimos Dimarogonas,A5055348953,alias,I86987016,round4_semtie
2655,Sarthak Misra,A5050730423,exact,I94624287,round2_inst
2656,Clement Merckling,A5016276763,exact,,name_unique
2657,Conor Mow-Lowry,A5087247789,alias,,round4_maxpapers
2658,Christophe Collette,A5083554070,exact,,name_unique
2659,Sarah Benchabane,A5059926620,exact,I1294671590,round2_inst
2660,Niels Gregersen,A5028150151,exact,I96673099,round2_inst
2661,Asa Haglund,A5006094937,exact,I66862912,round2_inst
2662,Andrea Di Falco,A5009045834,exact,,name_unique
2663,Ioannis Krikidis,A5080502122,exact,I34771391,round2_inst
2664,Giuseppe Vicidomini,A5040316453,exact,,name_unique
2665,Bastian Rapp,A5089234340,alias,I161046081,round2_inst
2666,Drazen Dujic,A5069231238,exact,,name_unique
2667,Matthias Althoff,A5005383495,exact,I62916508,round2_inst
2668,Juliette Mangeney,A5104666366,exact,,round3_semantic
2669,Francois Andrieu,A5104440312,exact,I2738703131,round4_semtie
2670,Christian Ott,A5048539897,exact,I145847075,round2_inst
2671,Pietro Valdastri,A5035357710,exact,I130828816,round2_inst
2672,Alexandre Aubry,A5038543649,exact,I1294671590,round2_inst
2673,Oren Cohen,A5020641761,exact,I174306211,round2_inst
2674,David Sarinn Pech,A5028295626,fuzzy,I1294671590,round2_inst
2675,Heinz Koeppl,A5070544702,exact,I31512782,round4_semtie
2676,Ming Cao,A5021403340,exact,I169381384,round4_semtie
2677,Victor Torres Company,A5021864307,exact,I66862912,round2_inst
2678,Aloyse Marie Charles Degiron,A5004659389,fuzzy,I1294671590,round3_semantic
2679,Darko Zibar,A5025311119,exact,,name_unique
2680,Fabien Robert Jocelyn Alibart,A5091510784,fuzzy,I1294671590,round2_inst
2681,Thomas Burg,A5010860767,alias,I31512782,round2_inst
2682,Gianluca Fiori,A5061426001,exact,,name_unique
2683,Stephan Sylvest Keller,A5036535149,exact,,name_unique
2684,Camille Sophie Bres Ep. Tremblay,A5109208449,fuzzy,,round3_semantic
2685,Etienne Francois Noël Perret,A5028422261,fuzzy,I106785703,round2_inst
2686,Toon Jos M. Van Waterschoot,A5073284331,fuzzy,I99464096,round2_inst
2688,Francesco Paolo Andriulli,A5002273642,alias,I177477856,round2_inst
2689,Giacomo Scalari,A5027156127,exact,,name_unique
2690,Petros Elia,A5015066458,exact,,name_unique
2691,Antonio Ivorra Cano,A5048107244,fuzzy,,round3_semantic
2692,Osvaldo Simeone,A5017736224,exact,,name_unique
2694,Róisín Meabh Owens,A5076048603,alias,I241749,round2_inst
2695,Ivana Gasulla Mestre,A5024582164,exact,,name_unique
2696,Albert Guillén I Fàbregas,A5005125538,exact,,name_unique
2697,Tomas Cizmar,A5057385856,exact,,name_unique
2698,Giacomo Indiveri,A5060241952,exact,,name_unique
2699,Esther Rodriguez-Villegas,A5026574215,exact,I47508984,round4_semtie
2700,Wim Bogaerts,A5055647062,exact,,name_unique
2702,Volkan Cevher,A5027059837,exact,,name_unique
2703,Marco Peccianti,A5009176490,exact,,name_unique
2704,Emmanuel Bossy,A5020375818,exact,,name_unique
2705,Gernot Rudolf Mueller-Putz,A5053241501,fuzzy,I4092182,round2_inst
2706,Kulah Haluk,A5041010499,exact,,name_unique
2707,Francesco Poletti,A5068700158,exact,I43439940,round2_inst
2708,Abu Sebastian,A5017236774,exact,I4210126328,round2_inst
2709,Coskun Kocabas,A5027504594,exact,,name_unique
2710,Miriam Serena Vitiello,A5061174021,alias,,round3_semantic
2711,Melissa Louise Mather,A5045281356,alias,I142263535,round2_inst
2712,Hatice Altug Yanik,A5036210470,fuzzy,,round3_semantic
2713,Yonina Eldar,A5098566478,exact,,name_unique
2714,Madeleine Mary Lowery,A5077901559,fuzzy,I100930933,round2_inst
2715,Robert Huber,A5072604023,exact,I9341345,round4_semtie
2716,Wolfgang Leonhard Kellerer,A5021781616,fuzzy,I62916508,round2_inst
2717,Christelle Brigitte Isabelle Monat,A5060033364,fuzzy,,round3_semantic
2718,Robert Hugh Hadfield,A5104361163,exact,,name_unique
2719,Sebastian Sager,A5070436541,exact,I95793202,round2_inst
2720,Bernd Rieger,A5048898725,exact,,name_unique
2721,Laurent Jacques Daniel Vivien,A5043600763,fuzzy,I1294671590,round2_inst
2722,Nicolae Coriolan Panoiu,A5028081652,alias,I45129253,round2_inst
2723,Sonia Maria Garcia Blanco,A5078328363,exact,,name_unique
2724,Daniele Ielmini,A5054173368,exact,,name_unique
2725,Petar Popovski,A5071289803,exact,I891191580,round2_inst
2726,Davide Iannuzzi,A5008444491,exact,,name_unique
2727,Sébastien Claude Hentz,A5070939792,fuzzy,I2738703131,round2_inst
2728,Marco Liserre,A5053880143,exact,I3133086891,round2_inst
2729,Peter Schelkens,A5034083500,exact,,name_unique
2730,Ozgur B. Akan,A5042130660,exact,I241749,round2_inst
2731,Liesbet Lagae,A5053680126,exact,,name_unique
2732,Joerg Carsten Widmer,A5064963698,fuzzy,,round3_semantic
2733,Joachim Oberhammer,A5028413031,exact,,name_unique
2734,Chun Huang,A5067895502,exact,I47508984,round4_semtie
2735,Jérémy Bleyer,A5057171814,exact,,name_unique
2736,Sandra Loerakker,A5005698702,exact,,name_unique
2737,Alexandra Vallet,A5026237672,exact,,round3_semantic
2738,Simone Pezzuto,A5061167549,exact,,name_unique
2739,Stefaan Verbruggen,A5095032984,exact,,round3_semantic
2740,Sophia Haussener,A5041466191,exact,,name_unique
2741,Alessandro Orchini,A5008704477,exact,,name_unique
2742,Qinghua Lei,A5085238022,exact,I123387679,round2_inst
2743,Olga Fink,A5079637160,exact,I5124864,round2_inst
2744,Slawomir Porada,A5023448469,alias,,round3_semantic
2745,Ahmad Rafsanjani Abbasi,A5053608926,alias,,round3_semantic
2746,Caroline Curtin,A5020449311,alias,,round3_semantic
2747,Philipp Rothemund,A5016447319,exact,,name_unique
2748,Mario Merino Martínez,A5040697912,alias,I50357001,round2_inst
2749,Riccardo Levato,A5052979435,exact,,name_unique
2750,Benjamin Sanderse,A5001549702,exact,,name_unique
2751,Michele Marino,A5046964678,exact,I116067653,round3_semantic
2752,Corentin Coulais,A5034935548,exact,,name_unique
2753,Aisling Ní Annaidh,A5052671739,exact,,name_unique
2754,Tomas Reina,A5045877913,alias,I79238269,round2_inst
2755,Hans Kainz,A5048563631,exact,,name_unique
2756,Outi Tammisola,A5038976310,exact,,name_unique
2757,Alessio Gizzi,A5010210450,exact,,round3_semantic
2758,Carlos Mota,A5109748084,exact,I34352273,round3_semantic
2759,Xiaodong Liang,A5063637646,exact,I96673099,round2_inst
2760,Andrea Ianiro,A5043881111,exact,,name_unique
2761,Marco Sagliano,A5074061342,exact,,name_unique
2762,Pierre-Thomas Brun,A5113786632,exact,,round4_semtie
2763,Andreas Carlson,A5051560174,exact,I184942183,round2_inst
2764,Mustafa Onses,A5073160454,alias,,round3_semantic
2765,Alessandro Filippo Maria Pellegata,A5082619317,fuzzy,I93860229,round2_inst
2766,Nils Goseberg,A5004995298,exact,,round3_semantic
2767,Jelena Radjenovic,A5058771871,exact,I2799562678,round2_inst
2768,Michele Conti,A5069653622,exact,I25217355,round2_inst
2769,Philipp Junker,A5079128591,exact,,name_unique
2770,Daniel Nieto,A5011125576,exact,I11019714,round2_inst
2771,Senbo Xiao,A5047278123,exact,,name_unique
2772,Marios Kotsonis,A5082301817,exact,,name_unique
2773,Gaetano Sardina,A5045406003,exact,,name_unique
2774,Daniele Ragni,A5067964931,exact,,name_unique
2775,Farbod Alijani,A5074122560,exact,,name_unique
2776,Yoeri Van De Burgt,A5089563832,exact,,name_unique
