rid,eu_name,authorid,match_type,host_id,source
896,Lukas Jeker,A5025436960,exact,,name_unique
897,Ayelet Erez,A5058704729,exact,I53964585,round2_inst
898,Shulamit Levenberg,A5012769290,exact,,name_unique
899,Marta Alonso-Roldan,A5032014527,fuzzy,I88155538,round2_inst
900,Björn Erik Ake Nilsson,A5058419662,fuzzy,I187531555,round3_semantic
901,Richard Harding-Swale,A5103789832,exact,,name_unique
902,Davide Rossi,A5015790909,exact,,round4_semtie
903,Jan Herman Veldink,A5069816083,alias,I3018483916,round2_inst
904,Matthias Meier,A5053507788,exact,,round3_semantic
905,Francesca Meteora Buffa,A5075865182,alias,,round3_semantic
906,Yuval Yechiel Shaked,A5068166516,fuzzy,I174306211,round2_inst
907,Irinel Anca Catrina,A5046583167,alias,I28166907,round2_inst
908,Charles Agyemang,A5067202010,exact,,round4_semtie
909,Nils Olov Andersson,A5018797912,exact,,name_unique
910,Olivier Couture,A5028875960,exact,I1294671590,round3_semantic
911,Per Martin Englund,A5076514636,fuzzy,,round3_semantic
912,Julien Jean-Charles Nicolas,A5001640643,fuzzy,I1294671590,round2_inst
913,Malin Parmar,A5007253264,exact,,name_unique
914,Claudia Allemani,A5107970561,exact,,name_unique
915,Danny David Jonigk,A5068639127,alias,I34809795,round2_inst
916,Leendert Trouw,A5060898190,alias,I2800006345,round2_inst
917,Andrea Bertotti,A5031287599,exact,I55143463,round4_semtie
918,Yaqub Hanna,A5013792306,alias,I53964585,round2_inst
919,Björn Högberg,A5069122955,exact,I28166907,round2_inst
920,Maria Paola Martelli,A5089614080,exact,,name_unique
922,Michele De Palma,A5043563746,exact,,name_unique
923,Mary Cannon,A5006791816,exact,,round4_semtie
924,Mikko Olavi Niemi,A5103943542,exact,,name_unique
925,Tomasz Jan Guzik,A5040329167,alias,I98677209,round2_inst
926,Susana Marina Chuva De Sousa Lopes,A5110818669,exact,,name_unique
927,Charlotte Anita Ling,A5046960589,fuzzy,I187531555,round2_inst
928,Jaan-Olle Andressoo,A5073441975,exact,,name_unique
929,Katia Parodi,A5000377815,exact,,name_unique
930,Unnur Valdimarsdóttir,A5010145550,exact,,name_unique
932,Kathryn Mary Francis Abel,A5035300724,fuzzy,I28407311,round3_semantic
933,Gonçalo De Sá E Sousa De Castelo Branco,A5042851935,alias,I28166907,round2_inst
934,Robert Franz Karl Zeiser,A5084803299,fuzzy,I2801240073,round2_inst
935,Irmela Jeremias,A5061922466,exact,,name_unique
936,"Christophe John,Willy Moreau",A5088460898,fuzzy,I1294671590,round2_inst
937,Paul William Selberg-Franks,A5024645589,fuzzy,I187531555,round2_inst
938,Yaakov Nahmias,A5013918067,exact,,name_unique
939,Oliver Denis Hantschel,A5008651904,fuzzy,I161103922,round2_inst
940,Daniel Razansky,A5103286327,exact,I202697423,round3_semantic
941,Henrik Zetterberg,A5079766290,exact,I881427289,round4_semtie
942,Vincenzo Cerullo,A5031533220,exact,,name_unique
943,Weimin Ye,A5100601148,exact,I28166907,round4_semtie
944,Kim Bak Jensen,A5111212852,exact,,name_unique
945,Sven Rottenberg,A5017173720,exact,,name_unique
946,Niel Hens,A5042663607,exact,I878454856,round3_semantic
947,Mette Marie Rosenkilde,A5112586642,exact,,name_unique
948,Johannes Jos Malda,A5014283826,fuzzy,,round4_maxpapers
949,Lorraine Brennan,A5003874766,exact,I100930933,round3_semantic
950,Sebastien Jean Antoine Granier,A5054725044,fuzzy,I154526488,round2_inst
951,Marju Orho-Melander,A5077037910,exact,,name_unique
952,Brian Huntly,A5029251605,alias,I241749,round2_inst
953,Frederic Amant,A5023783658,exact,I99464096,round4_semtie
954,Raphaël Rodriguez,A5104033734,exact,I80043,round3_semantic
955,Vincent Wilfred Vishal-Kapoor Jaddoe,A5012921360,fuzzy,I2801952686,round4_semtie
956,Shy Shoham,A5028417315,exact,I174306211,round2_inst
957,Arthur Kaser,A5050963621,exact,I241749,round2_inst
958,Dominique Lievin Pierre Baeten,A5046625022,fuzzy,,round3_semantic
959,Hugo Wilhelmus Antonius Maria De Jong,A5103522499,exact,,name_unique
960,Dan Peer,A5103097324,exact,I16391192,round3_semantic
962,Caroline Klaver,A5108113385,exact,I2801952686,round3_semantic
963,Kevin Braeckmans,A5028407212,exact,,name_unique
964,Giandomenico Iannetti,A5009081893,alias,I30771326,round2_inst
965,Per Jonas Levi Svenningsson,A5036364090,fuzzy,I28166907,round2_inst
966,Patrizio Lancellotti,A5034995895,exact,I157674565,round4_semtie
967,Craig Morgan,A5045508438,exact,I183935753,round4_semtie
968,Simon Méndez-Ferrer,A5006520748,exact,,name_unique
969,Jonas Larsson,A5112464570,exact,I187531555,round4_semtie
970,Jennifer Irene Keiser,A5033452459,fuzzy,I158937107,round4_semtie
971,Marc Antoine Gijsbert Gilles Vooijs,A5079711680,fuzzy,I34352273,round2_inst
972,Giuseppe Testa,A5087706646,exact,I189158943,round2_inst
973,Massimiliano Pagani,A5075506116,exact,I189158943,round4_semtie
974,Nico Luc Marc Callewaert,A5015811382,fuzzy,I2802017950,round2_inst
975,Enrico Tiacci,A5059848948,exact,,name_unique
977,Sara Richter,A5051378632,exact,,name_unique
978,Alessandra Biffi,A5021543363,exact,,name_unique
979, ,A5027145318,exact,,round4_semtie
980,Ana Isabel De Sousa Teixeira,A5058949558,fuzzy,I28166907,round2_inst
981,Helene Andersson Svahn,A5018960239,exact,,name_unique
982,Laura Soucek,A5058419452,exact,,name_unique
983,Ronit Satchi-Fainaro,A5026654271,exact,I16391192,round3_semantic
984,Majlinda Lako,A5032539966,exact,,name_unique
985,Constantin Zohner,A5042352588,alias,,round3_semantic
986,Charlotte Grossiord,A5075690626,exact,,name_unique
987,Ricardo Araújo,A5071828327,exact,,round4_semtie
988,Cornelia Welte,A5035182754,alias,I145872427,round2_inst
989,Alex De Mendoza,A5045064147,exact,I166337079,round2_inst
990,Erin Saupe,A5022428558,alias,I40120149,round2_inst
991,Lucie Etienne,A5048275896,exact,I1294671590,round3_semantic
992,Michael Bok,A5049417712,alias,I187531555,round2_inst
993,Cecilia Nilsson,A5054084621,exact,I187531555,round3_semantic
994,Emilia Santos,A5109535194,exact,I241749,round2_inst
995,Susan Johnston,A5020633089,exact,I98677209,round2_inst
996,Roberto Salguero-Gómez,A5069697028,exact,I40120149,round4_semtie
997,Emily Mitchell,A5114105900,exact,I241749,round3_semantic
998,Nathalie Stroeymeyt,A5037889113,exact,,name_unique
999,Jan De Vries,A5100670296,exact,I74656192,round2_inst
1000,Anton Potapov,A5014102183,exact,,round4_semtie
1001,Jussi Lehtonen,A5085798200,exact,I94722563,round2_inst
1002,Arnau Sebé-Pedrós,A5004697708,exact,I4210137962,round3_semantic
1003,Arnaud Sentis,A5022540401,exact,,round3_semantic
1004,Henrik Salje,A5086547092,exact,,name_unique
1005,Katherine Helliwell,A5031382933,alias,I23923803,round2_inst
1006,Antoine Molaro,A5003667004,exact,,name_unique
1007,Tzachi Hagai,A5019953572,exact,,name_unique
1008,Himani Sachdeva,A5081417856,exact,,name_unique
1009,Stefanie Muff,A5025165097,exact,I204778367,round2_inst
1010,Andreas Nord,A5023368062,exact,I187531555,round2_inst
1011,Elisabeth Hehenberger,A5008108938,exact,,name_unique
1012,Fabien Condamine,A5031952133,alias,I1294671590,round2_inst
1013,Tamir Klein,A5050473052,exact,I53964585,round2_inst
1014,Jean-Baptiste Raina,A5058036490,exact,,name_unique
1015,Hassan Salem,A5034042515,exact,,round3_semantic
1016,Pieter De Frenne,A5000715083,exact,,name_unique
1017,Matthias Fischer,A5072955190,exact,I149899117,round4_semtie
1018,Shuqing Xu,A5042368523,exact,I197323543,round2_inst
1019,Melissah Rowe,A5050364333,exact,,name_unique
1020,Sophie Sanchez,A5030613963,exact,,name_unique
1021,Suvi Ruuskanen,A5048415511,exact,I94722563,round2_inst
1022,Alexa Sadier,A5066329869,exact,,name_unique
1023,Carlos Perez Carmona,A5107190578,exact,,name_unique
1024,Antoine Wystrach,A5061323512,exact,I1294671590,round4_semtie
1025,Jillian Michelle Petersen,A5063678252,fuzzy,I129774422,round2_inst
1026,Zuzana Musilová,A5008296954,exact,I21250087,round3_semantic
1027,Aaron Vogan,A5008616285,alias,I123387679,round2_inst
1028,Mathieu Groussin,A5071442804,exact,,name_unique
1029,Catherine Preece,A5064876958,exact,,name_unique
1031,Jarno Vanhatalo,A5057385440,exact,,name_unique
1032,Marian Yong-An Hu,A5016621061,alias,,round3_semantic
1033,Laszlo Nagy,A5047717254,exact,I2800351701,round2_inst
1034,Jan Hrcek,A5048111852,exact,,name_unique
1035,Alvaro Sanchez,A5049086349,exact,,round3_semantic
1036,Ilkka Kronholm,A5080771276,exact,,name_unique
1037,Bram Van De Poel,A5027780948,exact,,name_unique
1038,Eva Stukenbrock,A5108138099,exact,,name_unique
1039,Ainhoa Magrach,A5042450363,exact,,name_unique
1040,Stéphane Hacquard,A5024362734,exact,I149899117,round2_inst
1041,Ashley Shade,A5090882548,exact,,name_unique
1042,Violaine Llaurens,A5081229664,exact,,name_unique
1043,Alvaro San Millan,A5000337643,exact,I134820265,round2_inst
1044,Marie Semon,A5091156775,exact,,round3_semantic
1045,Johan Decelle,A5057021217,exact,I1294671590,round4_semtie
1046,Petr Keil,A5055421718,exact,I205984670,round2_inst
1047,Dedmer Van De Waal,A5014772924,alias,,round3_semantic
1048,Margaret C. Crofoot,A5000914380,exact,,name_unique
1049,Maria Azeredo De Dornelas,A5016086389,exact,,name_unique
1050,Andrew David Foote,A5027442178,alias,I184942183,round2_inst
1051,Anna Runemark,A5000746434,exact,,name_unique
1052,Isabel Almudi,A5082959910,exact,I71999127,round2_inst
1053,Nicola Segata,A5068576885,exact,,name_unique
1054,Amelia-Elena Rotaru,A5050995136,exact,,name_unique
1055,Vincent Merckx,A5059092135,exact,,name_unique
1056,Katharina Wollenberg Valero,A5040267568,alias,I100930933,round2_inst
1057,Marina Semchenko,A5078702986,exact,,name_unique
1058,Fabien Burki,A5065497413,exact,,name_unique
1059,Tal Dagan,A5004587704,exact,,round3_semantic
1060,Daniel Montoya,A5056274244,exact,I4210092744,round2_inst
1061,Sandra Nogue,A5088385568,exact,,name_unique
1062,Jane Catford,A5033756643,alias,I183935753,round2_inst
1063,Mathieu Lihoreau,A5067924606,exact,I1294671590,round2_inst
1064,Yossi Yovel,A5016325693,exact,,name_unique
1065,Mette Burmølle,A5075847298,exact,,name_unique
1066,Fredrik Jutfelt,A5005103518,exact,,name_unique
1067,Martin Pilhofer,A5087426368,exact,,name_unique
1068,Mederic Diard,A5048213818,exact,I1850255,round4_semtie
1069,Miguel Jorge Pinto Carneiro,A5022221670,fuzzy,,round4_semtie
1070,Alexander Sang-Jae Suh,A5029225325,fuzzy,,round4_semtie
1071,Katalin Csilléry,A5064794927,exact,,name_unique
1072,Pierre-Marc Delaux,A5004260609,exact,,name_unique
1073,Maria Eithne Mcnamara,A5080911157,fuzzy,,round3_semantic
1074,Aris Katzourakis,A5058450513,exact,I40120149,round4_semtie
1075,Tanja Stadler,A5055449742,exact,I35440088,round3_semantic
1077,Yehu Moran,A5054870832,exact,,name_unique
1078,Lena Wilfert,A5003534307,exact,,name_unique
1079,Rita Covas,A5008198078,exact,,round3_semantic
1082,Thomas Couvreur,A5041691419,alias,I4210166444,round3_semantic
1083,Nicolas Puillandre,A5001511906,exact,,round4_semtie
1084,Katie Field,A5066507036,exact,,name_unique
1085,Tanja Schwander,A5039770407,exact,,name_unique
1086,Itzhak Mizrahi,A5088912364,exact,,name_unique
1087,Susana Barroso Coelho,A5063878448,fuzzy,,round3_semantic
1088,Paul Kardol,A5006451019,exact,,name_unique
1089,Thomas Richards,A5061639514,exact,I40120149,round2_inst
1090,Yann Mats Clough,A5057350038,fuzzy,I187531555,round2_inst
1091,Julien Cote,A5015359801,exact,I1294671590,round2_inst
1092,Inger Greve Alsos,A5046210819,exact,,name_unique
1093,Karla Gisela Kristin Tessmar-Raible,A5055395658,fuzzy,,round3_semantic
1094,Colin Russell,A5077162668,alias,,round3_semantic
1095,Thijs Ettema,A5086230550,alias,I913481162,round2_inst
1096,Christina Kaiser,A5016630284,exact,I129774422,round2_inst
1097,Martin Kaltenpoth,A5059004438,exact,,name_unique
1098,Andrea J Betancourt,A5045799799,fuzzy,I146655781,round2_inst
1099,Marie Dacke,A5049267273,exact,,name_unique
1100,Vladimir Hampl,A5099244149,exact,,round3_semantic
1101,Ofer Feinerman,A5029463008,exact,,name_unique
1102,Anna Kuparinen,A5058555514,exact,I94722563,round2_inst
1103,Michael Thomas-Poulsen,A5068921976,alias,I124055696,round2_inst
1104,Aoife Mclysaght,A5038985205,exact,,name_unique
1105,Patrik Nosil,A5030592051,exact,,name_unique
1107,Dominic Wright,A5081673437,exact,,round4_semtie
1108,Gentile Francesco Ficetola,A5012749425,exact,I189158943,round2_inst
1109,Michael Cunliffe,A5028117910,exact,,round3_semantic
1110,Joseph Schacherer,A5091722749,exact,I68947357,round4_semtie
1111,Andy Gardner,A5075192983,exact,I16835326,round2_inst
1112,Sara Newbery Raposo De Magalhães,A5036252780,fuzzy,,round3_semantic
1113,James Rolfe Guest,A5034389737,fuzzy,I84884186,round2_inst
1114,Yin Chen,A5046212412,exact,I39555362,round2_inst
1115,Jose Maria Montoya Teran,A5079996977,exact,,name_unique
1116,Alexei Maklakov,A5104592987,exact,,name_unique
1117,Claire Noelle Spottiswoode,A5038587209,fuzzy,I241749,round2_inst
1118,Lee Hsiang Liow,A5039139093,exact,,name_unique
1119,Avigdor Eldar,A5021495858,exact,,name_unique
1120,Philippe Lemey,A5039280845,exact,,name_unique
1121,Anna-Liisa Laine,A5089207824,exact,I202697423,round4_semtie
1122,Juan Antonio Gabaldón Estevan,A5073271482,fuzzy,,round4_semtie
1123,Karine Marianne F Van Doninck,A5061793701,fuzzy,I132053463,round2_inst
1124,Rafael Sanjuan Verdeguer,A5000700661,exact,,name_unique
1125,Benoit François Pujol,A5013716422,fuzzy,I1294671590,round2_inst
1126,Rolf Kümmerli,A5063472839,exact,,name_unique
1127,Pierre Antoine Georges Cardol,A5047127287,fuzzy,I157674565,round2_inst
1128,Frederic Delsuc,A5039262721,exact,,name_unique
1129,Kirsten Bomblies,A5064593721,exact,,name_unique
1130,Judith Elizabeth Mank,A5065185968,alias,I23923803,round2_inst
1131,Graham Keith Taylor,A5058791881,fuzzy,I40120149,round3_semantic
1132,Stephanie Bedhomme,A5024965499,exact,I1294671590,round3_semantic
1133,Mariangela Bonizzoni,A5089901991,exact,,name_unique
1134,Andrew Neil Radford,A5059329761,fuzzy,I36234482,round2_inst
1135,Nathalie Balaban,A5015455656,alias,I197251160,round2_inst
1137,Juliette De Meaux,A5039319309,exact,,name_unique
1138,Fernando Tomás Maestre Gil,A5002158853,exact,,name_unique
1139,Ignacio González Bravo,A5079118827,alias,,round4_maxpapers
1140,Josefa Gonzalez Perez,A5103764340,exact,,round3_semantic
1141,Virpi  Annikki Lummaa,A5073396537,fuzzy,I155660961,round2_inst
1142,Jonathan Paul Bollback,A5049997602,fuzzy,I146655781,round2_inst
1143,Samuel Alizon,A5001953765,exact,I1294671590,round3_semantic
1144,Andreas Helmut Hejnol,A5017859842,fuzzy,I4432739,round2_inst
1145,Andrea Manica,A5006178689,exact,I241749,round4_semtie
1146,Ivana Gudelj,A5048675389,exact,I23923803,round2_inst
1147,Vincent Castric,A5058236329,exact,,name_unique
1148,Debbie Lindell,A5050390516,exact,,name_unique
1149,Csaba Pal,A5064280940,exact,I2800351701,round2_inst
1150,Ashleigh Susannah Griffin,A5000235869,fuzzy,I40120149,round2_inst
1151,Hanna Sofia Johannesson,A5037253165,fuzzy,I123387679,round2_inst
1152,Christiane Werner Pinto,A5079676142,fuzzy,,round3_semantic
1153,Walter Salzburger,A5090083254,exact,,name_unique
1154,Joah Madden,A5084231652,alias,I23923803,round2_inst
1155,Duncan T Odom,A5045843618,alias,,round4_maxpapers
1156,John Leo Quinn,A5113997285,fuzzy,I181231927,round3_semantic
1157,Felicity Clare Jones,A5036964699,fuzzy,I149899117,round2_inst
1158,Eric Pierre Bapteste,A5061336204,fuzzy,I39804081,round2_inst
1159,Henrik Kaessmann,A5085413454,exact,,name_unique
1160,Hélène Morlon,A5084776094,exact,,name_unique
1161,Oliver Pybus,A5061658598,alias,I40120149,round2_inst
1162,David Posada Gonzalez,A5027306462,exact,,name_unique
1163,Iñaki Ruiz Trillo,A5018607362,exact,I170486558,round3_semantic
1164,Benjamin Prud'Homme,A5050092709,exact,,name_unique
1165,Gavin Thomas,A5106030337,exact,,round3_semantic
1166,Abderrahman Khila,A5042880774,exact,,name_unique
1167,Bastien Bissaro,A5007511324,exact,,round3_semantic
1168,Li Tang,A5065125027,exact,I5124864,round4_semtie
1169,Randall Platt,A5112099921,exact,,name_unique
1170,Xingqi Chen,A5056951575,exact,,name_unique
1171,Zaida Álvarez,A5057679210,exact,I4210147769,round2_inst
1172,Velia Siciliano,A5030631840,exact,I30771326,round3_semantic
1173,Julia Qüesta,A5039827810,alias,,round3_semantic
1174,Volker Lauschke,A5053109650,alias,I28166907,round2_inst
1175,Julián Valero Moreno,A5089766580,exact,,name_unique
1176,Ben Maoz,A5056536823,alias,I16391192,round2_inst
1177,Emma Andersson,A5030754446,exact,I28166907,round2_inst
1178,Duarte Dionísio Figueiredo,A5004244154,alias,,round3_semantic
1179,Tomas Pluskal,A5088461185,exact,I4210145889,round2_inst
1180,Victor Greiff,A5089158926,exact,,name_unique
1181,Korbinian Schneeberger,A5039760003,exact,,round3_semantic
1182,Oren Ram,A5065279883,exact,I197251160,round2_inst
1183,Clemens Mayer,A5023576125,exact,I169381384,round2_inst
1184,Ewa Szczurek,A5036326710,exact,,round3_semantic
1185,Guillaume Lobet,A5009673135,exact,I95674353,round3_semantic
1186,Kaspar Valgepea,A5061031098,exact,I56085075,round2_inst
1187,Charles Melnyk,A5015411090,alias,I298625061,round2_inst
1188,Ainhoa Martinez Medina,A5017396023,exact,I134820265,round2_inst
1189,Panagiotis Moschou,A5034192143,alias,I8901234,round2_inst
1190,Murat Sunbul,A5032302478,exact,,round3_semantic
1191,Marc Güell Cargol,A5053568867,exact,,name_unique
1192,Beatriz Orosa,A5075099415,exact,,name_unique
1193,Shilo Rosenwasser,A5078275412,exact,,name_unique
1194,Kai Papenfort,A5060415677,exact,,name_unique
1195,Yaqub Hanna,A5013792306,alias,I53964585,round2_inst
1196,Jochem Verrelst,A5079448372,exact,I16097986,round2_inst
1197,Marta Martinez Sanz,A5008855386,exact,I134820265,round2_inst
1198,Nadav Amdursky,A5047307562,exact,,name_unique
1199,Caroline Gutjahr,A5065949573,exact,,name_unique
1200,Moussa Benhamed,A5070486620,exact,I204730241,round4_semtie
1201,David Bikard,A5064065434,exact,I157536573,round3_semantic
1202,Simon Stael,A5014901167,exact,,name_unique
1203,Clara Sanchez Rodriguez,A5083521633,exact,,round4_semtie
1204,Rosa Lozano-Duran,A5031066862,exact,I8087733,round2_inst
1205,Nick Wierckx,A5063605485,exact,,name_unique
1206,Jorunn Bos,A5018823709,alias,I177639307,round2_inst
1207,Akane Kawamura,A5085494254,exact,I84884186,round2_inst
1209,Nuria Montserrat Pulido,A5038163469,alias,I4210147769,round2_inst
1210,Jesko-Alexander*Johannes Gunter Kohnke,A5112282524,fuzzy,,round3_semantic
1211,Rupert Seidl,A5085506794,exact,,name_unique
1212,Barbara Di Ventura,A5059557453,exact,,name_unique
1213,Maria Von Korff Schmising,A5004705501,exact,,name_unique
1214,André-Christian Stiel,A5044610218,fuzzy,,round3_semantic
1215,Francesco Licausi,A5069345254,exact,,name_unique
1216,Kathrin Lang,A5074271707,exact,I35440088,round2_inst
1217,Daniela Loessner,A5007482524,exact,,name_unique
1218,Chase Lawrence Beisel,A5053601159,alias,I4210124929,round2_inst
1219,Cristobal Uauy,A5063383525,exact,,name_unique
1220,Abel Garcia Pino,A5025516016,exact,I132053463,round4_semtie
1221,Miriam Rosenbaum,A5102337075,exact,,name_unique
1222,Gil Westmeyer,A5039343293,alias,I62916508,round2_inst
1223,Kiran Raosaheb Patil,A5020329649,exact,,name_unique
1224,Ivan Matic,A5040520718,exact,I149899117,round2_inst
1225,Arnold Boersma,A5004055495,exact,,name_unique
1226,Emily Flashman,A5053862290,exact,,name_unique
1227,Maja Banks-Köhn,A5055181051,alias,I161046081,round2_inst
1228,Henning Jacob Jessen,A5030496315,alias,I161046081,round2_inst
1229,Brigitte Stadler,A5044749762,exact,I204337017,round2_inst
1230,Anna Rising,A5064378135,exact,,name_unique
1231,Sarel-Jacob Fleishman,A5102905594,exact,,name_unique
1232,Rob Lavigne,A5056568447,exact,,name_unique
1233,Eric Kemen,A5047541392,exact,,name_unique
1234,Fernando López Gallego,A5033368136,exact,,name_unique
1235,Georgios Skretas,A5081417503,alias,I6820528,round2_inst
1236,Lars Ingemar André,A5110463751,fuzzy,I187531555,round3_semantic
1237,Kevin Chalut,A5082249024,alias,I241749,round2_inst
1238,Gunther Doehlemann,A5015726178,exact,,name_unique
1239,Cecilia Maria Sahlgren,A5052741873,alias,I130217899,round2_inst
1240,Miina Alina Rautiainen,A5079472711,fuzzy,I9927081,round3_semantic
1241,Thomas Bert Van Leeuwen,A5063389950,fuzzy,I32597200,round2_inst
1242,Andrea Rentmeister,A5063961340,exact,,name_unique
1243,Chris Barnes,A5018040610,exact,I45129253,round2_inst
1244,Fernando Montealegre-Zapata,A5049927845,alias,I51532219,round2_inst
1245,Etienne Bucher,A5047415942,exact,,round3_semantic
1246,Isabel Bäurle,A5021738968,exact,,name_unique
1247,Giovanni Maglia,A5024173154,exact,,name_unique
1248,Arnaud Pierre Gaby Gautier,A5074868501,fuzzy,I39804081,round3_semantic
1249,Christine Ruth Faulkner,A5018025372,fuzzy,I100288624,round2_inst
1250,Roland Ludwig,A5044352119,exact,I92869138,round2_inst
1251,Christa Sylvie Testerink,A5029582021,fuzzy,I913481162,round2_inst
1252,Thomas Reinier Maxim Barends,A5082051772,alias,I149899117,round2_inst
1253,Steffen Klamt,A5080707502,exact,,name_unique
1254,Carolina Tafalla Pineiro,A5057873997,exact,,name_unique
1255,Jorge Manuel De Oliveira Fernandes,A5015235810,exact,,name_unique
1256,Petra Stephanie Dittrich,A5020918811,alias,I35440088,round2_inst
1257,Ana Isabel Caño Delgado,A5095428956,fuzzy,,round3_semantic
1258,Thorsten Schnurbusch,A5089171994,exact,I4210127902,round2_inst
1259,Jérémy Bouyer,A5045896123,exact,,name_unique
1260,Ebbe Sloth Andersen,A5058499082,exact,,name_unique
1261,Miia Kristina Lindstrom,A5068288716,fuzzy,I133731052,round2_inst
1263,Emma Rusi Master,A5046367806,fuzzy,I9927081,round2_inst
1264,Frank Hollmann,A5039285985,exact,I98358874,round2_inst
1265,Nikolaj Gadegaard,A5049586449,exact,I7882870,round2_inst
1266,Frank Kjeldsen,A5042571263,exact,,name_unique
1267,Cristina Maria Da Costa Silva Pereira,A5080716262,fuzzy,,round4_semtie
1268,Christopher Guy Bass,A5087533554,fuzzy,,round3_semantic
1269,Yannick Francois Rondelez,A5029632144,fuzzy,I1294671590,round2_inst
1270,Aitziber Lopez Cortajarena,A5093946356,exact,,name_unique
1271,Thorsten Stafforst,A5060717827,exact,,name_unique
1272,Lionel Xavier Dupuy,A5011601478,alias,I4210129734,round2_inst
1273,Pascal Falter-Braun,A5101952278,alias,,round3_semantic
1274,Renier Adrianus Leonardus Van Der Hoorn,A5090600754,fuzzy,I40120149,round2_inst
1275,Marja Tiirola,A5028528748,exact,,name_unique
1276,Günter Mayer,A5041783466,exact,I135140700,round2_inst
1277,Kris Verheyen,A5025403876,exact,I32597200,round4_semtie
1278,Mark Howarth,A5012100815,exact,I40120149,round3_semantic
1279,Tillmann Joachim Lüders,A5109681086,fuzzy,I54009628,round3_semantic
1280,Kathrin Barbara Fenner,A5044405346,alias,I63664421,round2_inst
1281,Dror Noy,A5050708337,exact,,name_unique
1282, ,A5094616643,exact,,round3_semantic
1283,Michael Magee,A5009972049,exact,I190082696,round2_inst
1284,Zoltan Vidnyanszky,A5087644896,exact,I106118109,round2_inst
1285,Andre Belotto Da Silva,A5070833243,exact,I204730241,round2_inst
1286,Bozhidar Velichkov,A5087382359,exact,I108290504,round2_inst
1287,Dalimil Mazac,A5008517051,exact,,name_unique
1288,Ana Caraiani,A5077497654,exact,,name_unique
1289,James Maynard,A5074725717,exact,I40120149,round2_inst
1290,Katharina Schratz,A5027189972,exact,I39804081,round2_inst
1291,Alexandra Carpentier,A5021658783,exact,I176453806,round2_inst
1292,Antoine Levitt,A5040118029,exact,I277688954,round4_semtie
1293,Markus Bachmayr,A5017726844,exact,,round3_semantic
1294,Christian Webb,A5059014160,exact,I133731052,round2_inst
1295,David Holmes,A5000435759,exact,I121797337,round2_inst
1296,Javier Fresán,A5075747054,exact,I39804081,round2_inst
1297,Dawid Kielak,A5061583203,exact,,name_unique
1298,Jack Thorne,A5073881897,exact,,round3_semantic
1299,Sepideh Mirrahimi,A5085283703,exact,I1294671590,round2_inst
1300,Guido De Philippis,A5042945562,exact,,name_unique
1301,Pierre Jacob,A5008296090,exact,I124261006,round2_inst
1302,Pierre-Francois Rodriguez,A5019613895,exact,,name_unique
1303,Anselm Johannes Schmidt-Hieber,A5005367978,exact,,name_unique
1304,Gabor Szabo,A5049960571,exact,I99464096,round4_semtie
1305,Justin Salez,A5067679320,exact,,name_unique
1306,Andrea Seppi,A5048852896,exact,,round3_semantic
1307,Alberto Maspero,A5020823512,exact,,name_unique
1308,Sergio Simonella,A5068602410,exact,,name_unique
1309,Michael Feischl,A5035803720,exact,,name_unique
1310,Eleonora Di Nezza,A5016923789,exact,,name_unique
1311,Xavier Ros-Oton,A5005248507,exact,I71999127,round2_inst
1312,Tomer Schlank,A5048927306,alias,I197251160,round2_inst
1313,Benjamin Gess,A5091000281,exact,I4577782,round4_semtie
1315,Lauri Oksanen,A5014787639,exact,I133731052,round4_semtie
1316,Tuomas Orponen,A5091472615,exact,I94722563,round2_inst
1317,Gal Binyamini,A5055754292,exact,,name_unique
1318,Annika Lang,A5013038827,exact,I66862912,round2_inst
1319,Nicolas Curien,A5107933108,exact,I277688954,round2_inst
1320,Hendrik Weber,A5001883810,exact,I22465464,round3_semantic
1321,Karim Adiprasito,A5084339085,exact,,name_unique
1322,Arnulf Jentzen,A5074382323,exact,I22465464,round2_inst
1323,Elisenda Feliu,A5054607776,exact,,name_unique
1324,Phan Thanh Nam,A5048239767,exact,I8204097,round3_semantic
1325,Wojciech Samotij,A5026232768,exact,,name_unique
1326,Raphaël Beuzart-Plessis,A5013666885,exact,,name_unique
1327,Christophe Garban,A5046071283,exact,,name_unique
1328,Emanuel Milman,A5052187675,exact,,name_unique
1329,Michael Wemyss,A5038032650,exact,,name_unique
1330,Matthew Thomas Morrow,A5005166458,alias,I1294671590,round2_inst
1331,Kathrin Bringmann,A5089032048,exact,I180923762,round4_semtie
1332,Maurice Duits,A5074892626,exact,,name_unique
1333,Simon Riche,A5005759805,exact,I198244214,round4_semtie
1334,Anton Mellit,A5055419764,exact,,name_unique
1335,David Loeffler,A5070725114,exact,I39555362,round2_inst
1336,Ron Yehuda Peled,A5071389695,fuzzy,I16391192,round2_inst
1337,Asaf Nachmias,A5054638358,exact,,name_unique
1338,Antoine Gloria,A5065138089,exact,,name_unique
1339,Alberto Enciso,A5021895389,exact,I134820265,round2_inst
1340,Asaf Shapira,A5089978763,alias,I16391192,round2_inst
1341,Daniel Peterseim,A5014228488,exact,,name_unique
1342,Penka Georgieva,A5089738866,exact,I39804081,round2_inst
1343,Choonghong Tadahiro Oh,A5048680727,fuzzy,,round3_semantic
1344,Vincent Calvez,A5114375058,exact,I1294671590,round3_semantic
1345,Lenny Taelman,A5011292891,exact,I887064364,round2_inst
